Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Thomas Robinet,fr FRA,"FW,MF",26.0,31.7,48,1.51,38,0,1,7,2,0,4,0.13,4,0,0,0,0,0,Matches
Peer Koopmeiners,nl NED,MF,23.0,30.8,96,3.12,43,44,1,2,2,4,12,0.39,5,6,0,0,1,0,Matches
Damian van Bruggen,nl NED,DF,27.0,27.8,18,0.65,10,4,1,2,0,1,0,0.0,0,0,0,0,0,0,Matches
Nordin Bakker,nl NED,GK,25.0,28.8,6,0.21,3,3,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Stije Resink,nl NED,MF,20.0,28.6,56,1.96,45,2,3,2,2,2,5,0.17,4,0,0,0,1,0,Matches
Sherel Floranus,cw CUW,DF,24.0,28.0,31,1.11,27,4,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
Jochem van de Kamp,nl NED,"DF,MF",19.0,21.1,53,2.51,42,1,5,1,3,1,5,0.24,2,0,2,0,1,0,Matches
Joey Jacobs,nl NED,DF,23.0,21.8,23,1.06,19,1,0,2,0,1,1,0.05,0,0,0,1,0,0,Matches
Rajiv van La Parra,nl NED,"FW,MF",32.0,20.0,56,2.8,31,1,6,8,10,0,5,0.25,0,1,0,1,3,0,Matches
Théo Barbet,fr FRA,DF,22.0,20.2,16,0.79,11,2,0,0,2,1,1,0.05,1,0,0,0,0,0,Matches
Yoann Cathline,fr FRA,"DF,FW",21.0,19.1,50,2.62,30,3,9,4,2,2,5,0.26,4,0,0,1,0,0,Matches
Kornelius Hansen,no NOR,FW,22.0,15.4,48,3.12,28,1,6,8,5,0,5,0.32,4,0,0,0,1,0,Matches
Hamdi Akujobi,nl NED,"DF,FW",23.0,17.3,35,2.03,30,1,2,1,1,0,5,0.29,5,0,0,0,0,0,Matches
Álvaro Peña,es ESP,MF,31.0,12.5,31,2.47,22,3,2,0,3,1,1,0.08,0,0,0,0,1,0,Matches
Loïc Mbe Soh,fr FRA,DF,22.0,14.0,10,0.71,7,0,0,2,1,0,1,0.07,1,0,0,0,0,0,Matches
Manu Royo,es ESP,DF,29.0,7.4,14,1.89,10,4,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Yann Kitala,0,FW,25.0,5.3,9,1.68,4,0,3,1,1,0,2,0.37,0,0,1,1,0,0,Matches
Samuel Şahin-Radlinger,at AUT,GK,30.0,5.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Lance Duijvestijn,nl NED,"MF,FW",24.0,5.0,18,3.6,15,1,2,0,0,0,5,1.0,3,1,1,0,0,0,Matches
Anthony Limbombe,be BEL,FW,29.0,2.0,5,2.47,1,1,2,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Adi Nalic,ba BIH,"FW,MF",25.0,2.4,8,3.38,6,0,1,0,1,0,1,0.42,1,0,0,0,0,0,Matches
Jason Van Duiven,nl NED,"FW,MF",18.0,3.2,4,1.24,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Milan Corryn,be BEL,"MF,FW",24.0,1.8,4,2.25,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
José Pascual Alba Seva,es ESP,FW,23.0,1.5,3,2.01,1,0,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Christopher Mamengi,nl NED,"DF,FW",22.0,0.8,2,2.57,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Faiz Mattoir,km COM,"FW,MF",23.0,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Danny Post,nl NED,"MF,DF",34.0,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Marcelencio Esajas,nl NED,"MF,FW",21.0,0.4,1,2.65,1,0,0,0,0,0,1,2.65,1,0,0,0,0,0,Matches
Jeffrey Puriel,nl NED,FW,20.0,0.3,1,3.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,0,0,24.6,34.0,646,19.0,433,76,44,42,38,13,60,1.76,36,8,4,4,8,0,0
Opponent Total,0,0,25.0,34.0,894,26.29,616,98,58,66,48,8,105,3.09,79,5,8,10,2,1,0
