Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Nordin Bakker,nl NED,GK,25.0,29,29,2596,28.8,53,1.84,163,110,69.3,7,9,13,9,31.0,4,3,1,0,25.0,Matches
Samuel Şahin-Radlinger,at AUT,GK,30.0,6,5,464,5.2,6,1.16,25,19,76.0,0,4,1,1,20.0,0,0,0,0,0.0,Matches
Squad Total,0,0,24.6,34,34,3060,34.0,59,1.74,188,129,70.2,7,13,14,10,29.4,4,3,1,0,25.0,0
Opponent Total,0,0,25.0,34,34,3060,34.0,33,0.97,112,80,73.2,14,13,7,11,32.4,3,3,0,0,0.0,0
