Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Thomas Robinet,fr FRA,"FW,MF",26.0,31.7,11,69,14,20.3,2.18,0.44,0.12,0.57,15.3,0,3,3,11.5,9.1,0.13,-0.5,-1.1,Matches
Peer Koopmeiners,nl NED,MF,23.0,30.8,0,20,4,20.0,0.65,0.13,0.0,0.0,24.8,2,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches
Damian van Bruggen,nl NED,DF,27.0,27.8,0,10,0,0.0,0.36,0.0,0.0,0.0,13.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Nordin Bakker,nl NED,GK,25.0,28.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Stije Resink,nl NED,MF,20.0,28.6,1,33,7,21.2,1.15,0.24,0.03,0.14,21.2,4,0,0,2.1,2.1,0.06,-1.1,-1.1,Matches
Sherel Floranus,cw CUW,DF,24.0,28.0,0,6,0,0.0,0.21,0.0,0.0,0.0,25.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Jochem van de Kamp,nl NED,"DF,MF",19.0,21.1,2,15,7,46.7,0.71,0.33,0.13,0.29,17.7,0,0,0,1.9,1.9,0.13,0.1,0.1,Matches
Joey Jacobs,nl NED,DF,23.0,21.8,2,18,5,27.8,0.83,0.23,0.11,0.4,15.3,0,0,0,1.9,1.9,0.11,0.1,0.1,Matches
Rajiv van La Parra,nl NED,"FW,MF",32.0,20.0,2,38,12,31.6,1.9,0.6,0.05,0.17,15.4,1,0,0,4.1,4.1,0.11,-2.1,-2.1,Matches
Théo Barbet,fr FRA,DF,22.0,20.2,0,7,1,14.3,0.35,0.05,0.0,0.0,16.4,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches
Yoann Cathline,fr FRA,"DF,FW",21.0,19.1,4,35,16,45.7,1.83,0.84,0.11,0.25,18.8,0,0,0,2.8,2.8,0.08,1.2,1.2,Matches
Kornelius Hansen,no NOR,FW,22.0,15.4,4,40,19,47.5,2.6,1.23,0.1,0.21,16.3,2,0,0,4.0,4.0,0.1,0.0,0.0,Matches
Hamdi Akujobi,nl NED,"DF,FW",23.0,17.3,0,14,0,0.0,0.81,0.0,0.0,0.0,20.4,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches
