Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Thomas Robinet,fr FRA,"FW,MF",26.0,31.7,496,824,60.2,6716,1723,299,416,71.9,132,226,58.4,26,57,45.6,3,2.7,2.4,0.3,22,44,16,3,79,Matches
Peer Koopmeiners,nl NED,MF,23.0,30.8,944,1476,64.0,17366,7241,418,552,75.7,358,526,68.1,139,303,45.9,9,5.7,5.5,3.3,61,121,22,5,144,Matches
Damian van Bruggen,nl NED,DF,27.0,27.8,623,860,72.4,13449,4807,160,215,74.4,375,440,85.2,83,191,43.5,0,0.6,0.2,-0.6,4,41,2,0,58,Matches
Nordin Bakker,nl NED,GK,25.0,28.8,483,1081,44.7,21008,18920,31,32,96.9,133,136,97.8,318,908,35.0,0,0.0,0.2,0.0,0,60,2,0,0,Matches
Stije Resink,nl NED,MF,20.0,28.6,759,1059,71.7,13729,4461,345,444,77.7,304,382,79.6,91,156,58.3,1,1.2,2.7,-0.2,22,120,24,2,152,Matches
Sherel Floranus,cw CUW,DF,24.0,28.0,880,1259,69.9,15698,6853,400,472,84.7,353,503,70.2,107,231,46.3,1,1.5,1.9,-0.5,12,53,18,9,76,Matches
Jochem van de Kamp,nl NED,"DF,MF",19.0,21.1,495,700,70.7,7505,2306,269,336,80.1,162,227,71.4,37,67,55.2,1,2.0,1.7,-1.0,21,41,18,0,80,Matches
Joey Jacobs,nl NED,DF,23.0,21.8,525,900,58.3,10099,5141,200,267,74.9,249,390,63.8,68,205,33.2,0,0.5,0.7,-0.5,10,66,9,3,102,Matches
Rajiv van La Parra,nl NED,"FW,MF",32.0,20.0,283,454,62.3,3871,884,169,220,76.8,81,136,59.6,14,32,43.8,1,1.1,1.1,-0.1,19,16,19,6,36,Matches
Théo Barbet,fr FRA,DF,22.0,20.2,549,769,71.4,10574,5030,208,255,81.6,262,325,80.6,68,156,43.6,1,1.3,1.8,-0.3,8,64,4,0,58,Matches
Yoann Cathline,fr FRA,"DF,FW",21.0,19.1,353,551,64.1,5227,1731,202,260,77.7,106,151,70.2,26,64,40.6,2,1.6,1.9,0.4,19,27,20,9,42,Matches
Kornelius Hansen,no NOR,FW,22.0,15.4,191,306,62.4,2330,676,120,158,75.9,42,70,60.0,8,20,40.0,1,1.8,1.3,-0.8,16,12,17,2,41,Matches
Hamdi Akujobi,nl NED,"DF,FW",23.0,17.3,443,682,65.0,7259,2818,224,260,86.2,161,266,60.5,40,114,35.1,2,1.4,2.0,0.6,15,36,16,7,50,Matches
