Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
İlkay Gündoğan,de GER,MF,32.0,36,2994.0,83.0,87.5,33.3,33,88.0,26,3,32.0,1,2.19,70.0,42.0,28.0,0.84,-0.64,69.8,37.4,32.4,0.98,0.24,Matches
Jules Koundé,fr FRA,DF,24.0,35,2899.0,83.0,84.8,32.2,32,88.0,30,3,29.0,2,2.31,69.0,38.0,31.0,0.96,0.27,66.9,37.0,29.9,0.93,-0.12,Matches
Robert Lewandowski,pl POL,FW,34.0,35,2750.0,79.0,80.4,30.6,32,83.0,20,3,31.0,0,2.23,67.0,35.0,32.0,1.05,0.64,61.5,34.6,26.9,0.88,-0.33,Matches
João Cancelo,pt POR,DF,29.0,32,2503.0,78.0,73.2,27.8,29,83.0,21,3,32.0,0,2.16,53.0,35.0,18.0,0.65,-1.02,54.5,31.5,23.1,0.83,-0.43,Matches
Marc-André ter Stegen,de GER,GK,31.0,28,2520.0,90.0,73.7,28.0,28,90.0,28,0,0.0,0,2.32,58.0,27.0,31.0,1.11,0.71,53.0,29.8,23.2,0.83,-0.44,Matches
Andreas Christensen,dk DEN,"DF,MF",27.0,30,1979.0,66.0,57.9,22.0,27,68.0,6,3,49.0,6,2.17,37.0,26.0,11.0,0.5,-1.0,41.1,24.7,16.4,0.75,-0.47,Matches
Lamine Yamal,es ESP,FW,16.0,37,2201.0,59.0,64.4,24.5,22,83.0,12,15,25.0,1,2.22,57.0,33.0,24.0,0.98,0.17,52.3,30.5,21.8,0.89,-0.15,Matches
Ronald Araújo,uy URU,DF,24.0,25,1997.0,80.0,58.4,22.2,21,88.0,20,4,38.0,7,2.0,50.0,31.0,19.0,0.86,-0.16,47.9,26.7,21.3,0.96,0.03,Matches
Frenkie de Jong,nl NED,MF,26.0,20,1634.0,82.0,47.8,18.2,20,82.0,17,0,0.0,1,2.05,41.0,25.0,16.0,0.88,-0.08,41.3,20.0,21.3,1.17,0.43,Matches
Pau Cubarsí,es ESP,DF,16.0,19,1558.0,82.0,45.6,17.3,18,84.0,13,1,45.0,7,2.32,36.0,21.0,15.0,0.87,-0.1,31.3,19.9,11.4,0.66,-0.53,Matches
