Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
İlkay Gündoğan,de GER,MF,32.0,33.3,2163,2510,86.2,35295,9085,1095,1186,92.3,830,904,91.8,182,313,58.1,9,10.3,9.8,-1.3,97,188,48,4,224,Matches
Jules Koundé,fr FRA,DF,24.0,32.2,2478,2757,89.9,41514,13135,1192,1263,94.4,1090,1164,93.6,156,237,65.8,2,2.2,2.6,-0.2,23,267,20,5,245,Matches
Robert Lewandowski,pl POL,FW,34.0,30.6,416,592,70.3,5780,1192,248,311,79.7,120,168,71.4,21,35,60.0,8,4.9,3.6,3.1,27,27,25,4,64,Matches
João Cancelo,pt POR,DF,29.0,27.8,1533,1852,82.8,24552,6589,854,924,92.4,537,648,82.9,114,183,62.3,4,6.1,6.7,-2.1,35,123,37,11,141,Matches
Marc-André ter Stegen,de GER,GK,31.0,28.0,927,1036,89.5,22797,16159,182,183,99.5,490,501,97.8,251,344,73.0,0,0.1,0.1,-0.1,1,9,1,0,1,Matches
Andreas Christensen,dk DEN,"DF,MF",27.0,22.0,1480,1569,94.3,25124,8496,669,699,95.7,700,724,96.7,87,108,80.6,2,1.1,0.8,0.9,7,116,1,0,117,Matches
Lamine Yamal,es ESP,FW,16.0,24.5,903,1132,79.8,12868,3009,572,650,88.0,262,337,77.7,44,77,57.1,5,6.2,6.5,-1.2,38,39,52,16,80,Matches
Ronald Araújo,uy URU,DF,24.0,22.2,1458,1641,88.8,27691,10325,543,578,93.9,769,818,94.0,136,218,62.4,2,1.4,1.7,0.6,8,111,6,1,101,Matches
Frenkie de Jong,nl NED,MF,26.0,18.2,1542,1674,92.1,23581,7114,872,905,96.4,558,608,91.8,80,104,76.9,0,2.2,4.9,-2.2,21,187,34,7,168,Matches
Pau Cubarsí,es ESP,DF,16.0,17.3,1360,1487,91.5,25525,8442,493,523,94.3,737,772,95.5,122,170,71.8,0,0.4,0.4,-0.4,5,73,0,0,75,Matches
João Félix,pt POR,FW,23.0,17.1,538,663,81.1,7329,1372,355,392,90.6,138,173,79.8,22,46,47.8,3,3.1,2.6,-0.1,19,31,20,1,68,Matches
Raphinha,br BRA,"FW,MF",26.0,15.2,522,693,75.3,8785,2397,261,313,83.4,182,222,82.0,63,114,55.3,9,5.7,5.0,3.3,41,39,32,8,57,Matches
Pedri,es ESP,"MF,FW",20.0,16.4,1035,1189,87.0,17171,3933,497,555,89.5,435,478,91.0,78,95,82.1,2,4.2,4.1,-2.2,37,83,37,4,136,Matches
Alejandro Balde,es ESP,DF,19.0,15.3,694,817,84.9,9879,2231,430,473,90.9,229,264,86.7,22,42,52.4,1,1.2,1.5,-0.2,13,26,20,7,41,Matches
Fermin López,es ESP,"MF,FW",20.0,16.1,522,631,82.7,7613,1710,321,349,92.0,138,172,80.2,38,54,70.4,0,1.1,1.3,-1.1,18,53,16,2,76,Matches
Iñigo Martínez,es ESP,DF,32.0,14.4,1001,1132,88.4,18676,6217,403,432,93.3,464,496,93.5,118,173,68.2,0,0.0,0.5,0.0,1,99,5,1,97,Matches
Ferrán Torres,es ESP,FW,23.0,13.5,351,450,78.0,5339,1196,203,241,84.2,102,127,80.3,31,38,81.6,2,2.7,1.9,-0.7,26,26,22,5,44,Matches
Oriol Romeu,es ESP,MF,31.0,10.4,717,806,89.0,11315,2753,372,399,93.2,291,319,91.2,38,59,64.4,1,1.3,0.9,-0.3,8,80,8,1,66,Matches
Gavi,es ESP,"MF,FW",18.0,10.5,489,541,90.4,7119,1400,297,315,94.3,146,165,88.5,28,35,80.0,1,1.1,1.4,-0.1,11,37,8,2,39,Matches
Iñaki Peña,es ESP,GK,24.0,10.0,259,297,87.2,5660,3681,76,76,100.0,145,146,99.3,37,74,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Sergi Roberto,es ESP,"MF,DF",31.0,9.6,582,654,89.0,8295,1875,341,364,93.7,192,211,91.0,23,34,67.6,2,0.8,0.8,1.2,9,57,3,1,50,Matches
Héctor Fort,es ESP,DF,16.0,3.5,200,230,87.0,3004,748,121,129,93.8,65,76,85.5,11,19,57.9,2,0.8,0.5,1.2,3,10,3,1,7,Matches
Marcos Alonso,es ESP,DF,32.0,2.8,180,214,84.1,2690,803,105,112,93.8,57,67,85.1,8,21,38.1,0,0.5,0.3,-0.5,5,10,3,1,14,Matches
Vitor Roque,br BRA,FW,18.0,3.6,49,67,73.1,615,67,34,41,82.9,11,15,73.3,1,1,100.0,0,0.0,0.0,0.0,1,3,0,0,2,Matches
Marc Guiu,es ESP,"FW,MF",17.0,0.8,8,8,100.0,83,7,3,3,100.0,3,3,100.0,0,0,0.0,0,0.3,0.1,-0.3,1,0,1,0,1,Matches
Abdessamad Ezzalzouli,ma MAR,"FW,MF",21.0,0.8,23,37,62.2,289,83,18,23,78.3,4,8,50.0,1,4,25.0,0,0.1,0.0,-0.1,2,0,2,1,1,Matches
Eric García,es ESP,DF,22.0,0.6,46,48,95.8,802,308,22,23,95.7,21,21,100.0,3,4,75.0,0,0.0,0.0,0.0,0,4,0,0,5,Matches
Ansu Fati,es ESP,"MF,FW",20.0,0.6,24,28,85.7,322,87,15,15,100.0,7,9,77.8,1,1,100.0,0,0.0,0.1,0.0,0,2,1,0,4,Matches
Marc Casado,es ESP,MF,19.0,0.2,6,6,100.0,97,33,4,4,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
Squad Total,0,0,26.0,38.0,21506,24761,86.9,359810,114447,10598,11481,92.3,8724,9617,90.7,1717,2604,65.9,55,57.4,57.9,-2.4,457,1702,405,83,1925,0
Opponent Total,0,0,26.9,38.0,10455,13768,75.9,186415,77373,4978,5702,87.3,3966,4699,84.4,1202,2489,48.3,35,30.9,30.0,4.1,316,806,254,79,992,0
