Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
İlkay Gündoğan,de GER,MF,32.0,33.3,5,41,15,36.6,1.23,0.45,0.1,0.27,17.8,5,1,2,7.3,5.7,0.14,-2.3,-1.7,Matches
Jules Koundé,fr FRA,DF,24.0,32.2,1,24,6,25.0,0.75,0.19,0.04,0.17,15.3,0,0,0,2.0,2.0,0.08,-1.0,-1.0,Matches
Robert Lewandowski,pl POL,FW,34.0,30.6,19,90,37,41.1,2.95,1.21,0.17,0.41,13.9,3,4,4,18.1,15.0,0.17,0.9,0.0,Matches
João Cancelo,pt POR,DF,29.0,27.8,2,32,9,28.1,1.15,0.32,0.06,0.22,21.3,0,0,0,1.6,1.6,0.05,0.4,0.4,Matches
Marc-André ter Stegen,de GER,GK,31.0,28.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Andreas Christensen,dk DEN,"DF,MF",27.0,22.0,2,12,4,33.3,0.55,0.18,0.17,0.5,13.0,0,0,0,1.0,1.0,0.09,1.0,1.0,Matches
Lamine Yamal,es ESP,FW,16.0,24.5,5,58,21,36.2,2.37,0.86,0.09,0.24,17.5,0,0,0,5.2,5.2,0.09,-0.2,-0.2,Matches
Ronald Araújo,uy URU,DF,24.0,22.2,1,23,9,39.1,1.04,0.41,0.04,0.11,12.4,0,0,0,2.1,2.1,0.09,-1.1,-1.1,Matches
Frenkie de Jong,nl NED,MF,26.0,18.2,2,7,4,57.1,0.39,0.22,0.29,0.5,20.4,0,0,0,0.7,0.7,0.1,1.3,1.3,Matches
Pau Cubarsí,es ESP,DF,16.0,17.3,0,3,0,0.0,0.17,0.0,0.0,0.0,18.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
João Félix,pt POR,FW,23.0,17.1,7,61,25,41.0,3.56,1.46,0.11,0.28,15.8,1,0,0,8.7,8.7,0.14,-1.7,-1.7,Matches
Raphinha,br BRA,"FW,MF",26.0,15.2,6,58,20,34.5,3.82,1.32,0.09,0.25,19.8,10,1,1,7.4,6.6,0.12,-1.4,-1.6,Matches
Pedri,es ESP,"MF,FW",20.0,16.4,4,15,7,46.7,0.91,0.43,0.27,0.57,14.5,0,0,0,3.1,3.1,0.21,0.9,0.9,Matches
Alejandro Balde,es ESP,DF,19.0,15.3,0,5,1,20.0,0.33,0.07,0.0,0.0,21.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Fermin López,es ESP,"MF,FW",20.0,16.1,8,51,24,47.1,3.17,1.49,0.16,0.33,15.9,0,0,0,7.5,7.5,0.15,0.5,0.5,Matches
Iñigo Martínez,es ESP,DF,32.0,14.4,0,8,1,12.5,0.56,0.07,0.0,0.0,11.6,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Ferrán Torres,es ESP,FW,23.0,13.5,7,38,15,39.5,2.82,1.11,0.18,0.47,16.6,2,0,0,5.5,5.5,0.15,1.5,1.5,Matches
Oriol Romeu,es ESP,MF,31.0,10.4,0,10,2,20.0,0.96,0.19,0.0,0.0,23.6,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
Gavi,es ESP,"MF,FW",18.0,10.5,1,9,4,44.4,0.86,0.38,0.11,0.25,15.2,0,0,0,0.9,0.9,0.11,0.1,0.1,Matches
Iñaki Peña,es ESP,GK,24.0,10.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Sergi Roberto,es ESP,"MF,DF",31.0,9.6,3,10,4,40.0,1.05,0.42,0.3,0.75,12.5,0,0,0,1.7,1.7,0.17,1.3,1.3,Matches
Héctor Fort,es ESP,DF,16.0,3.5,0,1,0,0.0,0.28,0.0,0.0,0.0,27.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Marcos Alonso,es ESP,DF,32.0,2.8,0,3,2,66.7,1.07,0.71,0.0,0.0,20.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Vitor Roque,br BRA,FW,18.0,3.6,2,13,6,46.2,3.57,1.65,0.15,0.33,13.7,0,0,0,2.5,2.5,0.2,-0.5,-0.5,Matches
Marc Guiu,es ESP,"FW,MF",17.0,0.8,1,4,1,25.0,4.86,1.22,0.25,1.0,12.1,0,0,0,0.8,0.8,0.19,0.2,0.2,Matches
Abdessamad Ezzalzouli,ma MAR,"FW,MF",21.0,0.8,0,4,1,25.0,5.29,1.32,0.0,0.0,19.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Eric García,es ESP,DF,22.0,0.6,0,1,0,0.0,1.58,0.0,0.0,0.0,11.0,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
Ansu Fati,es ESP,"MF,FW",20.0,0.6,0,7,1,14.3,12.6,1.8,0.0,0.0,18.6,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches
Marc Casado,es ESP,MF,19.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,26.0,38.0,76,588,219,37.2,15.47,5.76,0.12,0.32,16.5,21,6,7,77.6,72.1,0.13,-1.6,-2.1,0
Opponent Total,0,0,26.9,38.0,44,411,139,33.8,10.82,3.66,0.1,0.3,17.4,8,2,2,41.6,40.1,0.1,2.4,1.9,0
