Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
İlkay Gündoğan,de GER,MF,32.0,33.3,2733,42,376,1538,841,77,2731,61,34,55.7,19,31.1,1608,8881,4365,71,88,9,38,28,2109,116,Matches
Jules Koundé,fr FRA,DF,24.0,32.2,3041,157,903,1701,462,44,3041,38,16,42.1,17,44.7,1910,9350,5961,67,67,2,25,12,2187,64,Matches
Robert Lewandowski,pl POL,FW,34.0,30.6,900,24,47,361,502,165,896,54,23,42.6,30,55.6,529,2549,1019,43,28,20,86,28,736,168,Matches
João Cancelo,pt POR,DF,29.0,27.8,2206,84,452,1110,670,71,2206,111,61,55.0,38,34.2,1250,7317,3916,106,58,39,55,25,1469,193,Matches
Marc-André ter Stegen,de GER,GK,31.0,28.0,1080,816,1068,13,0,0,1080,0,0,0.0,0,0.0,695,3459,2503,0,0,0,1,0,609,0,Matches
Andreas Christensen,dk DEN,"DF,MF",27.0,22.0,1723,111,549,1077,104,18,1723,6,3,50.0,3,50.0,1101,5001,2934,24,18,1,6,9,1324,6,Matches
Lamine Yamal,es ESP,FW,16.0,24.5,1475,14,118,460,923,147,1475,160,70,43.8,58,36.3,1023,6622,3889,123,78,57,54,26,1157,350,Matches
Ronald Araújo,uy URU,DF,24.0,22.2,1811,157,732,1000,92,34,1811,11,8,72.7,2,18.2,1177,6282,3750,24,14,2,14,4,1350,11,Matches
Frenkie de Jong,nl NED,MF,26.0,18.2,1840,69,359,1139,355,18,1840,24,13,54.2,8,33.3,1207,7284,4346,69,52,3,14,17,1467,38,Matches
Pau Cubarsí,es ESP,DF,16.0,17.3,1629,157,758,826,46,5,1629,4,3,75.0,1,25.0,1076,5220,2658,8,7,0,4,3,1263,2,Matches
João Félix,pt POR,FW,23.0,17.1,929,15,91,351,495,104,929,89,29,32.6,51,57.3,613,3648,1930,69,53,31,43,32,766,169,Matches
Raphinha,br BRA,"FW,MF",26.0,15.2,894,11,80,338,484,81,893,46,24,52.2,19,41.3,495,2884,1418,49,22,23,41,8,620,164,Matches
Pedri,es ESP,"MF,FW",20.0,16.4,1359,22,171,773,427,36,1359,38,16,42.1,20,52.6,823,4535,2333,41,42,7,31,15,1080,81,Matches
Alejandro Balde,es ESP,DF,19.0,15.3,979,35,215,394,384,40,979,53,20,37.7,20,37.7,567,3770,2213,73,36,20,32,16,664,141,Matches
Fermin López,es ESP,"MF,FW",20.0,16.1,841,11,95,418,335,69,841,38,22,57.9,12,31.6,486,2639,1446,42,28,10,51,25,618,93,Matches
Iñigo Martínez,es ESP,DF,32.0,14.4,1241,91,456,729,63,13,1241,1,0,0.0,1,100.0,833,4930,3438,33,22,1,3,0,935,5,Matches
Ferrán Torres,es ESP,FW,23.0,13.5,583,6,42,237,309,56,583,24,10,41.7,11,45.8,338,1744,789,30,21,15,35,13,468,113,Matches
Oriol Romeu,es ESP,MF,31.0,10.4,922,27,148,615,161,4,922,5,4,80.0,1,20.0,539,2322,1245,12,25,0,9,8,701,4,Matches
Gavi,es ESP,"MF,FW",18.0,10.5,678,27,108,394,181,18,678,22,12,54.5,8,36.4,424,2231,1170,26,24,3,19,11,479,38,Matches
Iñaki Peña,es ESP,GK,24.0,10.0,314,279,313,1,0,0,314,0,0,0.0,0,0.0,187,792,437,0,0,0,0,0,165,0,Matches
Sergi Roberto,es ESP,"MF,DF",31.0,9.6,737,10,112,448,179,28,737,6,3,50.0,1,16.7,395,2125,1028,13,18,4,22,7,563,33,Matches
Héctor Fort,es ESP,DF,16.0,3.5,250,10,72,118,60,3,250,7,3,42.9,4,57.1,144,572,197,3,3,0,1,2,174,38,Matches
Marcos Alonso,es ESP,DF,32.0,2.8,246,7,59,100,89,7,246,6,3,50.0,2,33.3,141,766,388,11,10,2,2,3,157,33,Matches
Vitor Roque,br BRA,FW,18.0,3.6,126,5,11,43,74,22,126,15,4,26.7,9,60.0,82,573,334,12,6,6,11,8,97,26,Matches
Marc Guiu,es ESP,"FW,MF",17.0,0.8,20,0,0,10,10,4,20,0,0,0.0,0,0.0,13,47,13,1,1,1,3,2,16,8,Matches
Abdessamad Ezzalzouli,ma MAR,"FW,MF",21.0,0.8,54,0,2,13,39,7,54,4,2,50.0,2,50.0,41,302,143,7,3,4,4,2,43,12,Matches
Eric García,es ESP,DF,22.0,0.6,53,2,18,33,2,1,53,0,0,0.0,0,0.0,34,171,114,0,0,0,0,0,37,0,Matches
Ansu Fati,es ESP,"MF,FW",20.0,0.6,42,0,1,16,25,5,42,3,1,33.3,1,33.3,32,266,157,6,4,2,1,1,35,5,Matches
Marc Casado,es ESP,MF,19.0,0.2,11,2,4,6,1,0,11,0,0,0.0,0,0.0,5,29,14,1,0,0,0,0,7,0,Matches
Squad Total,0,0,26.0,38.0,28717,2191,7360,14262,7313,1077,28710,826,384,46.5,338,40.9,17768,96311,54148,964,728,262,605,305,21296,1911,0
Opponent Total,0,0,26.9,38.0,17756,2590,6676,7139,4146,710,17754,583,280,48.0,243,41.7,8889,47244,23635,487,364,162,466,328,10372,982,0
