Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Gianluigi Donnarumma,it ITA,GK,24.0,24.1,686,773,88.7,14587,8096,177,178,99.4,399,406,98.3,107,185,57.8,0,0.0,0.0,0.0,0,2,0,0,0,Matches
Kylian Mbappé,fr FRA,FW,24.0,24.0,801,965,83.0,12061,2391,472,536,88.1,235,288,81.6,55,67,82.1,7,5.7,5.2,1.3,40,73,44,1,122,Matches
Vitinha,pt POR,MF,23.0,23.6,1659,1850,89.7,27065,6716,833,895,93.1,640,691,92.6,124,158,78.5,4,3.1,4.0,0.9,37,155,32,2,182,Matches
Lucas Hernández,fr FRA,DF,27.0,21.2,1670,1859,89.8,28845,9121,696,744,93.5,822,886,92.8,117,173,67.6,1,1.6,1.4,-0.6,12,166,9,1,156,Matches
Danilo Pereira,pt POR,DF,31.0,22.2,2089,2223,94.0,40180,13453,631,662,95.3,1277,1321,96.7,163,211,77.3,0,0.0,0.9,0.0,0,222,4,0,148,Matches
Warren Zaïre-Emery,fr FRA,"MF,DF",17.0,21.8,1311,1428,91.8,19542,4001,692,744,93.0,517,547,94.5,41,46,89.1,3,3.2,3.3,-0.2,21,121,21,2,116,Matches
Manuel Ugarte Ribeiro,uy URU,MF,22.0,21.5,1214,1331,91.2,22281,4148,463,512,90.4,627,659,95.1,104,122,85.2,2,0.9,1.0,1.1,14,99,6,0,87,Matches
Achraf Hakimi,ma MAR,DF,24.0,21.5,1712,1979,86.5,25356,8074,948,1030,92.0,613,696,88.1,77,125,61.6,5,5.2,4.2,-0.2,43,153,45,13,218,Matches
Marquinhos,br BRA,DF,29.0,17.1,1706,1807,94.4,31879,9264,556,573,97.0,981,1008,97.3,141,190,74.2,1,0.5,0.7,0.5,9,165,5,0,114,Matches
Lee Kang-in,kr KOR,"FW,MF",22.0,16.3,835,1011,82.6,12568,3151,462,507,91.1,284,339,83.8,54,110,49.1,4,2.3,4.2,1.7,27,58,31,8,103,Matches
Bradley Barcola,fr FRA,"FW,MF",20.0,15.2,436,562,77.6,6173,1516,281,339,82.9,135,170,79.4,10,23,43.5,7,5.2,4.2,1.8,29,26,19,1,56,Matches
Milan Škriniar,sk SVK,DF,28.0,18.1,1735,1820,95.3,32486,9850,558,588,94.9,1032,1059,97.5,126,146,86.3,0,0.1,0.3,-0.1,1,89,0,0,61,Matches
Ousmane Dembélé,fr FRA,"MF,FW",26.0,16.7,792,1044,75.9,13339,3923,380,454,83.7,315,403,78.2,66,114,57.9,8,6.7,5.8,1.3,59,84,52,8,133,Matches
Gonçalo Ramos,pt POR,FW,22.0,15.8,304,397,76.6,3651,601,199,245,81.2,67,90,74.4,7,11,63.6,1,2.4,1.6,-1.4,15,18,9,0,29,Matches
Fabián Ruiz Peña,es ESP,MF,27.0,13.3,778,872,89.2,13193,2887,347,378,91.8,352,386,91.2,54,70,77.1,3,1.2,1.5,1.8,18,53,17,2,78,Matches
Randal Kolo Muani,fr FRA,"FW,MF",24.0,14.1,259,359,72.1,3749,980,157,204,77.0,77,101,76.2,12,21,57.1,5,3.3,1.6,1.7,26,23,14,3,42,Matches
Marco Asensio,es ESP,"MF,FW",27.0,12.4,545,656,83.1,8033,2110,304,334,91.0,185,208,88.9,27,68,39.7,5,5.8,4.3,-0.8,33,49,22,5,71,Matches
Carlos Soler,es ESP,"MF,DF",26.0,12.1,670,782,85.7,10803,2917,322,356,90.4,265,299,88.6,50,72,69.4,2,2.4,1.9,-0.4,20,58,17,2,74,Matches
Lucas Beraldo,br BRA,DF,19.0,11.2,867,968,89.6,15514,5185,309,354,87.3,482,513,94.0,56,72,77.8,0,0.2,0.2,-0.2,4,65,2,0,44,Matches
Nordi Mukiele,fr FRA,DF,25.0,8.8,486,578,84.1,7865,2275,235,266,88.3,208,231,90.0,28,45,62.2,0,0.1,0.4,-0.1,3,20,4,1,32,Matches
Arnau Tenas,es ESP,GK,22.0,5.9,173,211,82.0,4055,2464,36,36,100.0,100,100,100.0,37,75,49.3,1,0.8,0.2,0.2,1,4,0,0,0,Matches
Yoram Zague,fr FRA,DF,17.0,4.1,304,334,91.0,5124,997,141,147,95.9,141,150,94.0,17,26,65.4,0,0.5,0.2,-0.5,3,29,1,0,13,Matches
Keylor Navas,cr CRC,GK,36.0,4.0,91,98,92.9,1934,1059,17,17,100.0,62,62,100.0,12,19,63.2,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Senny Mayulu,fr FRA,"FW,MF",17.0,3.6,145,175,82.9,2073,370,82,96,85.4,51,59,86.4,5,6,83.3,1,0.5,0.5,0.5,6,13,7,3,11,Matches
Nuno Mendes,pt POR,DF,21.0,3.0,183,222,82.4,3087,712,79,92,85.9,87,100,87.0,14,19,73.7,1,0.4,0.5,0.6,3,11,2,1,21,Matches
Ethan Mbappé,fr FRA,"MF,DF",16.0,0.5,42,46,91.3,603,187,20,21,95.2,17,20,85.0,1,1,100.0,0,0.0,0.0,0.0,0,4,1,0,1,Matches
Cher Ndour,it ITA,MF,19.0,0.3,23,25,92.0,285,39,14,15,93.3,5,6,83.3,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,2,Matches
Hugo Ekitike,fr FRA,FW,21.0,0.1,7,8,87.5,60,17,5,5,100.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1,0,1,0,1,Matches
Layvin Kurzawa,fr FRA,DF,30.0,0.1,13,13,100.0,206,38,7,7,100.0,4,4,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,0,0,24.7,34.0,21536,24396,88.3,366597,106542,9423,10335,91.2,9980,10802,92.4,1507,2177,69.2,61,51.6,48.4,9.4,425,1763,365,53,1915,0
Opponent Total,0,0,25.8,34.0,10100,12950,78.0,180036,70469,4466,5177,86.3,4077,4861,83.9,1163,2154,54.0,23,28.9,27.2,-5.9,310,802,212,51,1054,0
