Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Gianluigi Donnarumma,it ITA,GK,24.0,24.1,773,609,163,31,0,0,0,1,0,0,0,0,686,1,0,Matches
Kylian Mbappé,fr FRA,FW,24.0,24.0,965,936,24,5,12,10,23,6,7,0,0,0,801,5,19,Matches
Vitinha,pt POR,MF,23.0,23.6,1850,1753,92,42,8,11,38,8,19,9,3,0,1659,5,25,Matches
Lucas Hernández,fr FRA,DF,27.0,21.2,1859,1686,169,41,1,16,19,128,0,0,0,0,1670,4,20,Matches
Danilo Pereira,pt POR,DF,31.0,22.2,2223,2181,39,33,1,4,1,5,0,0,0,0,2089,3,2,Matches
Warren Zaïre-Emery,fr FRA,"MF,DF",17.0,21.8,1428,1367,56,14,2,8,8,33,0,0,0,0,1311,5,24,Matches
Manuel Ugarte Ribeiro,uy URU,MF,22.0,21.5,1331,1314,17,15,3,5,4,2,0,0,0,0,1214,0,13,Matches
Achraf Hakimi,ma MAR,DF,24.0,21.5,1979,1773,203,29,4,6,79,160,14,1,7,0,1712,3,42,Matches
Marquinhos,br BRA,DF,29.0,17.1,1807,1757,47,22,4,3,0,21,0,0,0,0,1706,3,6,Matches
Lee Kang-in,kr KOR,"FW,MF",22.0,16.3,1011,903,104,24,3,5,97,7,68,27,21,0,835,4,18,Matches
Bradley Barcola,fr FRA,"FW,MF",20.0,15.2,562,553,5,2,4,1,18,3,0,0,0,0,436,4,16,Matches
Milan Škriniar,sk SVK,DF,28.0,18.1,1820,1773,45,30,0,4,1,5,0,0,0,0,1735,2,3,Matches
Ousmane Dembélé,fr FRA,"MF,FW",26.0,16.7,1044,974,65,13,11,4,99,3,49,7,18,0,792,5,24,Matches
Gonçalo Ramos,pt POR,FW,22.0,15.8,397,389,7,1,4,0,3,1,0,0,0,0,304,1,14,Matches
Fabián Ruiz Peña,es ESP,MF,27.0,13.3,872,843,29,21,0,4,11,1,2,2,0,0,778,0,12,Matches
Randal Kolo Muani,fr FRA,"FW,MF",24.0,14.1,359,354,4,0,1,0,9,0,0,0,0,0,259,1,17,Matches
Marco Asensio,es ESP,"MF,FW",27.0,12.4,656,598,55,10,6,6,52,8,31,11,10,0,545,3,13,Matches
Carlos Soler,es ESP,"MF,DF",26.0,12.1,782,736,44,17,4,2,23,19,6,1,1,0,670,2,18,Matches
Lucas Beraldo,br BRA,DF,19.0,11.2,968,912,56,22,1,3,2,33,0,0,0,0,867,0,10,Matches
Nordi Mukiele,fr FRA,DF,25.0,8.8,578,521,57,13,1,4,3,44,0,0,0,0,486,0,16,Matches
Arnau Tenas,es ESP,GK,22.0,5.9,211,169,42,5,1,0,0,0,0,0,0,0,173,0,0,Matches
Yoram Zague,fr FRA,DF,17.0,4.1,334,307,26,2,0,0,2,24,0,0,0,0,304,1,4,Matches
Keylor Navas,cr CRC,GK,36.0,4.0,98,78,20,2,0,0,0,0,0,0,0,0,91,0,0,Matches
Senny Mayulu,fr FRA,"FW,MF",17.0,3.6,175,172,3,0,2,0,13,1,2,0,0,0,145,0,5,Matches
Nuno Mendes,pt POR,DF,21.0,3.0,222,197,24,0,0,2,7,24,0,0,0,0,183,1,9,Matches
Ethan Mbappé,fr FRA,"MF,DF",16.0,0.5,46,44,2,0,0,0,1,2,0,0,0,0,42,0,0,Matches
Cher Ndour,it ITA,MF,19.0,0.3,25,25,0,0,0,0,0,0,0,0,0,0,23,0,0,Matches
Hugo Ekitike,fr FRA,FW,21.0,0.1,8,8,0,0,0,0,0,0,0,0,0,0,7,0,1,Matches
Layvin Kurzawa,fr FRA,DF,30.0,0.1,13,11,2,1,0,0,0,1,0,0,0,0,13,0,0,Matches
Squad Total,0,0,24.7,34.0,24396,22943,1400,395,73,98,513,540,198,58,60,0,21536,53,331,0
Opponent Total,0,0,25.8,34.0,12950,11502,1403,389,35,72,515,491,159,55,70,0,10100,45,269,0
