Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Gianluigi Donnarumma,it ITA,GK,24.0,25,2169.0,87.0,70.9,24.1,25,87.0,24,0,0.0,4,2.4,62.0,20.0,42.0,1.74,1.14,49.7,28.8,20.9,0.87,0.07,Matches
Kylian Mbappé,fr FRA,FW,24.0,29,2158.0,74.0,70.5,24.0,24,83.0,19,5,31.0,2,2.17,61.0,25.0,36.0,1.5,0.3,50.2,30.2,20.0,0.84,-0.04,Matches
Vitinha,pt POR,MF,23.0,28,2126.0,76.0,69.5,23.6,23,86.0,16,5,31.0,3,2.32,57.0,23.0,34.0,1.44,0.09,48.4,29.4,19.0,0.8,-0.16,Matches
Lucas Hernández,fr FRA,DF,27.0,27,1909.0,71.0,62.4,21.2,23,80.0,12,4,18.0,1,2.37,50.0,21.0,29.0,1.37,-0.12,42.2,28.0,14.1,0.66,-0.5,Matches
Danilo Pereira,pt POR,DF,31.0,26,1995.0,77.0,65.2,22.2,22,88.0,20,4,13.0,5,2.08,49.0,25.0,24.0,1.08,-0.95,44.1,25.5,18.5,0.84,-0.03,Matches
Warren Zaïre-Emery,fr FRA,"MF,DF",17.0,26,1962.0,75.0,64.1,21.8,21,88.0,16,5,25.0,2,2.27,54.0,20.0,34.0,1.56,0.41,45.8,24.7,21.0,0.97,0.33,Matches
Manuel Ugarte Ribeiro,uy URU,MF,22.0,25,1932.0,77.0,63.1,21.5,21,84.0,15,4,42.0,8,2.28,54.0,19.0,35.0,1.63,0.59,41.7,25.2,16.5,0.77,-0.21,Matches
Achraf Hakimi,ma MAR,DF,24.0,25,1932.0,77.0,63.1,21.5,20,88.0,17,5,33.0,3,2.04,52.0,24.0,28.0,1.3,-0.29,45.5,26.6,18.8,0.88,0.08,Matches
Marquinhos,br BRA,DF,29.0,21,1537.0,73.0,50.2,17.1,18,83.0,12,3,16.0,3,2.33,42.0,14.0,28.0,1.64,0.46,37.3,19.0,18.3,1.07,0.45,Matches
Lee Kang-in,kr KOR,"FW,MF",22.0,23,1464.0,64.0,47.8,16.3,18,74.0,6,5,26.0,1,2.17,38.0,13.0,25.0,1.54,0.24,25.8,18.0,7.9,0.48,-0.69,Matches
Bradley Barcola,fr FRA,"FW,MF",20.0,25,1370.0,55.0,44.8,15.2,18,67.0,2,7,25.0,2,2.2,35.0,18.0,17.0,1.12,-0.53,28.7,18.0,10.6,0.7,-0.27,Matches
Milan Škriniar,sk SVK,DF,28.0,24,1629.0,68.0,53.2,18.1,17,87.0,15,7,21.0,1,2.25,45.0,18.0,27.0,1.49,0.17,37.8,20.8,17.0,0.94,0.19,Matches
