Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Gianluigi Donnarumma,it ITA,GK,24.0,24.1,20,3,0,2,0,30.3,0.25,10.3,0.43,36,94,38.3,641,113,11.4,24.2,131,16.0,23.0,294,15,5.1,23,0.95,13.2,Matches
Arnau Tenas,es ESP,GK,22.0,5.9,7,0,0,2,0,6.0,0.24,-1.0,-0.17,14,46,30.4,174,19,23.0,29.6,37,16.2,27.1,71,2,2.8,5,0.85,14.8,Matches
Keylor Navas,cr CRC,GK,36.0,4.0,6,1,0,0,0,4.7,0.31,-1.3,-0.33,4,9,44.4,80,12,10.0,23.5,18,5.6,22.2,37,0,0.0,5,1.25,16.3,Matches
Squad Total,0,0,24.7,34.0,33,4,0,4,0,41.0,0.25,8.0,0.24,54,149,36.2,879,144,13.8,23.5,202,13.9,22.6,402,17,4.2,33,0.97,16.3,0
Opponent Total,0,0,25.8,34.0,81,7,1,5,3,68.6,0.31,-9.4,-0.28,180,523,34.4,798,97,49.1,39.3,249,52.6,37.9,404,21,5.2,24,0.71,11.3,0
