Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Patrick Mainka,de GER,DF,28.0,34.0,85,49,58,24,3,38,74,51.4,36,66,32,34,49,134,158,1,Matches
Kevin Müller,de GER,GK,32.0,34.0,3,0,3,0,0,3,5,60.0,2,0,0,0,0,3,6,1,Matches
Tim Kleindienst,de GER,FW,27.0,31.9,21,12,6,11,4,7,25,28.0,18,32,8,24,12,33,58,0,Matches
Eren Dinkçi,de GER,"FW,MF",21.0,29.4,32,18,16,13,3,19,48,39.6,29,40,4,36,12,44,21,0,Matches
Jonas Föhrenbach,de GER,DF,27.0,31.0,44,24,24,14,6,19,36,52.8,17,34,19,15,31,75,70,0,Matches
Jan-Niklas Beste,de GER,"FW,MF",24.0,28.9,77,49,35,24,18,28,55,50.9,27,48,1,47,18,95,31,0,Matches
Omar Traoré,de GER,DF,25.0,27.5,60,33,33,21,6,32,56,57.1,24,32,7,25,40,100,54,1,Matches
Lennard Maloney,us USA,MF,23.0,25.4,43,26,14,24,5,25,59,42.4,34,33,9,24,25,68,88,0,Matches
Benedikt Gimber,de GER,DF,26.0,22.5,40,24,25,14,1,19,35,54.3,16,27,17,10,16,56,101,1,Matches
Jan Schöppner,de GER,MF,24.0,22.2,48,26,26,20,2,21,42,50.0,21,37,7,30,26,74,57,0,Matches
Marvin Pieringer,de GER,"MF,FW",23.0,16.8,19,12,5,11,3,8,20,40.0,12,28,4,24,12,31,21,0,Matches
Norman Theuerkauf,de GER,"MF,DF",36.0,14.0,24,16,13,7,4,13,22,59.1,9,16,6,10,14,38,21,0,Matches
Adrian Beck,de GER,"MF,FW",26.0,10.8,22,13,8,12,2,9,24,37.5,15,17,0,17,4,26,15,0,Matches
Tim Siersleben,de GER,DF,23.0,10.1,27,11,21,6,0,8,20,40.0,12,16,10,6,21,48,29,1,Matches
Kevin Sessa,de GER,"MF,FW",23.0,11.2,17,10,9,6,2,7,16,43.8,9,12,1,11,4,21,17,0,Matches
Nikola Dovedan,at AUT,"MF,FW",29.0,7.3,14,9,2,10,2,5,25,20.0,20,9,0,9,1,15,3,0,Matches
Marnon Busch,de GER,DF,28.0,6.6,11,9,6,3,2,7,12,58.3,5,9,2,7,10,21,12,0,Matches
Denis Thomalla,de GER,"MF,FW",30.0,5.0,9,6,4,4,1,5,11,45.5,6,3,2,1,4,13,13,0,Matches
Florian Pick,de GER,"MF,FW",27.0,3.6,4,4,3,0,1,2,3,66.7,1,2,0,2,2,6,2,0,Matches
Stefan Schimmer,de GER,"MF,FW",29.0,1.7,1,1,0,1,0,0,3,0.0,3,2,0,2,1,2,6,0,Matches
Christian Kühlwetter,de GER,MF,27.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Thomas Keller,de GER,"MF,FW",23.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,26.7,34.0,601,352,311,225,65,275,591,46.5,316,463,129,334,302,903,783,5,0
Opponent Total,0,0,26.6,34.0,545,345,252,224,69,266,489,54.4,223,473,109,364,303,848,708,11,0
