Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Kevin Müller,de GER,GK,32.0,34.0,55,7,0,7,3,53.6,0.27,1.6,0.05,249,595,41.8,1164,167,35.2,35.9,316,58.5,46.1,495,24,4.8,17,0.5,13.2,Matches
Squad Total,0,0,26.7,34.0,55,7,0,7,3,53.6,0.27,1.6,0.05,249,595,41.8,1162,167,35.3,0.0,318,58.2,46.0,495,24,4.8,17,0.5,0.0,0
Opponent Total,0,0,26.6,34.0,50,2,2,8,4,36.9,0.3,-9.1,-0.27,202,486,41.6,1224,139,30.9,32.4,260,41.5,36.5,506,31,6.1,38,1.12,14.9,0
