Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Javier Ontiveros,es ESP,"MF,FW",26-286,32.8,9,127,41,32.3,3.87,1.25,0.03,0.1,26.5,10,5,6,10.0,5.2,0.04,-1.0,-1.2,Matches
Álex Forés,es ESP,FW,23-070,31.5,16,73,32,43.8,2.32,1.02,0.22,0.5,15.2,0,0,0,11.6,11.6,0.16,4.4,4.4,Matches
Carlo,es ESP,MF,23-130,32.0,0,32,8,25.0,1.0,0.25,0.0,0.0,21.0,0,0,0,2.2,2.2,0.07,-2.2,-2.2,Matches
Iker Álvarez,ad AND,GK,22-332,32.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Dani Tasende,es ESP,DF,23-351,30.6,1,27,7,25.9,0.88,0.23,0.04,0.14,23.1,3,0,0,1.0,1.0,0.04,0.0,0.0,Matches
Pascu,es ESP,"FW,MF",21-073,27.7,4,55,14,25.5,1.99,0.51,0.07,0.29,17.4,0,0,0,4.6,4.6,0.08,-0.6,-0.6,Matches
Stefan Lekovic,rs SRB,DF,20-164,27.1,3,17,4,23.5,0.63,0.15,0.18,0.75,12.0,0,0,0,2.3,2.3,0.14,0.7,0.7,Matches
Antonio Espigare,es ESP,DF,19-290,26.0,0,5,1,20.0,0.19,0.04,0.0,0.0,7.8,0,0,0,0.7,0.7,0.14,-0.7,-0.7,Matches
Adrià Altimira,es ESP,"DF,MF",23-085,25.2,0,15,3,20.0,0.59,0.12,0.0,0.0,27.2,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
Rodri,es ESP,MF,21-169,20.6,0,14,3,21.4,0.68,0.15,0.0,0.0,20.4,0,0,0,1.3,1.3,0.09,-1.3,-1.3,Matches
Alberto Del Moral,es ESP,MF,23-337,19.3,1,14,6,42.9,0.73,0.31,0.07,0.17,15.1,0,0,0,1.7,1.7,0.12,-0.7,-0.7,Matches
Lanchi,es ESP,"DF,MF",22-364,19.2,1,19,4,21.1,0.99,0.21,0.05,0.25,17.3,0,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches
Carlos Romero,es ESP,"DF,MF",22-236,19.0,0,29,6,20.7,1.52,0.32,0.0,0.0,22.4,0,0,0,1.7,1.7,0.06,-1.7,-1.7,Matches
Pablo Íñiguez,es ESP,DF,30-153,15.0,0,4,1,25.0,0.27,0.07,0.0,0.0,21.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Diego Collado,es ESP,"FW,MF",23-164,15.1,1,38,6,15.8,2.52,0.4,0.03,0.17,18.6,0,0,0,3.4,3.4,0.09,-2.4,-2.4,Matches
Abraham Rando,es ESP,DF,22-352,12.3,0,1,0,0.0,0.08,0.0,0.0,0.0,28.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Aitor Gelardo,es ESP,MF,21-361,12.3,0,6,1,16.7,0.49,0.08,0.0,0.0,25.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Daniel Requena,es ESP,"MF,FW",20-130,15.2,1,23,9,39.1,1.52,0.59,0.04,0.11,18.5,0,0,0,2.8,2.8,0.12,-1.8,-1.8,Matches
Pau Navarro,es ESP,"DF,MF",19-057,11.1,1,4,2,50.0,0.36,0.18,0.25,0.5,11.7,0,0,0,0.2,0.2,0.06,0.8,0.8,Matches
Morro,es ESP,GK,23-284,9.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Hugo Novoa,es ESP,"MF,FW",21-172,6.4,0,8,1,12.5,1.25,0.16,0.0,0.0,19.0,0,0,0,0.8,0.8,0.1,-0.8,-0.8,Matches
Tiago Geralnik,ar ARG,"MF,FW",21-082,7.2,0,11,2,18.2,1.53,0.28,0.0,0.0,22.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Andrés Ferrari,uy URU,"FW,MF",21-170,6.9,2,21,5,23.8,3.04,0.72,0.1,0.4,13.8,0,0,0,2.7,2.7,0.13,-0.7,-0.7,Matches
Hugo Perez,es ESP,DF,21-188,1.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Ilias Akhomach,ma MAR,MF,20-066,1.7,0,6,0,0.0,3.46,0.0,0.0,0.0,22.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Rubén Gómez,es ESP,GK,22-149,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Victor Moreno,es ESP,"FW,MF",40-172,1.7,1,3,2,66.7,1.74,1.16,0.33,0.5,17.0,0,0,0,0.1,0.1,0.03,0.9,0.9,Matches
Marcos Sánchez,es ESP,DF,20-239,0.5,0,1,0,0.0,1.96,0.0,0.0,0.0,27.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Pau Cabanes,es ESP,FW,19-125,0.3,0,1,0,0.0,3.21,0.0,0.0,0.0,14.1,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
Fabio Blanco,es ESP,"MF,DF",20-124,0.2,0,1,0,0.0,4.29,0.0,0.0,0.0,26.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Gerard Hernandez,es ESP,MF,19-082,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,22.9,42.0,41,555,158,28.5,13.21,3.76,0.06,0.23,20.3,13,5,6,49.7,45.1,0.08,-8.7,-9.1,0
Opponent Total,0,0,27.9,42.0,59,521,170,32.6,12.4,4.05,0.1,0.29,17.3,21,9,11,59.8,51.3,0.1,-0.8,-1.3,0
