Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Javier Ontiveros,es ESP,"MF,FW",26-286,32.8,58,32,22,26,10,28,78,35.9,50,40,2,38,18,76,28,0,Matches
Álex Forés,es ESP,FW,23-070,31.5,10,6,1,6,3,1,10,10.0,9,18,2,16,4,14,13,0,Matches
Carlo,es ESP,MF,23-130,32.0,82,50,36,37,9,35,61,57.4,26,45,4,41,49,131,37,1,Matches
Iker Álvarez,ad AND,GK,22-332,32.0,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,10,2,Matches
Dani Tasende,es ESP,DF,23-351,30.6,42,27,26,14,2,27,48,56.3,21,37,13,24,61,103,104,1,Matches
Pascu,es ESP,"FW,MF",21-073,27.7,13,6,3,6,4,6,17,35.3,11,29,6,23,3,16,30,0,Matches
Stefan Lekovic,rs SRB,DF,20-164,27.1,27,14,19,8,0,16,35,45.7,19,26,15,11,26,53,121,0,Matches
Antonio Espigare,es ESP,DF,19-290,26.0,15,8,11,2,2,10,20,50.0,10,19,12,7,15,30,98,2,Matches
Adrià Altimira,es ESP,"DF,MF",23-085,25.2,55,33,35,14,6,25,46,54.3,21,20,3,17,22,77,44,0,Matches
Rodri,es ESP,MF,21-169,20.6,36,18,22,10,4,16,29,55.2,13,15,2,13,9,45,29,1,Matches
Alberto Del Moral,es ESP,MF,23-337,19.3,43,27,21,21,1,22,45,48.9,23,25,7,18,15,58,44,1,Matches
Lanchi,es ESP,"DF,MF",22-364,19.2,39,27,24,13,2,25,45,55.6,20,16,5,11,16,55,49,1,Matches
Carlos Romero,es ESP,"DF,MF",22-236,19.0,32,16,13,16,3,20,44,45.5,24,24,3,21,14,46,28,1,Matches
Pablo Íñiguez,es ESP,DF,30-153,15.0,16,12,13,2,1,10,16,62.5,6,26,18,8,12,28,66,1,Matches
Diego Collado,es ESP,"FW,MF",23-164,15.1,29,18,11,14,4,12,31,38.7,19,11,0,11,4,33,7,0,Matches
Abraham Rando,es ESP,DF,22-352,12.3,27,16,19,8,0,15,23,65.2,8,18,9,9,20,47,55,0,Matches
Aitor Gelardo,es ESP,MF,21-361,12.3,34,16,10,21,3,20,37,54.1,17,23,5,18,11,45,22,1,Matches
Daniel Requena,es ESP,"MF,FW",20-130,15.2,43,24,10,22,11,17,36,47.2,19,19,2,17,20,63,14,0,Matches
Pau Navarro,es ESP,"DF,MF",19-057,11.1,25,13,15,7,3,10,16,62.5,6,10,7,3,13,38,38,1,Matches
Morro,es ESP,GK,23-284,9.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,3,1,Matches
Hugo Novoa,es ESP,"MF,FW",21-172,6.4,12,6,6,5,1,8,13,61.5,5,12,0,12,0,12,4,0,Matches
Tiago Geralnik,ar ARG,"MF,FW",21-082,7.2,11,9,5,6,0,5,11,45.5,6,3,0,3,4,15,5,0,Matches
Andrés Ferrari,uy URU,"FW,MF",21-170,6.9,9,8,5,0,4,4,6,66.7,2,10,1,9,0,9,7,0,Matches
Hugo Perez,es ESP,DF,21-188,1.8,3,0,3,0,0,2,3,66.7,1,2,0,2,1,4,7,0,Matches
Ilias Akhomach,ma MAR,MF,20-066,1.7,2,1,1,1,0,2,4,50.0,2,0,0,0,1,3,0,0,Matches
Rubén Gómez,es ESP,GK,22-149,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Victor Moreno,es ESP,"FW,MF",40-172,1.7,2,1,0,1,1,1,4,25.0,3,0,0,0,0,2,1,0,Matches
Marcos Sánchez,es ESP,DF,20-239,0.5,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,Matches
Pau Cabanes,es ESP,FW,19-125,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Fabio Blanco,es ESP,"MF,DF",20-124,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Gerard Hernandez,es ESP,MF,19-082,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,22.9,42.0,668,389,334,260,74,340,682,49.9,342,449,116,333,338,1006,865,14,0
Opponent Total,0,0,27.9,42.0,724,426,344,287,93,413,812,50.9,399,437,153,284,388,1112,737,11,0
