Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Iker Álvarez,ad AND,GK,22-332,32,32,2880,32.0,43,1.34,131,89,71.8,11,6,15,8,25.0,8,6,1,1,14.3,Matches
Morro,es ESP,GK,23-284,9,9,810,9.0,16,1.78,43,28,69.8,0,4,5,1,11.1,3,3,0,0,0.0,Matches
Rubén Gómez,es ESP,GK,22-149,1,1,90,1.0,3,3.0,6,3,50.0,0,0,1,0,0.0,0,0,0,0,0.0,Matches
Squad Total,0,0,22.9,42,42,3780,42.0,62,1.48,180,120,70.6,11,10,21,9,21.4,11,9,1,1,10.0,0
Opponent Total,0,0,27.9,42,42,3780,42.0,41,0.98,164,122,78.0,21,10,11,16,38.1,6,5,1,0,16.7,0
