Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Javier Ontiveros,es ESP,"MF,FW",26-286,32.8,15,0,0,54,94,2,174,18,32,0,0,0,197,29,49,37.2,Matches
Álex Forés,es ESP,FW,23-070,31.5,2,0,0,19,24,15,16,4,6,1,0,0,60,40,39,50.6,Matches
Carlo,es ESP,MF,23-130,32.0,3,0,0,37,20,3,10,49,50,0,0,0,222,25,35,41.7,Matches
Iker Álvarez,ad AND,GK,22-332,32.0,3,0,0,1,2,0,0,0,0,0,1,1,35,10,1,90.9,Matches
Dani Tasende,es ESP,DF,23-351,30.6,7,0,0,26,37,4,142,61,27,0,0,0,141,28,30,48.3,Matches
Pascu,es ESP,"FW,MF",21-073,27.7,6,0,0,50,57,3,5,3,6,1,0,0,94,74,80,48.1,Matches
Stefan Lekovic,rs SRB,DF,20-164,27.1,7,0,0,24,15,0,0,26,14,0,3,0,117,59,26,69.4,Matches
Antonio Espigare,es ESP,DF,19-290,26.0,3,2,0,26,1,1,4,15,8,0,1,0,105,44,36,55.0,Matches
Adrià Altimira,es ESP,"DF,MF",23-085,25.2,3,0,0,33,49,1,42,22,33,0,0,0,152,14,21,40.0,Matches
Rodri,es ESP,MF,21-169,20.6,6,0,0,33,18,1,28,9,18,0,0,0,115,18,19,48.6,Matches
Alberto Del Moral,es ESP,MF,23-337,19.3,4,0,0,36,28,2,2,15,27,0,0,1,102,50,37,57.5,Matches
Lanchi,es ESP,"DF,MF",22-364,19.2,5,0,0,28,18,2,53,16,27,1,0,0,80,33,23,58.9,Matches
Carlos Romero,es ESP,"DF,MF",22-236,19.0,4,0,0,21,17,2,46,14,16,0,1,0,127,12,21,36.4,Matches
Pablo Íñiguez,es ESP,DF,30-153,15.0,3,0,0,10,11,1,1,12,12,0,2,1,53,22,25,46.8,Matches
Diego Collado,es ESP,"FW,MF",23-164,15.1,1,0,0,18,35,5,35,4,18,0,0,0,72,12,16,42.9,Matches
Abraham Rando,es ESP,DF,22-352,12.3,4,1,0,16,3,0,5,20,16,0,0,0,79,24,23,51.1,Matches
Aitor Gelardo,es ESP,MF,21-361,12.3,0,0,0,18,13,0,1,11,16,0,0,0,70,10,11,47.6,Matches
Daniel Requena,es ESP,"MF,FW",20-130,15.2,7,0,0,35,24,0,10,20,24,0,1,0,96,24,29,45.3,Matches
Pau Navarro,es ESP,"DF,MF",19-057,11.1,1,0,0,18,6,2,0,13,13,0,0,0,41,22,19,53.7,Matches
Morro,es ESP,GK,23-284,9.0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,1,66.7,Matches
Hugo Novoa,es ESP,"MF,FW",21-172,6.4,0,0,0,5,6,2,19,0,6,0,0,0,24,4,7,36.4,Matches
Tiago Geralnik,ar ARG,"MF,FW",21-082,7.2,3,0,0,8,17,1,10,4,9,0,0,0,35,5,5,50.0,Matches
Andrés Ferrari,uy URU,"FW,MF",21-170,6.9,2,0,0,16,8,1,1,0,8,0,0,0,13,20,26,43.5,Matches
Hugo Perez,es ESP,DF,21-188,1.8,0,0,0,2,0,0,1,1,0,0,1,0,9,1,3,25.0,Matches
Ilias Akhomach,ma MAR,MF,20-066,1.7,0,0,0,2,7,0,0,1,1,0,0,0,3,0,0,0.0,Matches
Rubén Gómez,es ESP,GK,22-149,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
Victor Moreno,es ESP,"FW,MF",40-172,1.7,0,0,0,0,5,0,3,0,1,0,0,0,12,2,0,100.0,Matches
Marcos Sánchez,es ESP,DF,20-239,0.5,1,0,0,2,0,0,0,0,1,0,1,0,2,0,1,0.0,Matches
Pau Cabanes,es ESP,FW,19-125,0.3,1,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0.0,Matches
Fabio Blanco,es ESP,"MF,DF",20-124,0.2,0,0,0,0,0,0,4,0,0,0,0,0,3,0,2,0.0,Matches
Gerard Hernandez,es ESP,MF,19-082,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Squad Total,0,0,22.9,42.0,91,3,0,541,516,49,612,338,389,3,11,3,2078,585,585,50.0,0
Opponent Total,0,0,27.9,42.0,101,4,1,539,510,101,828,388,426,6,6,0,2133,585,585,50.0,0
