Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Javier Ontiveros,es ESP,"MF,FW",26-286,32.8,161,4.9,82,35,22,10,9,3,14,0.43,11,1,0,2,0,0,Matches
Álex Forés,es ESP,FW,23-070,31.5,46,1.46,36,0,2,6,2,0,6,0.19,1,0,1,3,1,0,Matches
Carlo,es ESP,MF,23-130,32.0,97,3.03,81,2,5,7,0,2,11,0.34,7,0,1,3,0,0,Matches
Iker Álvarez,ad AND,GK,22-332,32.0,6,0.19,4,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Dani Tasende,es ESP,DF,23-351,30.6,114,3.72,79,30,0,0,3,2,6,0.2,5,1,0,0,0,0,Matches
Pascu,es ESP,"FW,MF",21-073,27.7,44,1.59,27,0,4,6,7,0,8,0.29,4,0,1,1,2,0,Matches
Stefan Lekovic,rs SRB,DF,20-164,27.1,20,0.74,14,0,1,3,0,2,1,0.04,0,0,1,0,0,0,Matches
Antonio Espigare,es ESP,DF,19-290,26.0,14,0.54,13,0,0,1,0,0,1,0.04,1,0,0,0,0,0,Matches
Adrià Altimira,es ESP,"DF,MF",23-085,25.2,58,2.3,48,2,6,1,1,0,1,0.04,1,0,0,0,0,0,Matches
Rodri,es ESP,MF,21-169,20.6,54,2.63,46,1,1,2,3,1,2,0.1,2,0,0,0,0,0,Matches
Alberto Del Moral,es ESP,MF,23-337,19.3,29,1.5,26,0,0,2,1,0,1,0.05,0,0,0,1,0,0,Matches
Lanchi,es ESP,"DF,MF",22-364,19.2,36,1.88,25,0,3,3,4,1,2,0.1,0,0,0,0,1,1,Matches
Carlos Romero,es ESP,"DF,MF",22-236,19.0,78,4.1,68,3,3,2,0,2,6,0.32,5,0,1,0,0,0,Matches
Pablo Íñiguez,es ESP,DF,30-153,15.0,15,1.0,12,0,1,2,0,0,1,0.07,1,0,0,0,0,0,Matches
Diego Collado,es ESP,"FW,MF",23-164,15.1,32,2.12,18,0,5,4,3,2,0,0.0,0,0,0,0,0,0,Matches
Abraham Rando,es ESP,DF,22-352,12.3,8,0.65,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Aitor Gelardo,es ESP,MF,21-361,12.3,25,2.03,24,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Daniel Requena,es ESP,"MF,FW",20-130,15.2,51,3.35,40,3,1,1,3,3,2,0.13,2,0,0,0,0,0,Matches
Pau Navarro,es ESP,"DF,MF",19-057,11.1,9,0.81,9,0,0,0,0,0,2,0.18,2,0,0,0,0,0,Matches
Morro,es ESP,GK,23-284,9.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Hugo Novoa,es ESP,"MF,FW",21-172,6.4,16,2.5,11,0,4,0,1,0,3,0.47,2,0,1,0,0,0,Matches
Tiago Geralnik,ar ARG,"MF,FW",21-082,7.2,22,3.07,15,4,0,2,0,1,1,0.14,0,1,0,0,0,0,Matches
Andrés Ferrari,uy URU,"FW,MF",21-170,6.9,9,1.3,5,0,3,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Hugo Perez,es ESP,DF,21-188,1.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ilias Akhomach,ma MAR,MF,20-066,1.7,5,2.88,2,1,2,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Rubén Gómez,es ESP,GK,22-149,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Victor Moreno,es ESP,"FW,MF",40-172,1.7,12,6.97,9,0,2,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Marcos Sánchez,es ESP,DF,20-239,0.5,1,1.91,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Pau Cabanes,es ESP,FW,19-125,0.3,2,6.43,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Fabio Blanco,es ESP,"MF,DF",20-124,0.2,1,4.29,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Gerard Hernandez,es ESP,MF,19-082,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,0,0,22.9,42.0,965,22.98,706,83,65,52,38,21,68,1.62,44,3,6,10,4,1,0
Opponent Total,0,0,27.9,42.0,905,21.55,621,109,52,51,53,19,97,2.31,58,12,7,10,9,1,0
