Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Javier Ontiveros,es ESP,"MF,FW",26-286,32.8,1173,1682,69.7,21001,6569,543,645,84.2,442,600,73.7,152,307,49.5,5,6.5,8.4,-1.5,64,134,74,20,180,Matches
Álex Forés,es ESP,FW,23-070,31.5,313,447,70.0,4362,704,196,253,77.5,75,116,64.7,17,27,63.0,1,2.7,1.4,-1.7,27,18,9,1,28,Matches
Carlo,es ESP,MF,23-130,32.0,1521,1749,87.0,26069,6881,695,776,89.6,649,719,90.3,135,180,75.0,2,2.4,2.6,-0.4,41,130,22,2,150,Matches
Iker Álvarez,ad AND,GK,22-332,32.0,684,971,70.4,20466,16002,90,92,97.8,329,335,98.2,265,541,49.0,0,0.6,0.1,-0.6,3,9,1,0,1,Matches
Dani Tasende,es ESP,DF,23-351,30.6,1345,1895,71.0,26588,11168,522,603,86.6,569,740,76.9,221,468,47.2,4,4.9,3.9,-0.9,59,138,43,26,139,Matches
Pascu,es ESP,"FW,MF",21-073,27.7,483,640,75.5,7636,1156,262,332,78.9,172,213,80.8,34,48,70.8,4,3.0,1.7,1.0,23,27,13,0,46,Matches
Stefan Lekovic,rs SRB,DF,20-164,27.1,1140,1311,87.0,21274,7895,379,413,91.8,673,716,94.0,80,163,49.1,0,0.1,0.1,-0.1,3,47,1,0,73,Matches
Antonio Espigare,es ESP,DF,19-290,26.0,1081,1306,82.8,22403,8598,299,351,85.2,633,682,92.8,141,240,58.8,0,0.0,0.2,0.0,1,49,0,0,58,Matches
Adrià Altimira,es ESP,"DF,MF",23-085,25.2,1063,1282,82.9,21034,6273,403,448,90.0,499,585,85.3,152,210,72.4,1,1.7,1.8,-0.7,26,105,15,5,118,Matches
Rodri,es ESP,MF,21-169,20.6,727,902,80.6,12380,3493,366,426,85.9,283,328,86.3,66,102,64.7,1,1.2,1.6,-0.2,25,77,17,3,107,Matches
Alberto Del Moral,es ESP,MF,23-337,19.3,920,1104,83.3,16856,5662,375,430,87.2,440,492,89.4,93,136,68.4,0,0.3,0.4,-0.3,13,88,5,1,104,Matches
Lanchi,es ESP,"DF,MF",22-364,19.2,609,833,73.1,9768,3245,304,353,86.1,270,347,77.8,24,86,27.9,1,0.5,0.8,0.5,10,36,10,7,48,Matches
Carlos Romero,es ESP,"DF,MF",22-236,19.0,727,931,78.1,12059,3957,369,434,85.0,280,337,83.1,61,106,57.5,4,3.0,3.3,1.0,36,56,24,9,77,Matches
Pablo Íñiguez,es ESP,DF,30-153,15.0,681,796,85.6,12424,4623,261,280,93.2,356,391,91.0,60,111,54.1,0,0.4,0.2,-0.4,4,40,2,0,58,Matches
Diego Collado,es ESP,"FW,MF",23-164,15.1,266,351,75.8,3772,703,158,180,87.8,80,106,75.5,13,26,50.0,0,0.7,1.0,-0.7,14,9,11,5,21,Matches
Abraham Rando,es ESP,DF,22-352,12.3,625,722,86.6,11454,4848,226,245,92.2,341,375,90.9,54,83,65.1,0,0.0,0.1,0.0,3,30,2,0,41,Matches
Aitor Gelardo,es ESP,MF,21-361,12.3,471,578,81.5,8091,2016,208,238,87.4,214,246,87.0,33,64,51.6,0,0.9,0.6,-0.9,10,35,4,0,42,Matches
Daniel Requena,es ESP,"MF,FW",20-130,15.2,604,728,83.0,9638,2614,298,340,87.6,243,277,87.7,42,63,66.7,0,1.9,1.2,-1.9,21,56,8,2,71,Matches
Pau Navarro,es ESP,"DF,MF",19-057,11.1,331,381,86.9,6017,1588,115,129,89.1,186,208,89.4,25,34,73.5,0,0.0,0.1,0.0,2,16,0,0,18,Matches
Morro,es ESP,GK,23-284,9.0,197,260,75.8,5139,3809,42,43,97.7,101,102,99.0,53,112,47.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Hugo Novoa,es ESP,"MF,FW",21-172,6.4,116,170,68.2,1600,407,65,86,75.6,37,46,80.4,5,13,38.5,2,0.8,0.7,1.2,9,7,3,1,11,Matches
Tiago Geralnik,ar ARG,"MF,FW",21-082,7.2,355,393,90.3,6005,1354,157,169,92.9,144,153,94.1,36,46,78.3,0,0.9,1.1,-0.9,10,39,5,0,38,Matches
Andrés Ferrari,uy URU,"FW,MF",21-170,6.9,57,88,64.8,873,150,30,48,62.5,23,29,79.3,2,3,66.7,0,0.2,0.1,-0.2,6,4,1,0,8,Matches
Hugo Perez,es ESP,DF,21-188,1.8,68,79,86.1,1190,396,26,26,100.0,41,42,97.6,1,11,9.1,0,0.0,0.0,0.0,0,1,0,0,3,Matches
Ilias Akhomach,ma MAR,MF,20-066,1.7,44,51,86.3,557,152,25,30,83.3,13,14,92.9,1,2,50.0,0,0.3,0.2,-0.3,2,3,2,0,5,Matches
Rubén Gómez,es ESP,GK,22-149,1.0,32,44,72.7,1075,891,3,3,100.0,15,16,93.8,14,25,56.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Victor Moreno,es ESP,"FW,MF",40-172,1.7,55,74,74.3,747,228,35,41,85.4,16,19,84.2,2,6,33.3,0,0.5,0.3,-0.5,8,7,4,1,9,Matches
Marcos Sánchez,es ESP,DF,20-239,0.5,19,30,63.3,308,56,11,15,73.3,7,10,70.0,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Pau Cabanes,es ESP,FW,19-125,0.3,11,12,91.7,148,20,9,10,90.0,2,2,100.0,0,0,0.0,0,0.0,0.0,0.0,1,0,0,0,1,Matches
Fabio Blanco,es ESP,"MF,DF",20-124,0.2,10,16,62.5,176,36,3,4,75.0,7,8,87.5,0,1,0.0,0,0.0,0.3,0.0,0,3,1,1,2,Matches
Gerard Hernandez,es ESP,MF,19-082,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,0,0,22.9,42.0,15728,19826,79.3,291110,105494,6475,7443,87.0,7140,8254,86.5,1783,3217,55.4,25,33.4,32.4,-8.4,421,1165,277,84,1458,0
Opponent Total,0,0,27.9,42.0,15987,20323,78.7,298752,113086,6488,7434,87.3,7431,8607,86.3,1763,3263,54.0,35,41.0,39.9,-6.0,390,1300,308,103,1563,0
