Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Jan Oblak,si SVN,GK,30.0,38.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,10,0,Matches
Koke,es ESP,MF,31.0,27.7,66,44,27,32,7,36,79,45.6,43,37,12,25,16,82,34,1,Matches
Antoine Griezmann,fr FRA,"FW,MF",32.0,29.4,33,19,14,14,5,15,41,36.6,26,34,3,31,10,43,23,1,Matches
Axel Witsel,be BEL,DF,34.0,30.9,35,21,23,12,0,17,24,70.8,7,40,21,19,16,51,119,0,Matches
Marcos Llorente,es ESP,"MF,DF",28.0,28.5,40,23,18,17,5,16,44,36.4,28,36,11,25,14,54,35,0,Matches
Mario Hermoso,es ESP,DF,28.0,28.4,46,25,29,13,4,28,51,54.9,23,27,9,18,30,76,93,0,Matches
Samuel Lino,br BRA,"DF,MF",23.0,23.1,61,34,32,17,12,35,70,50.0,35,37,1,36,14,75,27,0,Matches
Rodrigo De Paul,ar ARG,MF,29.0,23.1,31,21,11,14,6,15,38,39.5,23,28,1,27,11,42,15,2,Matches
Álvaro Morata,es ESP,FW,30.0,21.2,16,10,4,7,5,3,5,60.0,2,18,3,15,1,17,26,0,Matches
Nahuel Molina,ar ARG,DF,25.0,20.6,38,22,16,18,4,26,54,48.1,28,19,3,16,9,47,36,1,Matches
Stefan Savić,me MNE,DF,32.0,18.1,27,19,16,7,4,15,30,50.0,15,29,15,14,27,54,61,1,Matches
Pablo Barrios,es ESP,MF,20.0,17.3,45,25,15,29,1,19,40,47.5,21,20,3,17,28,73,24,2,Matches
Rodrigo Riquelme,es ESP,"DF,MF",23.0,17.0,30,19,18,4,8,18,46,39.1,28,19,0,19,9,39,20,0,Matches
Ángel Correa,ar ARG,"FW,MF",28.0,17.0,22,15,3,11,8,5,17,29.4,12,13,0,13,2,24,6,0,Matches
César Azpilicueta,es ESP,DF,33.0,15.8,25,14,15,9,1,12,19,63.2,7,25,6,19,16,41,46,0,Matches
Saúl Ñíguez,es ESP,MF,28.0,15.3,64,39,29,29,6,30,49,61.2,19,36,9,27,14,78,56,0,Matches
José María Giménez,uy URU,DF,28.0,14.7,18,10,10,7,1,5,16,31.3,11,16,12,4,10,28,95,0,Matches
Memphis,nl NED,FW,29.0,9.9,5,2,0,3,2,3,6,50.0,3,2,0,2,1,6,0,0,Matches
Reinildo Mandava,mz MOZ,DF,29.0,8.1,30,22,16,11,3,19,22,86.4,3,10,2,8,15,45,21,0,Matches
Gabriel Paulista,br BRA,DF,32.0,4.5,7,5,4,3,0,3,4,75.0,1,5,3,2,4,11,27,0,Matches
Yannick Carrasco,be BEL,DF,29.0,2.5,4,4,3,1,0,2,7,28.6,5,2,0,2,1,5,6,0,Matches
Thomas Lemar,fr FRA,MF,27.0,1.8,3,1,2,1,0,1,2,50.0,1,0,0,0,0,3,0,0,Matches
Arthur Vermeeren,be BEL,MF,18.0,1.8,1,0,0,1,0,0,1,0.0,1,5,0,5,6,7,2,0,Matches
Çağlar Söyüncü,tr TUR,DF,27.0,1.3,1,1,1,0,0,0,0,0.0,0,1,0,1,1,2,7,0,Matches
Javi Galán,es ESP,DF,28.0,1.0,5,4,2,2,1,4,5,80.0,1,1,0,1,1,6,3,0,Matches
Salim El Jebari,ma MAR,MF,19.0,0.1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,1,1,0,Matches
Abdellah Raihani,ma MAR,FW,19.0,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Squad Total,0,0,29.2,38.0,654,399,308,263,83,327,671,48.7,344,460,114,346,256,910,793,8,0
Opponent Total,0,0,26.9,38.0,530,318,257,182,91,227,524,43.3,297,407,104,303,298,828,735,17,0
