Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Jan Oblak,si SVN,GK,30.0,38.0,1094,1014,1094,0,0,0,1094,1,1,100.0,0,0.0,557,2965,1789,0,0,0,1,1,425,0,Matches
Koke,es ESP,MF,31.0,27.7,2482,82,594,1570,334,12,2482,11,5,45.5,6,54.5,1474,6016,2872,26,32,1,21,20,1899,26,Matches
Antoine Griezmann,fr FRA,"FW,MF",32.0,29.4,1654,35,215,769,681,113,1650,38,22,57.9,15,39.5,839,3612,1843,43,36,7,40,26,1194,196,Matches
Axel Witsel,be BEL,DF,34.0,30.9,2107,283,1091,950,71,22,2107,8,5,62.5,3,37.5,1364,6335,3215,17,16,0,14,6,1467,8,Matches
Marcos Llorente,es ESP,"MF,DF",28.0,28.5,1465,44,322,615,537,82,1465,27,11,40.7,11,40.7,839,4122,2119,71,40,20,28,18,1033,179,Matches
Mario Hermoso,es ESP,DF,28.0,28.4,2196,152,811,1154,251,24,2196,20,11,55.0,6,30.0,1248,5330,3028,39,32,1,21,11,1484,61,Matches
Samuel Lino,br BRA,"DF,MF",23.0,23.1,1317,43,282,509,557,107,1317,75,40,53.3,28,37.3,872,6156,3739,131,81,44,42,35,958,215,Matches
Rodrigo De Paul,ar ARG,MF,29.0,23.1,1768,27,274,1054,460,40,1768,55,28,50.9,20,36.4,1188,7372,3718,73,60,11,33,13,1395,55,Matches
Álvaro Morata,es ESP,FW,30.0,21.2,616,28,87,246,287,123,615,36,17,47.2,16,44.4,344,1587,693,22,13,17,40,31,432,88,Matches
Nahuel Molina,ar ARG,DF,25.0,20.6,1482,46,373,628,490,44,1482,29,16,55.2,13,44.8,817,3231,1779,47,43,8,35,13,953,170,Matches
Stefan Savić,me MNE,DF,32.0,18.1,1162,140,595,533,38,10,1162,8,8,100.0,0,0.0,675,3586,2334,14,6,0,5,0,760,2,Matches
Pablo Barrios,es ESP,MF,20.0,17.3,1085,39,239,622,238,15,1085,47,35,74.5,9,19.1,660,3667,1661,37,39,3,40,23,776,56,Matches
Rodrigo Riquelme,es ESP,"DF,MF",23.0,17.0,918,20,172,302,457,85,918,64,24,37.5,38,59.4,586,3981,2241,87,54,28,47,16,619,166,Matches
Ángel Correa,ar ARG,"FW,MF",28.0,17.0,719,7,53,268,405,129,718,56,28,50.0,27,48.2,473,2206,1026,40,16,26,52,33,531,128,Matches
César Azpilicueta,es ESP,DF,33.0,15.8,1168,83,381,613,179,12,1168,6,1,16.7,3,50.0,624,3341,2153,39,22,3,10,6,752,39,Matches
Saúl Ñíguez,es ESP,MF,28.0,15.3,940,67,255,480,210,36,940,15,8,53.3,5,33.3,429,2054,908,21,17,1,27,14,596,43,Matches
José María Giménez,uy URU,DF,28.0,14.7,826,157,487,328,16,8,826,3,2,66.7,1,33.3,419,1871,901,2,0,0,2,0,511,1,Matches
Memphis,nl NED,FW,29.0,9.9,407,1,28,180,206,64,407,37,18,48.6,16,43.2,243,1126,498,16,11,7,42,22,324,82,Matches
Reinildo Mandava,mz MOZ,DF,29.0,8.1,512,35,199,228,88,9,512,17,8,47.1,7,41.2,229,1056,563,10,15,1,12,1,269,17,Matches
Gabriel Paulista,br BRA,DF,32.0,4.5,319,47,201,116,3,3,319,0,0,0.0,0,0.0,187,1033,500,1,0,0,0,1,212,0,Matches
Yannick Carrasco,be BEL,DF,29.0,2.5,113,5,29,38,49,6,113,6,5,83.3,1,16.7,66,450,246,9,5,2,5,3,63,17,Matches
Thomas Lemar,fr FRA,MF,27.0,1.8,99,0,8,58,34,4,99,2,1,50.0,1,50.0,78,447,217,5,4,0,3,2,83,9,Matches
Arthur Vermeeren,be BEL,MF,18.0,1.8,115,7,25,73,20,1,115,1,0,0.0,1,100.0,68,332,128,2,0,0,6,2,75,7,Matches
Çağlar Söyüncü,tr TUR,DF,27.0,1.3,97,5,47,48,3,1,97,1,1,100.0,0,0.0,65,337,150,2,2,1,0,2,65,0,Matches
Javi Galán,es ESP,DF,28.0,1.0,78,0,17,19,43,3,78,4,2,50.0,0,0.0,52,289,146,3,1,0,5,3,48,13,Matches
Salim El Jebari,ma MAR,MF,19.0,0.1,9,1,1,4,4,0,9,0,0,0.0,0,0.0,5,47,24,1,1,0,1,1,6,1,Matches
Abdellah Raihani,ma MAR,FW,19.0,0.1,1,0,0,0,1,1,1,0,0,0.0,0,0.0,1,0,0,0,0,0,1,0,1,1,Matches
Squad Total,0,0,29.2,38.0,24749,2368,7880,11405,5662,954,24743,567,297,52.4,227,40.0,14402,72549,38491,758,546,181,533,303,16931,1580,0
Opponent Total,0,0,26.9,38.0,24093,2473,7087,11377,5862,780,24091,734,344,46.9,327,44.6,13383,68637,34692,648,485,140,585,327,16293,1533,0
