Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Jan Oblak,si SVN,GK,30.0,38.0,1,0,0,0,2,0,0,0,0,0,0,0,29,8,0,100.0,Matches
Koke,es ESP,MF,31.0,27.7,5,0,0,19,19,0,11,16,44,0,0,0,198,15,16,48.4,Matches
Antoine Griezmann,fr FRA,"FW,MF",32.0,29.4,5,0,0,16,26,14,123,10,19,0,0,0,100,14,27,34.1,Matches
Axel Witsel,be BEL,DF,34.0,30.9,5,0,0,24,29,0,4,16,21,0,0,0,148,55,26,67.9,Matches
Marcos Llorente,es ESP,"MF,DF",28.0,28.5,5,0,0,31,27,19,70,14,23,0,0,0,115,16,32,33.3,Matches
Mario Hermoso,es ESP,DF,28.0,28.4,9,0,0,32,23,1,38,30,25,1,0,0,168,46,32,59.0,Matches
Samuel Lino,br BRA,"DF,MF",23.0,23.1,1,0,0,26,56,9,41,14,34,1,0,0,144,9,17,34.6,Matches
Rodrigo De Paul,ar ARG,MF,29.0,23.1,7,0,0,27,59,1,46,11,21,0,0,0,145,5,4,55.6,Matches
Álvaro Morata,es ESP,FW,30.0,21.2,4,1,1,33,35,33,10,1,10,2,0,0,54,44,32,57.9,Matches
Nahuel Molina,ar ARG,DF,25.0,20.6,4,1,0,20,17,7,87,9,22,0,0,0,122,7,11,38.9,Matches
Stefan Savić,me MNE,DF,32.0,18.1,7,1,1,16,6,1,3,27,19,0,0,0,77,46,32,59.0,Matches
Pablo Barrios,es ESP,MF,20.0,17.3,5,0,0,23,24,0,16,28,25,0,0,0,94,14,21,40.0,Matches
Rodrigo Riquelme,es ESP,"DF,MF",23.0,17.0,1,0,0,11,29,9,65,9,19,0,1,0,98,5,16,23.8,Matches
Ángel Correa,ar ARG,"FW,MF",28.0,17.0,3,0,0,24,32,17,40,2,15,0,0,0,63,5,13,27.8,Matches
César Azpilicueta,es ESP,DF,33.0,15.8,4,0,0,29,12,0,11,16,14,0,0,0,72,21,23,47.7,Matches
Saúl Ñíguez,es ESP,MF,28.0,15.3,10,1,1,41,14,2,16,14,39,0,0,0,72,47,32,59.5,Matches
José María Giménez,uy URU,DF,28.0,14.7,5,0,0,17,2,0,1,10,10,0,0,0,49,31,18,63.3,Matches
Memphis,nl NED,FW,29.0,9.9,2,0,0,14,16,8,12,1,2,0,0,0,26,4,12,25.0,Matches
Reinildo Mandava,mz MOZ,DF,29.0,8.1,2,0,0,14,8,0,6,15,22,0,0,0,53,12,10,54.5,Matches
Gabriel Paulista,br BRA,DF,32.0,4.5,1,0,0,4,0,0,0,4,5,0,0,0,19,13,6,68.4,Matches
Yannick Carrasco,be BEL,DF,29.0,2.5,0,0,0,2,2,1,8,1,4,0,0,0,15,0,1,0.0,Matches
Thomas Lemar,fr FRA,MF,27.0,1.8,0,0,0,3,2,0,6,0,1,0,0,0,5,0,2,0.0,Matches
Arthur Vermeeren,be BEL,MF,18.0,1.8,2,0,0,7,1,0,0,6,0,0,0,0,14,1,6,14.3,Matches
Çağlar Söyüncü,tr TUR,DF,27.0,1.3,0,1,0,3,1,1,0,1,1,0,1,0,9,1,0,100.0,Matches
Javi Galán,es ESP,DF,28.0,1.0,1,0,0,1,4,0,6,1,4,0,0,0,7,3,1,75.0,Matches
Salim El Jebari,ma MAR,MF,19.0,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0.0,Matches
Abdellah Raihani,ma MAR,FW,19.0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Squad Total,0,0,29.2,38.0,89,5,3,438,447,123,621,256,399,4,2,0,1896,422,392,51.8,0
Opponent Total,0,0,26.9,38.0,79,2,0,471,411,37,764,298,318,1,6,2,1846,392,422,48.2,0
