Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Marco Carnesecchi,it ITA,GK,23.0,26.9,30,4,0,2,0,29.3,0.22,-0.7,-0.03,121,338,35.8,680,142,30.6,33.8,193,67.4,51.7,332,20,6.0,39,1.45,14.7,Matches
Juan Musso,ar ARG,GK,29.0,11.0,12,2,0,2,1,9.8,0.23,-1.2,-0.11,40,120,33.3,299,70,24.4,29.6,70,67.1,48.6,110,10,9.1,16,1.45,16.7,Matches
Francesco Rossi,it ITA,GK,32.0,0.1,0,0,0,0,0,0.8,0.75,0.8,13.52,0,1,0.0,1,1,0.0,14.0,1,100.0,67.0,2,0,0.0,0,0.0,0.0,Matches
Squad Total,0,0,26.3,38.0,42,6,0,4,1,39.8,0.23,-1.2,-0.03,161,459,35.1,974,213,28.9,0.0,270,65.9,50.1,444,30,6.8,55,1.45,0.0,0
Opponent Total,0,0,26.4,38.0,72,5,1,10,0,60.0,0.28,-12.0,-0.32,209,643,32.5,1289,128,40.7,36.6,308,38.3,35.2,528,24,4.5,30,0.79,13.8,0
