Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Predrag Rajković,rs SRB,GK,27.0,36.0,43,4,1,4,1,41.8,0.27,-0.2,-0.01,322,795,40.5,946,117,60.9,44.7,300,73.0,54.3,502,33,6.6,28,0.78,13.7,Matches
Iván Cuéllar,es ESP,GK,39.0,1.0,1,0,0,0,0,1.2,0.19,0.2,0.17,1,11,9.1,32,8,31.3,33.0,3,33.3,35.7,6,1,16.7,0,0.0,7.0,Matches
Dominik Greif,sk SVK,GK,26.0,1.0,0,0,0,0,0,0.7,0.16,0.7,0.66,10,18,55.6,23,3,52.2,42.0,9,66.7,54.2,12,0,0.0,1,1.0,23.0,Matches
Squad Total,0,0,28.7,38.0,44,4,1,4,1,43.6,0.26,0.6,0.02,333,824,40.4,981,128,61.0,0.0,332,68.1,51.3,520,34,6.5,29,0.76,0.0,0
Opponent Total,0,0,27.0,38.0,33,1,0,10,0,34.1,0.25,1.1,0.03,211,611,34.5,955,162,45.3,38.3,273,65.2,47.4,589,44,7.5,52,1.37,14.5,0
