Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Predrag Rajković,rs SRB,GK,27.0,36.0,2,0,0,1,4,0,0,0,1,0,0,0,42,5,2,71.4,Matches
Dani Rodríguez,es ESP,MF,35.0,29.1,9,0,0,61,43,6,169,15,24,0,0,0,151,23,50,31.5,Matches
Martin Valjent,sk SVK,DF,27.0,26.1,5,0,0,29,10,2,18,29,18,0,0,0,97,46,24,65.7,Matches
Giovanni González,uy URU,DF,28.0,27.4,6,0,0,38,20,3,62,31,45,0,1,0,154,37,36,50.7,Matches
Samu Costa,pt POR,MF,22.0,25.6,8,0,0,62,49,6,24,39,50,0,1,0,164,61,31,66.3,Matches
Vedat Muriqi,xk KVX,FW,29.0,25.9,5,0,0,40,43,31,11,6,6,0,0,0,75,142,127,52.8,Matches
Matija Nastasić,rs SRB,DF,30.0,25.1,8,0,0,33,7,2,5,29,17,0,0,0,91,44,27,62.0,Matches
Antonio Raillo,es ESP,DF,31.0,24.4,6,1,1,32,8,3,2,37,23,0,0,0,107,123,59,67.6,Matches
Sergi Darder,es ESP,MF,29.0,24.0,4,0,0,19,35,1,149,16,26,0,0,0,124,8,14,36.4,Matches
Antonio Sánchez,es ESP,MF,26.0,16.1,3,0,0,26,13,1,36,13,11,0,0,0,115,7,19,26.9,Matches
Cyle Larin,ca CAN,FW,28.0,20.3,8,0,0,27,34,31,7,3,8,0,1,0,42,83,102,44.9,Matches
Jaume Costa,es ESP,DF,35.0,18.7,7,0,0,25,22,2,63,16,22,0,0,0,78,13,16,44.8,Matches
Omar Mascarell,gq EQG,MF,30.0,17.5,8,1,1,31,14,0,4,31,16,0,0,1,103,30,24,55.6,Matches
Pablo Maffeo,es ESP,DF,26.0,16.2,3,1,0,22,20,4,67,10,22,0,0,0,81,33,25,56.9,Matches
Copete,es ESP,DF,23.0,14.8,7,0,0,36,13,0,10,32,27,0,2,0,75,20,16,55.6,Matches
Manu Morlanes,es ESP,MF,24.0,17.9,2,0,0,15,24,0,17,20,29,0,0,0,125,17,13,56.7,Matches
Toni Lato,es ESP,DF,25.0,17.2,3,0,0,19,18,2,49,17,23,1,0,0,83,10,19,34.5,Matches
Abdón Prats,es ESP,"FW,MF",30.0,14.1,4,0,0,18,18,5,8,2,4,0,0,0,30,39,60,39.4,Matches
Nacho Vidal,es ESP,DF,28.0,4.6,2,0,0,9,3,0,15,3,5,0,0,0,18,13,7,65.0,Matches
Nemanja Radonjić,rs SRB,"MF,DF",27.0,3.9,0,0,0,1,5,0,20,3,2,0,0,0,13,3,1,75.0,Matches
Siebe Van Der Heyden,be BEL,DF,25.0,3.2,2,1,0,8,1,1,0,7,2,0,0,0,10,8,6,57.1,Matches
Amath,sn SEN,"FW,MF",27.0,4.4,2,0,0,10,7,4,7,3,6,1,0,0,21,6,5,54.5,Matches
Javier Llabrés,es ESP,"MF,FW",20.0,2.7,1,0,0,5,1,0,20,3,1,0,0,0,15,2,3,40.0,Matches
Iván Cuéllar,es ESP,GK,39.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,Matches
Dominik Greif,sk SVK,GK,26.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,Matches
Squad Total,0,0,28.7,38.0,105,4,2,567,412,104,763,365,388,2,5,1,1816,773,686,53.0,0
Opponent Total,0,0,27.0,38.0,53,1,0,434,538,36,656,295,318,3,3,0,1802,686,773,47.0,0
