Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Predrag Rajković,rs SRB,GK,27.0,36.0,1249,820,426,126,0,2,0,0,0,0,0,0,735,3,0,Matches
Dani Rodríguez,es ESP,MF,35.0,29.1,1010,827,170,53,9,8,169,9,90,29,37,5,693,13,18,Matches
Martin Valjent,sk SVK,DF,27.0,26.1,1067,969,92,30,5,12,18,60,0,0,0,0,847,6,13,Matches
Giovanni González,uy URU,DF,28.0,27.4,1244,1047,187,12,0,4,62,175,0,0,0,0,936,10,31,Matches
Samu Costa,pt POR,MF,22.0,25.6,1087,1063,21,14,1,14,24,2,2,1,1,0,830,3,36,Matches
Vedat Muriqi,xk KVX,FW,29.0,25.9,660,642,8,1,5,4,11,0,0,0,0,0,411,10,24,Matches
Matija Nastasić,rs SRB,DF,30.0,25.1,992,954,33,29,0,3,5,1,0,0,0,0,788,5,3,Matches
Antonio Raillo,es ESP,DF,31.0,24.4,1159,1084,72,57,0,3,2,0,0,0,0,0,990,3,6,Matches
Sergi Darder,es ESP,MF,29.0,24.0,1002,841,150,55,10,19,149,13,63,23,36,2,725,11,25,Matches
Antonio Sánchez,es ESP,MF,26.0,16.1,545,511,25,5,1,2,36,10,2,1,1,0,378,9,34,Matches
Cyle Larin,ca CAN,FW,28.0,20.3,294,278,13,0,1,1,7,1,0,0,0,0,184,3,14,Matches
Jaume Costa,es ESP,DF,35.0,18.7,834,645,178,3,0,2,63,175,0,0,0,0,615,11,16,Matches
Omar Mascarell,gq EQG,MF,30.0,17.5,779,766,13,12,2,12,4,1,0,0,0,0,638,0,13,Matches
Pablo Maffeo,es ESP,DF,26.0,16.2,603,482,119,2,2,2,67,116,1,0,0,0,374,2,20,Matches
Copete,es ESP,DF,23.0,14.8,584,560,22,21,1,14,10,1,0,0,0,0,449,2,8,Matches
Manu Morlanes,es ESP,MF,24.0,17.9,809,786,15,7,6,8,17,3,1,0,1,0,669,8,10,Matches
Toni Lato,es ESP,DF,25.0,17.2,788,619,167,2,1,3,49,164,1,0,0,0,595,2,23,Matches
Abdón Prats,es ESP,"FW,MF",30.0,14.1,240,228,11,2,5,3,8,0,2,1,1,0,132,1,14,Matches
Nacho Vidal,es ESP,DF,28.0,4.6,202,172,29,2,0,0,15,27,0,0,0,0,151,1,8,Matches
Nemanja Radonjić,rs SRB,"MF,DF",27.0,3.9,119,107,12,0,0,1,20,3,6,0,6,0,78,0,3,Matches
Siebe Van Der Heyden,be BEL,DF,25.0,3.2,101,85,16,7,0,1,0,9,0,0,0,0,70,0,2,Matches
Amath,sn SEN,"FW,MF",27.0,4.4,113,110,2,1,2,0,7,1,0,0,0,0,76,1,4,Matches
Javier Llabrés,es ESP,"MF,FW",20.0,2.7,97,91,6,0,0,0,20,1,5,2,3,0,64,0,3,Matches
Iván Cuéllar,es ESP,GK,39.0,1.0,35,32,3,0,0,0,0,0,0,0,0,0,24,0,0,Matches
Dominik Greif,sk SVK,GK,26.0,1.0,32,20,12,3,0,0,0,0,0,0,0,0,24,0,0,Matches
Squad Total,0,0,28.7,38.0,15645,13739,1802,444,51,118,763,772,173,57,86,7,11476,104,328,0
Opponent Total,0,0,27.0,38.0,19315,17321,1958,630,34,130,656,832,152,57,46,1,15384,36,277,0
