Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Predrag Rajković,rs SRB,GK,27.0,36.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Dani Rodríguez,es ESP,MF,35.0,29.1,2,27,4,14.8,0.93,0.14,0.07,0.5,19.8,0,0,0,1.4,1.4,0.05,0.6,0.6,Matches
Martin Valjent,sk SVK,DF,27.0,26.1,0,9,0,0.0,0.34,0.0,0.0,0.0,19.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Giovanni González,uy URU,DF,28.0,27.4,1,14,4,28.6,0.51,0.15,0.07,0.25,21.3,0,0,0,0.5,0.5,0.03,0.5,0.5,Matches
Samu Costa,pt POR,MF,22.0,25.6,1,22,3,13.6,0.86,0.12,0.05,0.33,20.9,1,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches
Vedat Muriqi,xk KVX,FW,29.0,25.9,7,62,21,33.9,2.4,0.81,0.1,0.29,14.1,0,1,3,10.4,8.0,0.13,-3.4,-2.0,Matches
Matija Nastasić,rs SRB,DF,30.0,25.1,2,8,2,25.0,0.32,0.08,0.25,1.0,10.2,0,0,0,1.0,1.0,0.13,1.0,1.0,Matches
Antonio Raillo,es ESP,DF,31.0,24.4,3,29,9,31.0,1.19,0.37,0.1,0.33,17.3,0,0,0,1.4,1.4,0.05,1.6,1.6,Matches
Sergi Darder,es ESP,MF,29.0,24.0,2,32,12,37.5,1.34,0.5,0.06,0.17,22.4,1,0,0,2.2,2.2,0.07,-0.2,-0.2,Matches
Antonio Sánchez,es ESP,MF,26.0,16.1,3,23,9,39.1,1.43,0.56,0.13,0.33,20.1,0,0,0,2.5,2.5,0.11,0.5,0.5,Matches
Cyle Larin,ca CAN,FW,28.0,20.3,3,69,25,36.2,3.41,1.23,0.04,0.12,12.7,0,0,0,9.0,9.0,0.13,-6.0,-6.0,Matches
Jaume Costa,es ESP,DF,35.0,18.7,0,6,2,33.3,0.32,0.11,0.0,0.0,16.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Omar Mascarell,gq EQG,MF,30.0,17.5,0,6,0,0.0,0.34,0.0,0.0,0.0,21.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Pablo Maffeo,es ESP,DF,26.0,16.2,1,11,4,36.4,0.68,0.25,0.09,0.25,23.3,0,0,0,0.8,0.8,0.07,0.2,0.2,Matches
Copete,es ESP,DF,23.0,14.8,1,7,1,14.3,0.47,0.07,0.14,1.0,13.4,0,0,0,0.5,0.5,0.08,0.5,0.5,Matches
Manu Morlanes,es ESP,MF,24.0,17.9,0,11,4,36.4,0.61,0.22,0.0,0.0,16.3,0,0,0,1.0,1.0,0.1,-1.0,-1.0,Matches
Toni Lato,es ESP,DF,25.0,17.2,0,5,1,20.0,0.29,0.06,0.0,0.0,17.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Abdón Prats,es ESP,"FW,MF",30.0,14.1,6,33,14,42.4,2.34,0.99,0.18,0.43,14.8,2,0,0,3.2,3.2,0.1,2.8,2.8,Matches
Nacho Vidal,es ESP,DF,28.0,4.6,0,8,3,37.5,1.73,0.65,0.0,0.0,12.3,0,0,0,1.0,1.0,0.13,-1.0,-1.0,Matches
Nemanja Radonjić,rs SRB,"MF,DF",27.0,3.9,0,10,7,70.0,2.55,1.78,0.0,0.0,17.5,0,0,0,1.6,1.6,0.16,-1.6,-1.6,Matches
Siebe Van Der Heyden,be BEL,DF,25.0,3.2,0,2,0,0.0,0.63,0.0,0.0,0.0,9.8,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
Amath,sn SEN,"FW,MF",27.0,4.4,0,12,2,16.7,2.74,0.46,0.0,0.0,14.1,0,0,0,1.6,1.6,0.13,-1.6,-1.6,Matches
Javier Llabrés,es ESP,"MF,FW",20.0,2.7,1,9,4,44.4,3.28,1.46,0.11,0.25,19.9,0,0,0,0.7,0.7,0.08,0.3,0.3,Matches
Iván Cuéllar,es ESP,GK,39.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Dominik Greif,sk SVK,GK,26.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,28.7,38.0,33,415,131,31.6,10.92,3.45,0.08,0.24,16.8,4,1,3,40.5,38.2,0.09,-7.5,-6.2,0
Opponent Total,0,0,27.0,38.0,43,474,143,30.2,12.47,3.76,0.08,0.27,19.6,30,4,5,42.9,39.0,0.08,0.1,0.0,0
