Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Walter,br BRA,GK,36-215,10,10,900,10.0,15,1.5,48,33,72.9,3,1,6,3,30.0,2,2,0,0,0.0,Matches
Squad Total,0,0,28.0,10,10,900,10.0,15,1.5,48,33,72.9,3,1,6,3,30.0,2,2,0,0,0.0,0
Opponent Total,0,0,28.4,10,10,900,10.0,12,1.2,36,24,72.2,6,1,3,6,60.0,2,2,0,0,0.0,0
