Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Walter,br BRA,GK,36-215,10,900.0,90.0,100.0,10.0,10,90.0,10,0,0.0,0,1.0,12.0,15.0,-3.0,-0.3,0.0,10.2,12.2,-1.9,-0.19,0.0,Matches
Marllon Borges,br BRA,DF,32-065,9,810.0,90.0,90.0,9.0,9,90.0,9,0,0.0,0,0.78,7.0,15.0,-8.0,-0.89,-5.89,6.7,12.1,-5.5,-0.61,-4.14,Matches
Isidro Pitta,py PAR,FW,24-311,10,712.0,71.0,79.1,7.9,9,78.0,4,1,14.0,0,1.0,11.0,9.0,2.0,0.25,2.65,8.6,7.6,1.0,0.12,1.5,Matches
Alan Empereur,br BRA,DF,30-102,9,711.0,79.0,79.0,7.9,9,79.0,7,0,0.0,1,1.11,12.0,12.0,0.0,0.0,1.43,9.0,9.5,-0.5,-0.06,0.63,Matches
Clayson,br BRA,"FW,MF",29-093,10,617.0,62.0,68.6,6.9,9,68.0,1,1,8.0,0,1.0,10.0,9.0,1.0,0.15,1.42,8.5,7.6,0.9,0.13,1.01,Matches
Denilson,br BRA,MF,23-089,8,569.0,71.0,63.2,6.3,8,71.0,1,0,0.0,0,1.13,10.0,10.0,0.0,0.0,0.82,7.7,7.3,0.4,0.07,0.71,Matches
Matheus Alexandre,br BRA,DF,25-074,8,654.0,82.0,72.7,7.3,7,87.0,6,1,45.0,1,1.25,11.0,9.0,2.0,0.28,2.1,8.0,8.6,-0.6,-0.08,0.39,Matches
Lucas Mineiro,br BRA,MF,28-117,8,623.0,78.0,69.2,6.9,7,87.0,6,1,12.0,1,1.25,12.0,9.0,3.0,0.43,2.38,8.1,7.6,0.5,0.07,0.87,Matches
Ramon,br BRA,DF,23-099,7,575.0,82.0,63.9,6.4,7,82.0,4,0,0.0,1,1.43,12.0,6.0,6.0,0.94,3.43,7.8,6.4,1.4,0.21,1.12,Matches
Fernando Sobral,br BRA,MF,29-186,9,537.0,60.0,59.7,6.0,6,73.0,1,3,34.0,1,1.11,3.0,8.0,-5.0,-0.84,-1.33,4.4,8.0,-3.6,-0.6,-1.01,Matches
Max,br BRA,"MF,FW",23-039,7,451.0,64.0,50.1,5.0,6,73.0,1,1,15.0,0,1.43,10.0,5.0,5.0,1.0,2.6,5.8,5.3,0.5,0.1,0.59,Matches
Jonathan Cafu,br BRA,"FW,MF",32-346,9,464.0,52.0,51.6,5.2,5,77.0,1,4,20.0,1,1.11,10.0,5.0,5.0,0.97,2.62,7.1,4.5,2.7,0.52,1.46,Matches
Bruno Fabiano Alves,br BRA,DF,33-065,6,383.0,64.0,42.6,4.3,4,90.0,4,2,12.0,4,1.0,5.0,6.0,-1.0,-0.23,0.11,5.8,4.9,0.9,0.21,0.7,Matches
Rikelme,br BRA,DF,20-340,6,334.0,56.0,37.1,3.7,3,90.0,3,3,21.0,4,1.0,0.0,9.0,-9.0,-2.43,-3.38,2.5,5.8,-3.3,-0.88,-1.09,Matches
Derik Lacerda,br BRA,"MF,FW",24-267,5,276.0,55.0,30.7,3.1,3,74.0,0,2,28.0,0,0.2,0.0,8.0,-8.0,-2.61,-3.33,0.9,5.3,-4.4,-1.41,-1.77,Matches
Railan,br BRA,DF,24-102,5,257.0,51.0,28.6,2.9,3,75.0,2,2,16.0,5,0.8,2.0,6.0,-4.0,-1.4,-1.54,2.3,3.7,-1.4,-0.49,-0.42,Matches
Eliel Chrystian,br BRA,"FW,MF",21-146,6,198.0,33.0,22.0,2.2,1,57.0,0,5,28.0,3,1.17,3.0,4.0,-1.0,-0.45,-0.2,2.5,3.4,-0.9,-0.41,-0.28,Matches
Lucas Fernandes,br BRA,MF,26-274,4,162.0,41.0,18.0,1.8,1,82.0,0,3,27.0,2,0.75,0.0,4.0,-4.0,-2.22,-2.34,0.9,2.6,-1.6,-0.91,-0.88,Matches
Gabriel Knesowitsch,br BRA,DF,20-246,2,160.0,80.0,17.8,1.8,1,90.0,1,1,70.0,3,0.0,0.0,3.0,-3.0,-1.69,-1.69,1.0,2.4,-1.4,-0.81,-0.75,Matches
Allyson Aires dos Santos,br BRA,DF,33-241,1,90.0,90.0,10.0,1.0,1,90.0,1,0,0.0,9,0.0,0.0,4.0,-4.0,-4.0,-4.11,0.3,2.0,-1.6,-1.64,-1.61,Matches
Deyverson,br BRA,FW,33-043,1,76.0,76.0,8.4,0.8,1,76.0,0,0,0.0,0,0.0,0.0,3.0,-3.0,-3.55,-3.55,0.3,1.7,-1.4,-1.69,-1.63,Matches
André Luis,br BRA,"FW,MF",27-060,8,137.0,17.0,15.2,1.5,0,0.0,0,8,17.0,2,0.88,1.0,2.0,-1.0,-0.66,-0.42,1.8,2.2,-0.4,-0.26,-0.08,Matches
Guilherme Madruga,br BRA,"MF,FW",23-222,5,102.0,20.0,11.3,1.1,0,0.0,0,5,20.0,4,0.8,1.0,1.0,0.0,0.0,0.34,1.3,1.5,-0.2,-0.21,-0.02,Matches
Luciano Giménez,ar ARG,"FW,MF",24-123,5,69.0,14.0,7.7,0.8,0,0.0,0,5,14.0,5,0.6,0.0,2.0,-2.0,-2.61,-2.5,0.8,1.5,-0.7,-0.87,-0.74,Matches
Filipe Augusto,br BRA,MF,30-313,2,33.0,17.0,3.7,0.4,0,0.0,0,2,17.0,1,1.5,0.0,1.0,-1.0,-2.73,-2.52,0.3,0.2,0.1,0.27,0.48,Matches
Mateus Pasinato,br BRA,GK,31-358,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,9,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Juan Pablo,br BRA,DF,22-056,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rhyan,br BRA,GK,18-169,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,28.0,10,900.0,90.0,100.0,10.0,110,80.0,62,50,22.0,67,1.0,12.0,15.0,-3.0,-0.3,0.0,10.2,12.2,-1.9,-0.19,0.0,0
Opponent Total,0,0,28.4,10,900.0,90.0,100.0,10.0,110,80.0,57,51,23.0,68,1.9,15.0,12.0,3.0,0.3,0.0,12.2,10.2,1.9,0.19,0.0,0
