Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Walter,br BRA,GK,36-215,10.0,4,0.4,3,1,0,0,0,0,2,0.2,1,1,0,0,0,0,Matches
Marllon Borges,br BRA,DF,32-065,9.0,4,0.44,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Isidro Pitta,py PAR,FW,24-311,7.9,18,2.28,15,0,1,1,1,0,2,0.25,1,0,1,0,0,0,Matches
Alan Empereur,br BRA,DF,30-102,7.9,12,1.52,10,1,0,1,0,0,1,0.13,1,0,0,0,0,0,Matches
Clayson,br BRA,"FW,MF",29-093,6.9,17,2.48,11,2,1,0,3,0,3,0.44,1,0,1,0,1,0,Matches
Denilson,br BRA,MF,23-089,6.3,22,3.48,17,3,0,1,0,1,3,0.47,3,0,0,0,0,0,Matches
Matheus Alexandre,br BRA,DF,25-074,7.3,11,1.51,7,3,1,0,0,0,1,0.14,0,1,0,0,0,0,Matches
Lucas Mineiro,br BRA,MF,28-117,6.9,8,1.16,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ramon,br BRA,DF,23-099,6.4,14,2.19,12,2,0,0,0,0,1,0.16,1,0,0,0,0,0,Matches
Fernando Sobral,br BRA,MF,29-186,6.0,16,2.68,14,1,0,1,0,0,1,0.17,1,0,0,0,0,0,Matches
Max,br BRA,"MF,FW",23-039,5.0,14,2.79,12,2,0,0,0,0,3,0.6,2,1,0,0,0,0,Matches
Jonathan Cafu,br BRA,"FW,MF",32-346,5.2,11,2.14,9,0,1,0,1,0,2,0.39,2,0,0,0,0,0,Matches
Bruno Fabiano Alves,br BRA,DF,33-065,4.3,5,1.17,3,1,0,0,1,0,1,0.23,1,0,0,0,0,0,Matches
Rikelme,br BRA,DF,20-340,3.7,5,1.35,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Derik Lacerda,br BRA,"MF,FW",24-267,3.1,4,1.3,1,0,1,0,2,0,0,0.0,0,0,0,0,0,0,Matches
Railan,br BRA,DF,24-102,2.9,4,1.4,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Eliel Chrystian,br BRA,"FW,MF",21-146,2.2,3,1.36,0,0,0,0,3,0,0,0.0,0,0,0,0,0,0,Matches
Lucas Fernandes,br BRA,MF,26-274,1.8,6,3.33,4,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Gabriel Knesowitsch,br BRA,DF,20-246,1.8,3,1.69,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Allyson Aires dos Santos,br BRA,DF,33-241,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Deyverson,br BRA,FW,33-043,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
André Luis,br BRA,"FW,MF",27-060,1.5,2,1.31,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Guilherme Madruga,br BRA,"MF,FW",23-222,1.1,5,4.41,3,0,1,1,0,0,1,0.88,1,0,0,0,0,0,Matches
Luciano Giménez,ar ARG,"FW,MF",24-123,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Filipe Augusto,br BRA,MF,30-313,0.4,2,5.45,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,0,0,28.0,10.0,190,19.0,145,18,8,6,12,1,21,2.1,15,3,2,0,1,0,0
Opponent Total,0,0,28.4,10.0,236,23.6,181,24,8,8,14,1,28,2.8,17,3,2,2,4,0,0
