Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Walter,br BRA,GK,36-215,10.0,217,283,76.7,6006,3971,41,41,100.0,103,103,100.0,73,137,53.3,0,0.0,0.0,0.0,1,3,1,0,0,Matches
Marllon Borges,br BRA,DF,32-065,9.0,310,363,85.4,5859,2138,103,117,88.0,165,186,88.7,31,40,77.5,0,0.2,0.1,-0.2,1,17,1,0,14,Matches
Isidro Pitta,py PAR,FW,24-311,7.9,101,138,73.2,1512,218,54,73,74.0,33,38,86.8,6,7,85.7,1,1.6,0.4,-0.6,11,5,6,1,13,Matches
Alan Empereur,br BRA,DF,30-102,7.9,373,440,84.8,8101,3709,111,117,94.9,194,207,93.7,63,103,61.2,0,0.4,0.2,-0.4,6,42,5,1,24,Matches
Clayson,br BRA,"FW,MF",29-093,6.9,161,217,74.2,2512,554,93,106,87.7,54,67,80.6,11,26,42.3,0,0.2,0.5,-0.2,3,13,6,1,21,Matches
Denilson,br BRA,MF,23-089,6.3,215,258,83.3,3362,812,110,119,92.4,88,94,93.6,11,32,34.4,1,0.9,0.7,0.1,8,13,6,0,25,Matches
Matheus Alexandre,br BRA,DF,25-074,7.3,262,328,79.9,4125,1577,141,157,89.8,104,132,78.8,13,23,56.5,0,0.2,0.2,-0.2,4,16,4,3,23,Matches
Lucas Mineiro,br BRA,MF,28-117,6.9,228,276,82.6,4029,1003,92,109,84.4,109,121,90.1,20,32,62.5,0,0.1,0.1,-0.1,2,22,1,0,18,Matches
Ramon,br BRA,DF,23-099,6.4,203,278,73.0,3332,1234,101,112,90.2,72,104,69.2,21,36,58.3,1,0.6,0.4,0.4,11,12,7,6,19,Matches
Fernando Sobral,br BRA,MF,29-186,6.0,234,293,79.9,4043,1237,112,125,89.6,85,108,78.7,30,46,65.2,0,0.7,0.6,-0.7,7,26,7,3,29,Matches
Max,br BRA,"MF,FW",23-039,5.0,119,177,67.2,2199,708,51,66,77.3,46,61,75.4,18,35,51.4,0,0.3,0.2,-0.3,6,18,6,2,21,Matches
Jonathan Cafu,br BRA,"FW,MF",32-346,5.2,107,150,71.3,1529,516,57,71,80.3,35,50,70.0,7,12,58.3,2,0.7,0.8,1.3,5,8,9,4,21,Matches
Bruno Fabiano Alves,br BRA,DF,33-065,4.3,159,171,93.0,3353,1232,36,39,92.3,102,107,95.3,19,23,82.6,0,0.0,0.0,0.0,0,11,1,0,9,Matches
Rikelme,br BRA,DF,20-340,3.7,89,134,66.4,1416,583,52,61,85.2,29,41,70.7,5,20,25.0,0,0.1,0.0,-0.1,2,5,2,1,6,Matches
Derik Lacerda,br BRA,"MF,FW",24-267,3.1,44,53,83.0,623,70,24,29,82.8,16,18,88.9,2,3,66.7,0,0.0,0.1,0.0,0,1,0,0,4,Matches
Railan,br BRA,DF,24-102,2.9,110,138,79.7,1903,775,51,57,89.5,47,57,82.5,9,19,47.4,1,0.2,0.2,0.8,2,12,5,4,12,Matches
Eliel Chrystian,br BRA,"FW,MF",21-146,2.2,13,20,65.0,145,35,10,12,83.3,2,3,66.7,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Lucas Fernandes,br BRA,MF,26-274,1.8,91,105,86.7,1494,366,53,55,96.4,30,35,85.7,8,13,61.5,0,0.0,0.3,0.0,2,8,3,2,11,Matches
Gabriel Knesowitsch,br BRA,DF,20-246,1.8,72,85,84.7,1399,529,18,22,81.8,42,48,87.5,10,12,83.3,0,0.0,0.0,0.0,0,0,1,0,3,Matches
Allyson Aires dos Santos,br BRA,DF,33-241,1.0,35,37,94.6,690,214,8,8,100.0,24,25,96.0,3,3,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Deyverson,br BRA,FW,33-043,0.8,10,14,71.4,213,26,4,6,66.7,4,5,80.0,2,2,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
André Luis,br BRA,"FW,MF",27-060,1.5,41,49,83.7,545,67,28,30,93.3,12,14,85.7,1,1,100.0,0,0.0,0.1,0.0,0,2,0,0,3,Matches
Guilherme Madruga,br BRA,"MF,FW",23-222,1.1,44,55,80.0,684,181,24,26,92.3,17,21,81.0,2,4,50.0,1,0.6,0.2,0.4,4,4,2,0,8,Matches
Luciano Giménez,ar ARG,"FW,MF",24-123,0.8,8,9,88.9,92,6,6,6,100.0,2,2,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Filipe Augusto,br BRA,MF,30-313,0.4,35,35,100.0,654,132,17,17,100.0,11,11,100.0,6,6,100.0,0,0.0,0.1,0.0,0,2,1,0,5,Matches
Squad Total,0,0,28.0,10.0,3281,4106,79.9,59820,21893,1397,1581,88.4,1426,1658,86.0,371,636,58.3,7,6.7,5.2,0.3,75,242,74,28,292,0
Opponent Total,0,0,28.4,10.0,4653,5507,84.5,84323,27696,1988,2178,91.3,2068,2292,90.2,493,758,65.0,12,9.0,9.7,3.0,100,395,86,31,448,0
