Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Sebastiano Luperto,it ITA,DF,26.0,37.8,4,0,0,26,18,1,12,32,26,0,0,0,142,77,58,57.0,Matches
Youssef Maleh,ma MAR,MF,24.0,28.9,11,0,0,56,37,0,47,25,48,0,2,0,172,17,34,33.3,Matches
Nicolò Cambiaghi,it ITA,"FW,MF",22.0,28.4,3,0,0,48,77,3,131,14,39,2,0,0,99,9,25,26.5,Matches
Elia Caprile,it ITA,GK,21.0,23.0,0,0,0,1,7,0,0,0,0,0,0,0,18,10,2,83.3,Matches
Sebastian Walukiewicz,pl POL,DF,23.0,22.8,6,0,0,23,7,2,1,15,28,0,2,0,85,39,49,44.3,Matches
Ardian Ismajli,al ALB,DF,26.0,22.7,2,0,0,18,16,0,4,23,16,0,1,0,72,52,39,57.1,Matches
Alberto Grassi,it ITA,MF,28.0,20.1,6,1,1,22,33,0,5,41,18,0,0,1,124,28,30,48.3,Matches
Bartosz Bereszyński,pl POL,DF,31.0,19.6,3,0,0,23,15,0,16,21,25,0,0,0,81,23,16,59.0,Matches
Emmanuel Gyasi,gh GHA,"DF,FW",29.0,20.9,8,0,0,40,21,6,23,5,17,0,0,0,90,17,37,31.5,Matches
Răzvan Marin,ro ROU,MF,27.0,20.2,3,0,0,28,18,1,98,6,22,0,0,0,91,12,12,50.0,Matches
Liberato Cacace,nz NZL,DF,22.0,21.2,6,0,0,30,18,1,68,19,24,0,0,0,119,17,22,43.6,Matches
Matteo Cancellieri,it ITA,"FW,MF",21.0,19.9,7,0,0,35,52,13,42,6,22,1,1,0,70,32,67,32.3,Matches
Francesco Caputo,it ITA,FW,35.0,14.1,0,0,0,10,14,20,1,1,0,0,0,0,19,12,23,34.3,Matches
Etrit Berisha,al ALB,GK,34.0,14.0,0,0,0,0,2,0,0,0,0,0,0,0,26,7,0,100.0,Matches
Jacopo Fazzini,it ITA,MF,20.0,13.7,6,0,0,23,27,1,54,12,25,1,1,0,78,14,29,32.6,Matches
Giuseppe Pezzella,it ITA,DF,25.0,12.1,4,0,0,17,17,2,54,2,14,0,1,0,56,13,5,72.2,Matches
Tyronne Ebuehi,ng NGA,DF,27.0,12.2,0,0,0,7,9,3,23,6,9,0,0,0,70,8,18,30.8,Matches
Szymon Żurkowski,pl POL,MF,25.0,9.6,4,0,0,19,17,2,6,6,6,0,0,0,37,7,17,29.2,Matches
Alberto Cerri,it ITA,FW,27.0,6.1,2,0,0,15,9,6,1,3,3,0,0,0,18,41,30,57.7,Matches
Simone Bastoni,it ITA,"MF,DF",26.0,8.3,3,0,0,17,13,0,36,11,13,0,0,0,37,8,11,42.1,Matches
Tommaso Baldanzi,it ITA,"MF,FW",20.0,8.3,1,0,0,4,16,2,16,2,2,0,0,0,27,1,6,14.3,Matches
M'Baye Niang,sn SEN,FW,28.0,7.9,1,0,0,15,24,9,4,3,1,0,0,0,14,24,38,38.7,Matches
Filippo Ranocchia,it ITA,"MF,DF",22.0,5.3,3,0,0,11,8,0,10,3,11,0,0,0,16,6,4,60.0,Matches
Viktor Kovalenko,ua UKR,MF,27.0,6.8,1,0,0,7,10,2,13,1,2,0,0,0,23,8,14,36.4,Matches
Steven Shpendi,al ALB,"FW,MF",20.0,4.6,0,0,0,12,13,4,0,1,0,0,0,0,13,3,18,14.3,Matches
Mattia Destro,it ITA,"FW,MF",32.0,4.1,2,0,0,6,7,4,0,2,1,0,0,0,9,13,17,43.3,Matches
Daniel Maldini,it ITA,"FW,MF",21.0,2.9,1,0,0,8,5,0,5,2,2,0,0,0,6,7,5,58.3,Matches
Nicolas Haas,ch SUI,MF,27.0,1.0,1,0,0,1,1,0,0,1,3,0,0,0,9,3,0,100.0,Matches
Samuele Perisan,it ITA,GK,25.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,Matches
Roberto Piccoli,it ITA,FW,22.0,0.4,0,0,0,1,1,0,0,0,1,0,0,0,1,1,2,33.3,Matches
Giacomo Corona,it ITA,FW,19.0,0.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Emmanuel Ekong,se SWE,FW,21.0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Liam Henderson,sct SCO,MF,27.0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,Matches
Andrea Sodero,it ITA,MF,18.0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,Matches
Squad Total,0,0,26.0,38.0,88,1,1,524,514,82,672,263,378,4,8,1,1623,509,628,44.8,0
Opponent Total,0,0,26.4,38.0,71,3,2,530,487,49,814,261,334,6,5,3,1687,628,509,55.2,0
