Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Sebastiano Luperto,it ITA,DF,26.0,37.8,1455,1785,81.5,28218,10204,480,537,89.4,821,916,89.6,142,295,48.1,1,1.0,0.9,0.0,11,89,4,1,100,Matches
Youssef Maleh,ma MAR,MF,24.0,28.9,790,1028,76.8,12512,4095,418,470,88.9,273,332,82.2,62,145,42.8,1,2.4,2.0,-1.4,34,77,30,9,117,Matches
Nicolò Cambiaghi,it ITA,"FW,MF",22.0,28.4,483,694,69.6,7640,1560,255,301,84.7,173,240,72.1,34,78,43.6,1,2.8,2.7,-1.8,31,22,25,15,63,Matches
Elia Caprile,it ITA,GK,21.0,23.0,555,820,67.7,16234,12618,69,71,97.2,296,304,97.4,190,441,43.1,0,0.3,0.0,-0.3,2,13,0,0,0,Matches
Sebastian Walukiewicz,pl POL,DF,23.0,22.8,842,1018,82.7,17714,6732,214,252,84.9,509,567,89.8,115,185,62.2,0,0.1,0.2,-0.1,3,50,2,0,45,Matches
Ardian Ismajli,al ALB,DF,26.0,22.7,864,1042,82.9,17451,6136,246,274,89.8,511,568,90.0,100,167,59.9,0,0.1,0.3,-0.1,4,46,5,1,49,Matches
Alberto Grassi,it ITA,MF,28.0,20.1,696,861,80.8,11955,4165,326,370,88.1,289,339,85.3,59,104,56.7,1,0.6,1.3,0.4,6,89,6,0,75,Matches
Bartosz Bereszyński,pl POL,DF,31.0,19.6,673,867,77.6,11383,5041,352,394,89.3,255,322,79.2,56,106,52.8,1,0.3,0.4,0.7,8,60,7,3,69,Matches
Emmanuel Gyasi,gh GHA,"DF,FW",29.0,20.9,412,550,74.9,5864,1972,244,292,83.6,138,177,78.0,12,29,41.4,2,1.5,1.0,0.5,10,22,14,3,41,Matches
Răzvan Marin,ro ROU,MF,27.0,20.2,671,907,74.0,12562,4126,289,338,85.5,265,315,84.1,99,212,46.7,3,3.0,2.9,0.0,33,62,13,6,72,Matches
Liberato Cacace,nz NZL,DF,22.0,21.2,832,1110,75.0,14084,5589,427,475,89.9,321,403,79.7,75,186,40.3,1,1.7,1.4,-0.7,21,67,13,5,84,Matches
Matteo Cancellieri,it ITA,"FW,MF",21.0,19.9,222,379,58.6,3245,789,128,172,74.4,72,117,61.5,12,42,28.6,3,2.9,2.1,0.1,17,13,9,3,26,Matches
Francesco Caputo,it ITA,FW,35.0,14.1,164,216,75.9,2140,396,93,118,78.8,42,47,89.4,9,14,64.3,0,0.7,0.8,-0.7,10,9,3,0,18,Matches
Etrit Berisha,al ALB,GK,34.0,14.0,339,494,68.6,8491,5766,73,73,100.0,184,188,97.9,81,228,35.5,0,0.0,0.0,0.0,0,6,0,0,0,Matches
Jacopo Fazzini,it ITA,MF,20.0,13.7,343,499,68.7,5521,1816,167,205,81.5,134,180,74.4,27,72,37.5,1,2.3,1.7,-1.3,24,32,9,3,47,Matches
Giuseppe Pezzella,it ITA,DF,25.0,12.1,434,585,74.2,6940,2645,237,271,87.5,160,197,81.2,29,77,37.7,0,0.5,1.2,-0.5,8,33,15,11,44,Matches
Tyronne Ebuehi,ng NGA,DF,27.0,12.2,426,570,74.7,6790,2586,233,260,89.6,152,205,74.1,29,66,43.9,1,0.9,0.6,0.1,11,22,9,4,37,Matches
Szymon Żurkowski,pl POL,MF,25.0,9.6,193,245,78.8,2886,649,107,129,82.9,74,91,81.3,7,12,58.3,0,0.1,0.2,-0.1,4,19,5,1,20,Matches
Alberto Cerri,it ITA,FW,27.0,6.1,68,136,50.0,877,149,50,82,61.0,16,33,48.5,2,4,50.0,0,0.2,0.3,-0.2,4,2,1,0,9,Matches
Simone Bastoni,it ITA,"MF,DF",26.0,8.3,246,360,68.3,4104,1653,116,141,82.3,93,121,76.9,28,69,40.6,0,0.5,1.0,-0.5,12,25,6,2,31,Matches
Tommaso Baldanzi,it ITA,"MF,FW",20.0,8.3,201,257,78.2,3075,751,102,119,85.7,70,86,81.4,15,22,68.2,0,1.0,0.8,-1.0,13,12,11,3,30,Matches
M'Baye Niang,sn SEN,FW,28.0,7.9,90,140,64.3,1379,305,50,72,69.4,28,39,71.8,8,18,44.4,1,0.9,0.2,0.1,9,8,3,2,11,Matches
Filippo Ranocchia,it ITA,"MF,DF",22.0,5.3,152,216,70.4,2895,1062,61,73,83.6,66,80,82.5,21,51,41.2,0,0.5,1.0,-0.5,4,17,4,0,21,Matches
Viktor Kovalenko,ua UKR,MF,27.0,6.8,179,250,71.6,2662,743,100,122,82.0,63,87,72.4,11,27,40.7,1,0.8,0.6,0.2,8,15,5,2,20,Matches
Steven Shpendi,al ALB,"FW,MF",20.0,4.6,57,76,75.0,717,101,36,44,81.8,16,19,84.2,0,0,0.0,1,0.5,0.2,0.5,5,3,3,0,6,Matches
Mattia Destro,it ITA,"FW,MF",32.0,4.1,41,63,65.1,567,71,22,32,68.8,17,25,68.0,1,1,100.0,0,0.3,0.0,-0.3,3,2,0,0,4,Matches
Daniel Maldini,it ITA,"FW,MF",21.0,2.9,61,80,76.3,965,212,30,33,90.9,22,27,81.5,5,8,62.5,0,0.0,0.2,0.0,1,5,3,0,10,Matches
Nicolas Haas,ch SUI,MF,27.0,1.0,46,51,90.2,865,312,20,21,95.2,21,21,100.0,5,6,83.3,0,0.0,0.0,0.0,0,7,1,0,6,Matches
Samuele Perisan,it ITA,GK,25.0,1.0,27,34,79.4,551,340,10,10,100.0,11,11,100.0,5,12,41.7,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Roberto Piccoli,it ITA,FW,22.0,0.4,4,6,66.7,47,16,3,4,75.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Giacomo Corona,it ITA,FW,19.0,0.1,2,2,100.0,41,0,1,1,100.0,0,0,0.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Emmanuel Ekong,se SWE,FW,21.0,0.1,1,1,100.0,12,0,1,1,100.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,Matches
Liam Henderson,sct SCO,MF,27.0,0.1,2,5,40.0,40,0,1,2,50.0,1,1,100.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Andrea Sodero,it ITA,MF,18.0,0.1,0,1,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,0,0,26.0,38.0,11571,15348,75.4,210427,82600,4961,5759,86.1,5094,6059,84.1,1240,2680,46.3,19,25.8,24.1,-6.8,297,827,206,74,1056,0
Opponent Total,0,0,26.4,38.0,15981,19821,80.6,289846,100899,6929,7832,88.5,7018,8054,87.1,1715,3018,56.8,37,38.0,37.2,-1.0,436,1206,341,103,1573,0
