Player,Nation,Pos,Age,MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches,League,Team,Playing Time MP
Ruben van Bommel,nl NED,FW,18.0,29.0,21,1548.0,17.2,6.0,1.0,7.0,6.0,0.0,0.0,2.0,0.0,3.7,3.7,2.7,6.4,53.0,66.0,176.0,0.35,0.06,0.41,0.35,0.41,0.22,0.16,0.37,0.22,0.37,Matches,Eredivise,AZ Alkmaar,
Alexandre Penetra,pt POR,DF,21.0,25.0,19,1756.0,19.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,2.0,8.0,66.0,7.0,0.0,0.05,0.05,0.0,0.05,0.05,0.05,0.1,0.05,0.1,Matches,Eredivise,AZ Alkmaar,
Myron van Brederode,nl NED,FW,20.0,29.0,13,1311.0,14.6,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,1.7,1.7,3.2,4.9,64.0,82.0,146.0,0.14,0.27,0.41,0.14,0.41,0.11,0.22,0.34,0.11,0.34,Matches,Eredivise,AZ Alkmaar,
Wouter Goes,nl NED,DF,19.0,15.0,13,1138.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.4,0.5,20.0,58.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04,Matches,Eredivise,AZ Alkmaar,
Kristijan Belic,rs SRB,MF,22.0,14.0,13,921.0,10.2,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.9,0.9,0.4,1.2,13.0,64.0,17.0,0.0,0.1,0.1,0.0,0.1,0.09,0.04,0.12,0.09,0.12,Matches,Eredivise,AZ Alkmaar,
Mayckel Lahdo,se SWE,FW,20.0,15.0,10,769.0,8.5,3.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,1.2,1.2,1.1,2.3,39.0,21.0,105.0,0.35,0.47,0.82,0.35,0.82,0.14,0.12,0.27,0.14,0.27,Matches,Eredivise,AZ Alkmaar,
Bruno Martins Indi,nl NED,DF,31.0,14.0,7,759.0,8.4,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,2.1,3.0,22.0,68.0,5.0,0.12,0.24,0.36,0.12,0.36,0.11,0.25,0.36,0.11,0.36,Matches,Eredivise,AZ Alkmaar,
Tiago Dantas,pt POR,MF,22.0,20.0,6,693.0,7.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.4,1.4,0.8,2.2,13.0,64.0,14.0,0.13,0.13,0.26,0.13,0.26,0.18,0.11,0.29,0.18,0.29,Matches,Eredivise,AZ Alkmaar,
Ernest Poku,nl NED,FW,19.0,21.0,5,663.0,7.4,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,2.2,2.2,1.5,3.7,39.0,9.0,76.0,0.14,0.41,0.54,0.14,0.54,0.3,0.2,0.5,0.3,0.5,Matches,Eredivise,AZ Alkmaar,
Ibrahim Sadiq,gh GHA,"FW,MF",23.0,16.0,5,658.0,7.3,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,1.7,1.7,0.9,2.6,12.0,20.0,56.0,0.27,0.41,0.68,0.27,0.68,0.23,0.13,0.35,0.23,0.35,Matches,Eredivise,AZ Alkmaar,
Jens Odgaard,dk DEN,"FW,MF",24.0,17.0,4,444.0,4.9,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.1,2.1,1.2,3.3,14.0,19.0,43.0,0.2,0.41,0.61,0.2,0.61,0.43,0.24,0.68,0.43,0.68,Matches,Eredivise,AZ Alkmaar,
Mees de Wit,nl NED,DF,25.0,10.0,4,412.0,4.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.4,0.7,6.0,31.0,9.0,0.22,0.0,0.22,0.22,0.22,0.06,0.09,0.15,0.06,0.15,Matches,Eredivise,AZ Alkmaar,
Rome-Jayden Owusu-Oduro,nl NED,GK,19.0,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,AZ Alkmaar,
Denso Kasius,nl NED,DF,20.0,16.0,3,453.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4,0.4,0.5,0.9,20.0,20.0,40.0,0.0,0.2,0.2,0.0,0.2,0.08,0.09,0.18,0.08,0.18,Matches,Eredivise,AZ Alkmaar,
Djordje Mihailovic,us USA,MF,24.0,8.0,3,277.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.7,0.9,3.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.06,0.24,0.3,0.06,0.3,Matches,Eredivise,AZ Alkmaar,
Jayden Addai,nl NED,FW,17.0,8.0,2,297.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.4,11.0,8.0,29.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.11,0.07,0.11,Matches,Eredivise,AZ Alkmaar,
Pantelis Hatzidiakos,gr GRE,DF,26.0,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.16,0.2,0.04,0.2,Matches,Eredivise,AZ Alkmaar,
Kenzo Goudmijn,nl NED,MF,21.0,8.0,1,245.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,6.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07,Matches,Eredivise,AZ Alkmaar,
Hobie Verhulst,nl NED,GK,30.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,AZ Alkmaar,
Dave Kwakman,nl NED,MF,18.0,3.0,1,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,Eredivise,AZ Alkmaar,
Maxim Dekker,nl NED,DF,19.0,5.0,0,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,AZ Alkmaar,
Lequincio Zeefuik,nl NED,"MF,FW",18.0,6.0,0,59.0,0.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,2.0,3.0,5.0,0.0,1.53,1.53,0.0,1.53,0.25,0.51,0.76,0.25,0.76,Matches,Eredivise,AZ Alkmaar,
Finn Stam,nl NED,DF,20.0,1.0,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,AZ Alkmaar,
Mexx Meerdink,nl NED,"FW,MF",20.0,2.0,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Eredivise,AZ Alkmaar,
Kees Smit,nl NED,MF,17.0,1.0,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,AZ Alkmaar,
Daniel Deen,nl NED,GK,20.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,AZ Alkmaar,
Gonçalo Esteves,pt POR,DF,19.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,AZ Alkmaar,
Tristan Kuijsten,nl NED,GK,18.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,AZ Alkmaar,
Enoch Mastoras,nl NED,MF,17.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,AZ Alkmaar,
Lewis Schouten,nl NED,MF,19.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,AZ Alkmaar,
Sem Westerveld,nl NED,GK,21.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,AZ Alkmaar,
Kiyani Zeggen,nl NED,GK,16.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,AZ Alkmaar,
Stijn van Gassel,nl NED,GK,26.0,,34,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,Excelsior,34.0
Siebe Horemans,be BEL,DF,25.0,,34,3025.0,33.6,3.0,4.0,7.0,3.0,0.0,0.0,5.0,1.0,2.0,2.0,4.0,6.0,46.0,100.0,91.0,0.09,0.12,0.21,0.09,0.21,0.06,0.12,0.18,0.06,0.18,Matches,Eredivise,Excelsior,34.0
Julian Baas,nl NED,MF,21.0,,33,2882.0,32.0,2.0,2.0,4.0,1.0,1.0,1.0,8.0,0.0,1.7,0.9,3.4,4.3,20.0,95.0,46.0,0.06,0.06,0.12,0.03,0.09,0.05,0.11,0.16,0.03,0.14,Matches,Eredivise,Excelsior,33.0
Arthur Zagre,fr FRA,DF,21.0,,28,2313.0,25.7,1.0,4.0,5.0,1.0,0.0,0.0,6.0,1.0,1.6,1.6,1.5,3.1,66.0,72.0,79.0,0.04,0.16,0.19,0.04,0.19,0.06,0.06,0.12,0.06,0.12,Matches,Eredivise,Excelsior,28.0
Casper Widell,se SWE,DF,20.0,,27,2326.0,25.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1,1.0,6.0,59.0,1.0,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.04,Matches,Eredivise,Excelsior,30.0
Redouan El Yaakoubi,nl NED,"DF,MF",27.0,,25,2262.0,25.1,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,1.2,1.2,2.2,3.4,29.0,122.0,12.0,0.0,0.12,0.12,0.0,0.12,0.05,0.09,0.14,0.05,0.14,Matches,Eredivise,Excelsior,27.0
Couhaib Driouech,ma MAR,"FW,MF",21.0,,24,1920.0,21.3,6.0,6.0,12.0,6.0,0.0,0.0,4.0,0.0,4.3,4.3,5.7,10.0,123.0,64.0,147.0,0.28,0.28,0.56,0.28,0.56,0.2,0.27,0.47,0.2,0.47,Matches,Eredivise,Excelsior,26.0
Lazaros Lamprou,gr GRE,"FW,MF",25.0,,20,1616.0,18.0,6.0,5.0,11.0,6.0,0.0,0.0,4.0,1.0,7.6,7.6,3.6,11.2,68.0,45.0,114.0,0.33,0.28,0.61,0.33,0.61,0.42,0.2,0.62,0.42,0.62,Matches,Eredivise,Excelsior,28.0
Cisse Sandra,be BEL,MF,19.0,,19,1670.0,18.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.1,2.1,0.9,3.0,15.0,46.0,35.0,0.05,0.05,0.11,0.05,0.11,0.11,0.05,0.16,0.11,0.16,Matches,Eredivise,Excelsior,26.0
Troy Parrott,ie IRL,FW,21.0,,18,1588.0,17.6,10.0,4.0,14.0,10.0,0.0,0.0,2.0,1.0,9.5,9.5,3.3,12.8,38.0,22.0,82.0,0.57,0.23,0.79,0.57,0.79,0.53,0.18,0.72,0.53,0.72,Matches,Eredivise,Excelsior,25.0
Kenzo Goudmijn,nl NED,"MF,FW",21.0,,18,1570.0,17.4,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,2.1,3.0,54.0,155.0,39.0,0.0,0.11,0.11,0.0,0.11,0.05,0.12,0.17,0.05,0.17,Matches,Eredivise,Excelsior,18.0
Sven Nieuwpoort,nl NED,DF,30.0,,17,1463.0,16.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.2,1.0,22.0,0.0,0.06,0.0,0.06,0.06,0.06,0.01,0.0,0.01,0.01,0.01,Matches,Eredivise,Excelsior,22.0
Derensili Fernandes,nl NED,"FW,MF",22.0,,16,1291.0,14.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.8,1.8,3.5,5.3,44.0,45.0,107.0,0.14,0.0,0.14,0.14,0.14,0.12,0.25,0.37,0.12,0.37,Matches,Eredivise,Excelsior,30.0
Lance Duijvestijn,nl NED,"MF,FW",24.0,,13,1096.0,12.2,4.0,5.0,9.0,4.0,0.0,0.0,1.0,0.0,2.6,2.6,3.3,5.9,16.0,53.0,73.0,0.33,0.41,0.74,0.33,0.74,0.22,0.27,0.49,0.22,0.49,Matches,Eredivise,Excelsior,14.0
Noah Naujoks,nl NED,"MF,FW",21.0,,10,1051.0,11.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.2,1.2,0.7,1.9,6.0,24.0,28.0,0.0,0.09,0.09,0.0,0.09,0.1,0.06,0.16,0.1,0.16,Matches,Eredivise,Excelsior,23.0
Nikolas Agrafiotis,nl NED,FW,23.0,,10,758.0,8.4,5.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3,5.3,7.0,12.0,44.0,0.59,0.24,0.83,0.59,0.83,0.47,0.16,0.62,0.47,0.62,Matches,Eredivise,Excelsior,18.0
Mimeirhel Benita,nl NED,DF,19.0,,9,947.0,10.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.5,0.7,7.0,29.0,40.0,0.0,0.1,0.1,0.0,0.1,0.02,0.04,0.07,0.02,0.07,Matches,Eredivise,Excelsior,20.0
Serano Seymor,nl NED,DF,21.0,,4,369.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,Excelsior,9.0
Kian Fitz-Jim,nl NED,MF,20.0,,3,398.0,4.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.6,1.2,11.0,21.0,11.0,0.0,0.23,0.23,0.0,0.23,0.14,0.13,0.27,0.14,0.27,Matches,Eredivise,Excelsior,10.0
Kik Pierie,nl NED,DF,23.0,,3,296.0,3.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,1.0,11.0,0.0,0.3,0.0,0.3,0.3,0.3,0.09,0.0,0.09,0.09,0.09,Matches,Eredivise,Excelsior,5.0
Siem de Moes,nl NED,DF,19.0,,3,292.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Eredivise,Excelsior,7.0
Richie Omorowa,se SWE,FW,19.0,,2,514.0,5.7,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,2.6,2.6,1.2,3.8,1.0,5.0,29.0,0.35,0.35,0.7,0.35,0.7,0.45,0.2,0.66,0.45,0.66,Matches,Eredivise,Excelsior,22.0
Oscar Uddenäs,se SWE,"FW,MF",20.0,,2,470.0,5.2,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.4,1.4,0.4,1.7,6.0,6.0,36.0,0.57,0.0,0.57,0.57,0.57,0.26,0.07,0.33,0.26,0.33,Matches,Eredivise,Excelsior,23.0
Ian Smeulers,nl NED,DF,23.0,,1,178.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Eredivise,Excelsior,6.0
Lennard Hartjes,nl NED,MF,20.0,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,Excelsior,1.0
Mike van Duinen,nl NED,"FW,MF",31.0,,0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Eredivise,Excelsior,7.0
Jeremy Udenhout,nl NED,DF,20.0,,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,Excelsior,2.0
Norbert Alblas,nl NED,GK,28.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,Excelsior,0.0
Jose De Almeida Reis,0,DF,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,Excelsior,0.0
Jacky Donkor,be BEL,FW,24.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,Excelsior,0.0
Raphaël Eyongo,nl NED,FW,20.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,Excelsior,0.0
Adrian Fein,de GER,MF,24.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,Excelsior,0.0
Cedric Hatenboer,nl NED,MF,18.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,Excelsior,0.0
Pascal Kuiper,nl NED,GK,19.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,Excelsior,0.0
Lutsharel Geertruida,nl NED,DF,23.0,34.0,34,3038.0,33.8,8.0,5.0,13.0,7.0,1.0,1.0,2.0,0.0,8.3,7.5,4.8,12.4,86.0,268.0,91.0,0.24,0.15,0.39,0.21,0.36,0.25,0.14,0.39,0.22,0.37,Matches,Eredivise,Feyenoord,
Dávid Hancko,sk SVK,DF,25.0,34.0,34,3034.0,33.7,5.0,2.0,7.0,4.0,1.0,1.0,2.0,0.0,5.6,4.5,3.8,8.4,91.0,272.0,65.0,0.15,0.06,0.21,0.12,0.18,0.17,0.11,0.28,0.13,0.25,Matches,Eredivise,Feyenoord,
Quinten Timber,nl NED,MF,22.0,31.0,31,2663.0,29.6,7.0,9.0,16.0,7.0,0.0,0.0,4.0,0.0,6.8,6.7,7.1,13.7,60.0,187.0,173.0,0.24,0.3,0.54,0.24,0.54,0.23,0.24,0.47,0.23,0.46,Matches,Eredivise,Feyenoord,
Mats Wieffer,nl NED,MF,23.0,29.0,29,2590.0,28.8,5.0,3.0,8.0,5.0,0.0,0.0,2.0,0.0,5.2,5.2,3.2,8.4,45.0,231.0,87.0,0.17,0.1,0.28,0.17,0.28,0.18,0.11,0.29,0.18,0.29,Matches,Eredivise,Feyenoord,
Santiago Giménez,mx MEX,FW,22.0,30.0,29,2370.0,26.3,23.0,6.0,29.0,21.0,2.0,4.0,3.0,0.0,22.8,19.6,5.0,24.6,47.0,37.0,211.0,0.87,0.23,1.1,0.8,1.03,0.86,0.19,1.06,0.74,0.93,Matches,Eredivise,Feyenoord,
Calvin Stengs,nl NED,"MF,FW",24.0,29.0,26,2095.0,23.3,6.0,12.0,18.0,6.0,0.0,0.0,2.0,0.0,5.2,5.2,7.8,13.0,75.0,146.0,171.0,0.26,0.52,0.77,0.26,0.77,0.22,0.34,0.56,0.22,0.56,Matches,Eredivise,Feyenoord,
Quilindschy Hartman,nl NED,DF,21.0,26.0,26,2070.0,23.0,0.0,5.0,5.0,0.0,0.0,0.0,3.0,0.0,1.4,1.4,5.5,6.9,45.0,152.0,116.0,0.0,0.22,0.22,0.0,0.22,0.06,0.24,0.3,0.06,0.3,Matches,Eredivise,Feyenoord,
Igor Paixão,br BRA,FW,23.0,31.0,25,1924.0,21.4,9.0,3.0,12.0,9.0,0.0,0.0,3.0,0.0,7.5,7.5,6.3,13.8,84.0,57.0,250.0,0.42,0.14,0.56,0.42,0.56,0.35,0.29,0.64,0.35,0.64,Matches,Eredivise,Feyenoord,
Timon Wellenreuther,de GER,GK,27.0,19.0,17,1598.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.5,0.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Eredivise,Feyenoord,
Justin Bijlow,nl NED,GK,25.0,17.0,17,1462.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,Feyenoord,
Yankuba Minteh,gm GAM,FW,19.0,27.0,17,1456.0,16.2,10.0,5.0,15.0,10.0,0.0,0.0,0.0,0.0,9.8,9.8,4.3,14.1,127.0,40.0,264.0,0.62,0.31,0.93,0.62,0.93,0.6,0.27,0.87,0.6,0.87,Matches,Eredivise,Feyenoord,
Gernot Trauner,at AUT,DF,31.0,19.0,16,1362.0,15.1,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,1.1,1.8,24.0,112.0,4.0,0.07,0.13,0.2,0.07,0.2,0.05,0.07,0.12,0.05,0.12,Matches,Eredivise,Feyenoord,
Ramiz Zerrouki,dz ALG,MF,25.0,26.0,15,1387.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,1.8,2.2,27.0,153.0,38.0,0.0,0.0,0.0,0.0,0.0,0.02,0.12,0.14,0.02,0.14,Matches,Eredivise,Feyenoord,
Thomas Beelen,nl NED,DF,22.0,20.0,14,1297.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.4,1.2,26.0,120.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,Matches,Eredivise,Feyenoord,
Luka Ivanušec,hr CRO,FW,24.0,24.0,14,1159.0,12.9,3.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,3.1,3.1,6.3,9.5,55.0,74.0,178.0,0.23,0.39,0.62,0.23,0.62,0.24,0.49,0.74,0.24,0.74,Matches,Eredivise,Feyenoord,
Bart Nieuwkoop,nl NED,DF,27.0,21.0,9,855.0,9.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.8,1.8,1.8,3.6,13.0,54.0,52.0,0.11,0.11,0.21,0.11,0.21,0.19,0.19,0.38,0.19,0.38,Matches,Eredivise,Feyenoord,
Ayase Ueda,jp JPN,"FW,MF",24.0,26.0,5,833.0,9.3,5.0,2.0,7.0,5.0,0.0,1.0,0.0,0.0,8.3,7.5,2.5,9.9,10.0,21.0,80.0,0.54,0.22,0.76,0.54,0.76,0.89,0.27,1.16,0.81,1.07,Matches,Eredivise,Feyenoord,
Marcos López,pe PER,DF,23.0,12.0,4,465.0,5.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.3,1.5,17.0,44.0,23.0,0.0,0.19,0.19,0.0,0.19,0.05,0.25,0.3,0.05,0.3,Matches,Eredivise,Feyenoord,
Alireza Jahanbakhsh,ir IRN,"FW,MF",29.0,16.0,3,459.0,5.1,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.3,1.3,1.9,3.2,20.0,34.0,91.0,0.0,0.39,0.39,0.0,0.39,0.26,0.37,0.63,0.26,0.63,Matches,Eredivise,Feyenoord,
Javairô Dilrosun,nl NED,"FW,MF",25.0,8.0,3,315.0,3.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.9,1.3,23.0,16.0,43.0,0.29,0.29,0.57,0.29,0.57,0.12,0.26,0.38,0.12,0.38,Matches,Eredivise,Feyenoord,
Thomas van den Belt,nl NED,MF,22.0,9.0,3,274.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,6.0,10.0,21.0,0.0,0.0,0.0,0.0,0.0,0.17,0.06,0.22,0.17,0.22,Matches,Eredivise,Feyenoord,
