Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
José Luis García Vayá,es ESP,MF,24.0,37,3302.0,89.0,96.5,36.7,37,89.0,34,0,0.0,0,1.32,39.0,43.0,-4.0,-0.11,0.65,41.5,45.8,-4.3,-0.12,0.02,Matches
Giorgi Mamardashvili,ge GEO,GK,22.0,37,3284.0,89.0,96.0,36.5,37,89.0,36,0,0.0,0,1.32,40.0,41.0,-1.0,-0.03,2.62,42.2,45.2,-3.1,-0.08,0.87,Matches
Hugo Duro,es ESP,FW,23.0,37,2976.0,80.0,87.0,33.1,35,83.0,13,2,30.0,0,1.32,35.0,33.0,2.0,0.06,1.48,35.8,35.4,0.3,0.01,0.99,Matches
Cristhian Mosquera,co COL,DF,19.0,36,3075.0,85.0,89.9,34.2,33,90.0,32,3,35.0,1,1.19,37.0,41.0,-4.0,-0.12,0.14,39.1,44.3,-5.2,-0.15,-0.33,Matches
Diego López,es ESP,"MF,FW",21.0,36,2656.0,74.0,77.7,29.5,30,81.0,8,6,40.0,0,1.33,28.0,34.0,-6.0,-0.2,-0.32,32.5,36.1,-3.5,-0.12,-0.01,Matches
Javier Guerra,es ESP,MF,20.0,36,2498.0,69.0,73.0,27.8,28,83.0,16,8,22.0,0,1.25,28.0,34.0,-6.0,-0.22,-0.31,29.9,33.7,-3.7,-0.13,-0.06,Matches
Francisco Perez,es ESP,"MF,FW",20.0,32,2049.0,64.0,59.9,22.8,27,70.0,2,5,30.0,0,1.47,24.0,16.0,8.0,0.35,1.2,23.9,22.1,1.8,0.08,0.49,Matches
Thierry Correia,pt POR,DF,24.0,31,2154.0,69.0,63.0,23.9,25,80.0,12,6,26.0,1,1.32,27.0,30.0,-3.0,-0.13,0.02,28.1,29.1,-1.0,-0.04,0.2,Matches
José Luis Gayà,es ESP,DF,28.0,24,1791.0,75.0,52.4,19.9,22,80.0,14,2,21.0,1,1.46,24.0,23.0,1.0,0.05,0.38,24.6,24.1,0.5,0.02,0.3,Matches
Dimitri Foulquier,fr FRA,"DF,MF",30.0,33,1842.0,56.0,53.9,20.5,19,83.0,14,14,19.0,0,1.36,20.0,22.0,-2.0,-0.1,0.07,22.0,27.9,-5.9,-0.29,-0.36,Matches
Cenk Özkacar,tr TUR,DF,22.0,23,1598.0,69.0,46.7,17.8,18,85.0,15,5,14.0,13,1.09,11.0,21.0,-10.0,-0.56,-0.81,16.6,22.4,-5.8,-0.33,-0.39,Matches
Gabriel Paulista,br BRA,DF,32.0,18,1398.0,78.0,40.9,15.5,16,85.0,12,2,19.0,0,1.5,17.0,19.0,-2.0,-0.13,0.0,17.9,16.3,1.6,0.1,0.38,Matches
Sergi Canós,es ESP,"MF,FW",26.0,27,1229.0,46.0,35.9,13.7,15,61.0,1,12,26.0,1,1.15,21.0,20.0,1.0,0.07,0.32,20.8,18.7,2.1,0.16,0.43,Matches
Hugo Guillamón,es ESP,MF,23.0,26,1315.0,51.0,38.5,14.6,12,86.0,8,14,20.0,11,1.5,15.0,19.0,-4.0,-0.27,-0.23,16.3,21.8,-5.5,-0.38,-0.42,Matches
Mouctar Diakhaby,gn GUI,"DF,MF",26.0,14,1073.0,77.0,31.4,11.9,12,84.0,9,2,31.0,2,1.14,11.0,15.0,-4.0,-0.34,-0.3,9.0,16.3,-7.3,-0.62,-0.73,Matches
Domingos André Ribeiro Almeida,pt POR,"FW,MF",23.0,18,965.0,54.0,28.2,10.7,12,67.0,2,6,26.0,3,1.0,15.0,11.0,4.0,0.37,0.7,13.9,12.5,1.4,0.13,0.35,Matches
Roman Yaremchuk,ua UKR,FW,27.0,25,928.0,37.0,27.1,10.3,11,60.0,0,14,20.0,4,1.16,12.0,12.0,0.0,0.0,0.18,13.7,15.1,-1.4,-0.14,-0.03,Matches
Yarek Hernandis,es ESP,DF,18.0,14,735.0,53.0,21.5,8.2,7,90.0,5,7,15.0,16,1.0,9.0,14.0,-5.0,-0.61,-0.61,12.4,11.7,0.8,0.09,0.27,Matches
Selim Amallah,ma MAR,"FW,MF",26.0,20,604.0,30.0,17.7,6.7,7,62.0,1,13,13.0,7,1.45,4.0,6.0,-2.0,-0.3,-0.2,4.3,7.1,-2.8,-0.41,-0.35,Matches
Jesus Vazquez,es ESP,"DF,MF",20.0,20,716.0,36.0,20.9,8.0,6,81.0,3,14,17.0,7,1.5,11.0,10.0,1.0,0.13,0.33,8.8,11.2,-2.4,-0.3,-0.23,Matches
Peter González,do DOM,"MF,FW",21.0,15,649.0,43.0,19.0,7.2,5,75.0,0,10,28.0,1,0.93,5.0,11.0,-6.0,-0.83,-0.86,10.3,9.8,0.4,0.06,0.22,Matches
Alberto Marí,es ESP,FW,22.0,16,276.0,17.0,8.1,3.1,2,68.0,0,14,10.0,6,1.25,4.0,8.0,-4.0,-1.3,-1.28,5.4,8.6,-3.2,-1.06,-1.02,Matches
Pablo Gozalbez,es ESP,"MF,FW",22.0,5,103.0,21.0,3.0,1.1,1,45.0,0,4,15.0,26,2.0,2.0,2.0,0.0,0.0,0.14,1.4,2.3,-0.8,-0.74,-0.64,Matches
Jaume Doménech,es ESP,GK,32.0,2,79.0,40.0,2.3,0.9,1,33.0,0,1,46.0,32,0.0,0.0,3.0,-3.0,-3.42,-3.36,0.4,1.6,-1.2,-1.42,-1.33,Matches
Hugo González,es ESP,"MF,FW",20.0,9,87.0,10.0,2.5,1.0,0,0.0,0,9,10.0,16,1.22,1.0,1.0,0.0,0.0,0.14,1.8,1.3,0.5,0.51,0.64,Matches
Cristian,es ESP,GK,25.0,1,57.0,57.0,1.7,0.6,0,0.0,0,1,57.0,37,0.0,0.0,1.0,-1.0,-1.58,-1.47,0.5,0.7,-0.2,-0.3,-0.19,Matches
Mario Dominguez,es ESP,FW,19.0,3,25.0,8.0,0.7,0.3,0,0.0,0,3,8.0,4,0.33,0.0,1.0,-1.0,-3.6,-3.49,0.4,0.4,0.0,0.03,0.14,Matches
Ruben Lendinez,es ESP,DF,20.0,1,11.0,11.0,0.3,0.1,0,0.0,0,1,11.0,17,1.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.12,Matches
César Tárrega,es ESP,DF,21.0,1,8.0,8.0,0.2,0.1,0,0.0,0,1,8.0,10,3.0,0.0,0.0,0.0,0.0,0.13,0.2,0.0,0.1,1.57,1.69,Matches
