Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
José Luis García Vayá,es ESP,MF,24.0,36.7,4,0,0,51,40,1,147,49,53,0,1,0,244,57,42,57.6,Matches
Giorgi Mamardashvili,ge GEO,GK,22.0,36.5,3,1,0,3,4,0,0,2,3,0,1,0,34,9,1,90.0,Matches
Hugo Duro,es ESP,FW,23.0,33.1,4,0,0,41,95,17,7,5,8,3,0,0,81,58,125,31.7,Matches
Cristhian Mosquera,co COL,DF,19.0,34.2,2,0,0,25,28,0,1,36,34,0,1,0,147,52,66,44.1,Matches
Diego López,es ESP,"MF,FW",21.0,29.5,2,0,0,26,31,8,65,20,25,1,0,0,121,40,56,41.7,Matches
Javier Guerra,es ESP,MF,20.0,27.8,3,1,0,40,30,2,24,18,24,0,0,0,177,25,32,43.9,Matches
Francisco Perez,es ESP,"MF,FW",20.0,22.8,4,0,0,31,23,8,50,14,17,0,0,0,109,6,19,24.0,Matches
Thierry Correia,pt POR,DF,24.0,23.9,4,1,0,41,41,2,48,33,35,1,1,0,153,16,32,33.3,Matches
José Luis Gayà,es ESP,DF,28.0,19.9,2,0,0,24,12,1,82,11,36,0,0,0,112,11,9,55.0,Matches
Dimitri Foulquier,fr FRA,"DF,MF",30.0,20.5,3,0,0,24,28,2,42,16,22,0,0,0,111,10,17,37.0,Matches
Cenk Özkacar,tr TUR,DF,22.0,17.8,3,0,0,13,8,1,6,18,15,0,1,1,70,31,31,50.0,Matches
Gabriel Paulista,br BRA,DF,32.0,15.5,6,1,1,11,4,0,0,24,7,0,0,0,70,29,19,60.4,Matches
Sergi Canós,es ESP,"MF,FW",26.0,13.7,1,0,0,17,16,2,35,11,13,0,0,0,64,13,11,54.2,Matches
Hugo Guillamón,es ESP,MF,23.0,14.6,7,0,0,36,25,0,6,12,15,0,1,0,80,15,15,50.0,Matches
Mouctar Diakhaby,gn GUI,"DF,MF",26.0,11.9,6,0,0,9,2,0,0,11,11,0,0,0,67,25,13,65.8,Matches
Domingos André Ribeiro Almeida,pt POR,"FW,MF",23.0,10.7,0,0,0,12,20,1,18,6,15,0,0,0,43,4,15,21.1,Matches
Roman Yaremchuk,ua UKR,FW,27.0,10.3,2,0,0,7,13,16,3,1,2,0,0,0,28,26,46,36.1,Matches
Yarek Hernandis,es ESP,DF,18.0,8.2,1,0,0,11,2,0,6,15,12,0,0,1,15,15,4,78.9,Matches
Selim Amallah,ma MAR,"FW,MF",26.0,6.7,5,1,1,21,24,1,4,11,12,0,0,0,36,11,15,42.3,Matches
Jesus Vazquez,es ESP,"DF,MF",20.0,8.0,1,0,0,8,7,1,18,3,12,0,0,0,47,12,19,38.7,Matches
Peter González,do DOM,"MF,FW",21.0,7.2,1,0,0,11,11,1,18,7,3,1,0,0,27,10,10,50.0,Matches
Alberto Marí,es ESP,FW,22.0,3.1,0,0,0,10,6,2,2,0,2,1,0,0,10,8,20,28.6,Matches
Pablo Gozalbez,es ESP,"MF,FW",22.0,1.1,0,0,0,6,2,1,1,1,0,0,0,0,6,1,5,16.7,Matches
Jaume Doménech,es ESP,GK,32.0,0.9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0,Matches
Hugo González,es ESP,"MF,FW",20.0,1.0,0,0,0,3,2,2,9,0,1,0,0,0,8,0,4,0.0,Matches
Cristian,es ESP,GK,25.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
Mario Dominguez,es ESP,FW,19.0,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,Matches
Ruben Lendinez,es ESP,DF,20.0,0.1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0.0,Matches
César Tárrega,es ESP,DF,21.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Squad Total,0,0,23.8,38.0,64,5,2,481,475,69,593,324,379,7,6,2,1863,485,628,43.6,0
Opponent Total,0,0,27.1,38.0,102,5,0,495,456,86,734,269,379,5,9,1,1898,628,485,56.4,0
