Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
José Luis García Vayá,es ESP,MF,24.0,36.7,2447,117,539,1460,476,14,2439,26,12,46.2,10,38.5,1198,5367,2629,30,31,3,16,21,1448,43,Matches
Giorgi Mamardashvili,ge GEO,GK,22.0,36.5,1216,1025,1211,5,0,0,1216,0,0,0.0,0,0.0,613,3426,1932,0,1,1,4,0,422,0,Matches
Hugo Duro,es ESP,FW,23.0,33.1,913,36,92,416,418,123,913,41,13,31.7,22,53.7,512,2033,782,27,20,13,94,38,666,157,Matches
Cristhian Mosquera,co COL,DF,19.0,34.2,1980,274,1105,841,46,15,1980,7,6,85.7,1,14.3,1111,5497,2731,14,6,3,15,4,1240,4,Matches
Diego López,es ESP,"MF,FW",21.0,29.5,1094,24,152,457,504,95,1094,76,28,36.8,40,52.6,598,3673,2078,75,59,29,64,27,720,180,Matches
Javier Guerra,es ESP,MF,20.0,27.8,1292,65,291,720,308,22,1292,78,38,48.7,35,44.9,743,4753,2199,47,46,9,50,52,833,68,Matches
Francisco Perez,es ESP,"MF,FW",20.0,22.8,856,16,144,362,374,43,856,101,40,39.6,47,46.5,578,3862,1719,59,29,17,72,42,599,145,Matches
Thierry Correia,pt POR,DF,24.0,23.9,1605,90,597,739,292,24,1605,51,23,45.1,21,41.2,766,3724,2048,40,27,13,21,8,842,56,Matches
José Luis Gayà,es ESP,DF,28.0,19.9,1246,50,381,564,316,15,1246,18,8,44.4,8,44.4,634,3368,1839,41,29,5,14,7,694,97,Matches
Dimitri Foulquier,fr FRA,"DF,MF",30.0,20.5,1258,47,423,558,290,18,1258,45,22,48.9,16,35.6,577,3158,1668,42,32,6,34,16,659,64,Matches
Cenk Özkacar,tr TUR,DF,22.0,17.8,1035,109,525,469,46,12,1035,8,3,37.5,4,50.0,532,2748,1574,17,8,0,4,3,617,5,Matches
Gabriel Paulista,br BRA,DF,32.0,15.5,963,137,533,415,18,8,963,1,0,0.0,1,100.0,563,2946,1619,2,3,0,2,1,615,2,Matches
Sergi Canós,es ESP,"MF,FW",26.0,13.7,583,7,83,230,280,55,583,38,18,47.4,18,47.4,320,1687,839,32,13,11,30,12,383,88,Matches
Hugo Guillamón,es ESP,MF,23.0,14.6,789,34,183,496,114,5,789,2,2,100.0,0,0.0,382,1402,605,6,5,0,8,8,533,10,Matches
Mouctar Diakhaby,gn GUI,"DF,MF",26.0,11.9,683,95,363,294,31,7,683,5,4,80.0,1,20.0,388,1858,866,7,6,0,9,4,414,1,Matches
Domingos André Ribeiro Almeida,pt POR,"FW,MF",23.0,10.7,514,12,72,245,203,16,514,29,13,44.8,12,41.4,292,1847,861,24,27,6,20,17,367,33,Matches
Roman Yaremchuk,ua UKR,FW,27.0,10.3,315,10,19,140,163,34,315,14,5,35.7,9,64.3,177,877,378,12,11,6,26,17,228,46,Matches
Yarek Hernandis,es ESP,DF,18.0,8.2,415,71,204,157,55,6,415,3,1,33.3,2,66.7,145,562,315,4,7,0,8,1,179,10,Matches
Selim Amallah,ma MAR,"FW,MF",26.0,6.7,293,7,48,133,117,16,293,42,18,42.9,15,35.7,172,954,358,7,13,2,29,15,191,36,Matches
Jesus Vazquez,es ESP,"DF,MF",20.0,8.0,395,32,121,142,137,14,395,20,6,30.0,12,60.0,154,947,477,13,14,0,19,13,162,29,Matches
Peter González,do DOM,"MF,FW",21.0,7.2,272,7,41,94,141,29,272,29,13,44.8,14,48.3,138,866,403,19,8,9,25,7,158,48,Matches
Alberto Marí,es ESP,FW,22.0,3.1,102,6,15,31,56,15,101,5,3,60.0,2,40.0,44,182,85,2,1,2,11,3,62,13,Matches
Pablo Gozalbez,es ESP,"MF,FW",22.0,1.1,42,1,9,12,21,3,42,3,0,0.0,3,100.0,25,72,22,0,1,1,0,0,29,5,Matches
Jaume Doménech,es ESP,GK,32.0,0.9,37,32,37,0,0,0,37,0,0,0.0,0,0.0,18,79,41,0,0,0,0,0,10,0,Matches
Hugo González,es ESP,"MF,FW",20.0,1.0,51,0,5,23,24,1,51,2,0,0.0,1,50.0,27,146,85,2,2,0,5,2,35,7,Matches
Cristian,es ESP,GK,25.0,0.6,20,16,20,0,0,0,20,0,0,0.0,0,0.0,8,35,32,0,0,0,0,0,7,0,Matches
Mario Dominguez,es ESP,FW,19.0,0.3,10,0,0,2,8,2,10,0,0,0.0,0,0.0,4,9,2,0,0,0,2,0,9,1,Matches
Ruben Lendinez,es ESP,DF,20.0,0.1,11,1,3,6,2,1,11,0,0,0.0,0,0.0,1,2,0,0,0,0,0,0,5,3,Matches
César Tárrega,es ESP,DF,21.0,0.1,7,2,6,1,0,0,7,0,0,0.0,0,0.0,3,5,0,0,0,0,0,0,3,0,Matches
Squad Total,0,0,23.8,38.0,20444,2323,7222,9012,4440,593,20435,644,276,42.9,294,45.7,10723,56085,28187,522,399,136,582,318,12130,1151,0
Opponent Total,0,0,27.1,38.0,24786,2064,7654,11522,5816,801,24780,698,309,44.3,309,44.3,14210,70919,35120,621,459,147,635,348,16546,1575,0
