Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
José Luis García Vayá,es ESP,MF,24.0,36.7,78,53,36,36,6,37,71,52.1,34,41,10,31,49,127,71,0,Matches
Giorgi Mamardashvili,ge GEO,GK,22.0,36.5,4,3,4,0,0,4,4,100.0,0,1,0,1,2,6,22,2,Matches
Hugo Duro,es ESP,FW,23.0,33.1,16,8,5,8,3,9,29,31.0,20,24,5,19,5,21,27,0,Matches
Cristhian Mosquera,co COL,DF,19.0,34.2,57,34,36,18,3,25,39,64.1,14,42,23,19,36,93,137,2,Matches
Diego López,es ESP,"MF,FW",21.0,29.5,37,25,14,16,7,13,56,23.2,43,23,1,22,20,57,12,0,Matches
Javier Guerra,es ESP,MF,20.0,27.8,54,24,25,22,7,22,58,37.9,36,27,7,20,18,72,44,0,Matches
Francisco Perez,es ESP,"MF,FW",20.0,22.8,30,17,10,14,6,15,44,34.1,29,19,0,19,14,44,5,0,Matches
Thierry Correia,pt POR,DF,24.0,23.9,63,35,39,20,4,28,49,57.1,21,39,16,23,33,96,61,0,Matches
José Luis Gayà,es ESP,DF,28.0,19.9,71,36,44,23,4,43,67,64.2,24,18,3,15,11,82,42,0,Matches
Dimitri Foulquier,fr FRA,"DF,MF",30.0,20.5,39,22,22,13,4,18,26,69.2,8,10,1,9,16,55,49,1,Matches
Cenk Özkacar,tr TUR,DF,22.0,17.8,26,15,22,4,0,15,23,65.2,8,18,7,11,18,44,84,1,Matches
Gabriel Paulista,br BRA,DF,32.0,15.5,10,7,8,2,0,6,11,54.5,5,15,7,8,24,34,78,0,Matches
Sergi Canós,es ESP,"MF,FW",26.0,13.7,23,13,7,11,5,10,24,41.7,14,14,2,12,11,34,9,0,Matches
Hugo Guillamón,es ESP,MF,23.0,14.6,24,15,7,14,3,11,17,64.7,6,8,3,5,12,36,25,2,Matches
Mouctar Diakhaby,gn GUI,"DF,MF",26.0,11.9,18,11,9,9,0,11,13,84.6,2,17,7,10,11,29,62,0,Matches
Domingos André Ribeiro Almeida,pt POR,"FW,MF",23.0,10.7,25,15,9,12,4,9,19,47.4,10,13,1,12,6,31,5,0,Matches
Roman Yaremchuk,ua UKR,FW,27.0,10.3,5,2,1,2,2,3,6,50.0,3,4,0,4,1,6,9,0,Matches
Yarek Hernandis,es ESP,DF,18.0,8.2,22,12,14,5,3,13,19,68.4,6,15,8,7,15,37,50,1,Matches
Selim Amallah,ma MAR,"FW,MF",26.0,6.7,17,12,7,7,3,3,9,33.3,6,13,0,13,11,28,6,0,Matches
Jesus Vazquez,es ESP,"DF,MF",20.0,8.0,24,12,13,8,3,10,16,62.5,6,17,4,13,3,27,24,0,Matches
Peter González,do DOM,"MF,FW",21.0,7.2,5,3,3,1,1,1,10,10.0,9,11,0,11,7,12,10,0,Matches
Alberto Marí,es ESP,FW,22.0,3.1,4,2,0,1,3,1,1,100.0,0,3,0,3,0,4,5,0,Matches
Pablo Gozalbez,es ESP,"MF,FW",22.0,1.1,1,0,0,0,1,1,6,16.7,5,0,0,0,1,2,2,0,Matches
Jaume Doménech,es ESP,GK,32.0,0.9,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Hugo González,es ESP,"MF,FW",20.0,1.0,2,1,0,2,0,0,0,0.0,0,0,0,0,0,2,0,0,Matches
Cristian,es ESP,GK,25.0,0.6,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Mario Dominguez,es ESP,FW,19.0,0.3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Ruben Lendinez,es ESP,DF,20.0,0.1,2,2,0,2,0,1,1,100.0,0,0,0,0,0,2,1,0,Matches
César Tárrega,es ESP,DF,21.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,Matches
Squad Total,0,0,23.8,38.0,657,379,335,250,72,309,618,50.0,309,392,105,287,324,981,842,9,0
Opponent Total,0,0,27.1,38.0,612,379,293,231,88,294,570,51.6,276,406,87,319,269,881,646,10,0
