Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Willian Pacho,ec ECU,DF,21.0,33.0,1930,2286,84.4,35292,13419,677,748,90.5,1097,1195,91.8,135,280,48.2,3,1.1,1.6,1.9,6,137,10,2,148,Matches
Kevin Trapp,de GER,GK,33.0,32.0,867,1166,74.4,20302,13375,230,230,100.0,443,449,98.7,193,479,40.3,0,0.0,0.0,0.0,0,8,1,0,1,Matches
Robin Koch,de GER,DF,27.0,30.4,1902,2161,88.0,36596,12775,590,638,92.5,1145,1225,93.5,158,262,60.3,0,0.2,0.6,-0.2,4,97,4,0,116,Matches
Tuta,br BRA,DF,24.0,28.9,1614,1906,84.7,29332,10105,648,706,91.8,830,911,91.1,121,228,53.1,2,2.1,2.0,-0.1,12,118,16,2,138,Matches
Omar Marmoush,eg EGY,"FW,MF",24.0,25.6,407,574,70.9,6183,1361,218,273,79.9,135,180,75.0,32,56,57.1,6,4.4,4.4,1.6,40,31,21,2,60,Matches
Junior Dina Ebimbe,fr FRA,"MF,DF",22.0,21.7,715,935,76.5,10995,2999,379,451,84.0,275,343,80.2,38,65,58.5,3,2.9,3.7,0.1,20,62,19,3,79,Matches
Ellyes Skhiri,tn TUN,MF,28.0,24.1,1082,1287,84.1,17184,4753,541,593,91.2,432,495,87.3,71,120,59.2,2,1.0,1.9,1.0,19,76,16,0,110,Matches
Ansgar Knauff,de GER,"MF,DF",21.0,23.4,475,747,63.6,7063,2278,274,355,77.2,160,245,65.3,26,60,43.3,2,2.3,2.7,-0.3,18,25,26,10,57,Matches
Mario Götze,de GER,MF,31.0,23.0,1050,1325,79.2,15793,4244,593,672,88.2,350,439,79.7,69,124,55.6,2,3.0,3.8,-1.0,35,81,32,5,115,Matches
Fares Chaïbi,dz ALG,"MF,FW",20.0,21.2,592,922,64.2,10022,3251,303,382,79.3,191,285,67.0,73,180,40.6,4,6.8,6.1,-2.8,51,57,39,10,86,Matches
Hugo Larsson,se SWE,MF,19.0,21.0,835,965,86.5,13897,3346,376,419,89.7,379,417,90.9,54,76,71.1,1,1.4,1.5,-0.4,10,52,8,4,68,Matches
Aurélio Buta,pt POR,"DF,MF",26.0,19.4,875,1112,78.7,12888,4356,502,570,88.1,293,378,77.5,47,96,49.0,1,0.7,1.7,0.3,9,71,26,6,90,Matches
Philipp Max,de GER,DF,29.0,15.0,742,898,82.6,11783,4002,386,415,93.0,299,358,83.5,45,91,49.5,2,2.8,2.4,-0.8,20,54,15,9,63,Matches
Niels Nkounkou,fr FRA,"DF,MF",22.0,14.5,625,868,72.0,10861,4214,290,347,83.6,271,343,79.0,56,128,43.8,2,2.2,2.0,-0.2,16,57,19,4,61,Matches
Hugo Ekitike,fr FRA,FW,21.0,8.0,131,193,67.9,1934,348,77,110,70.0,38,49,77.6,11,13,84.6,2,1.7,1.5,0.3,12,13,3,1,9,Matches
Sasa Kalajdzic,at AUT,FW,26.0,3.6,61,79,77.2,887,179,32,38,84.2,18,27,66.7,5,6,83.3,1,0.5,0.1,0.5,3,7,1,1,8,Matches
Donny van de Beek,nl NED,"MF,FW",26.0,4.0,109,139,78.4,1428,365,67,75,89.3,30,38,78.9,3,6,50.0,0,0.4,0.6,-0.4,3,8,2,0,10,Matches
Hrvoje Smolčić,hr CRO,DF,22.0,3.9,285,321,88.8,5288,1981,87,102,85.3,172,181,95.0,21,32,65.6,0,0.0,0.0,0.0,1,10,0,0,14,Matches
Jessic Ngankam,de GER,FW,23.0,3.1,33,45,73.3,359,31,25,32,78.1,5,7,71.4,0,0,0.0,0,0.0,0.1,0.0,1,1,1,0,1,Matches
Makoto Hasebe,jp JPN,"DF,MF",39.0,2.4,166,189,87.8,3210,1037,52,56,92.9,100,109,91.7,14,23,60.9,0,0.0,0.2,0.0,0,7,2,0,10,Matches
Jens Grahl,de GER,GK,34.0,2.0,61,92,66.3,1503,965,10,10,100.0,41,43,95.3,10,39,25.6,1,0.2,0.0,0.8,1,2,0,0,0,Matches
Randal Kolo Muani,fr FRA,FW,24.0,1.7,17,26,65.4,227,67,11,15,73.3,3,4,75.0,2,4,50.0,0,0.0,0.0,0.0,0,2,1,0,3,Matches
Kristijan Jakić,hr CRO,"MF,FW",26.0,2.2,91,111,82.0,1453,356,48,56,85.7,38,41,92.7,4,6,66.7,0,0.2,0.2,-0.2,1,6,0,0,11,Matches
Jean Mattéo Bahoya,fr FRA,"MF,FW",18.0,2.0,62,82,75.6,996,107,30,37,81.1,26,32,81.3,5,7,71.4,0,0.1,0.1,-0.1,3,1,1,1,3,Matches
Paxten Aaronson,us USA,MF,19.0,1.1,41,50,82.0,576,71,20,25,80.0,20,22,90.9,0,2,0.0,1,0.1,0.1,0.9,1,4,2,0,5,Matches
Nnamdi Collins,de GER,DF,19.0,1.0,61,75,81.3,1011,387,23,26,88.5,35,39,89.7,2,7,28.6,0,0.0,0.1,0.0,0,8,0,0,13,Matches
Jesper Lindstrøm,dk DEN,FW,23.0,0.9,24,32,75.0,384,27,10,13,76.9,13,15,86.7,0,0,0.0,0,0.0,0.0,0.0,0,0,1,0,1,Matches
Sebastian Rode,de GER,MF,32.0,0.7,44,57,77.2,670,232,23,29,79.3,16,21,76.2,2,4,50.0,0,0.1,0.5,-0.1,1,3,5,0,11,Matches
Jens Petter Hauge,no NOR,"MF,FW",23.0,1.6,69,85,81.2,1097,270,33,39,84.6,31,36,86.1,4,6,66.7,0,0.1,0.4,-0.1,2,4,4,0,6,Matches
Nacho Ferri,es ESP,"FW,MF",18.0,0.8,13,26,50.0,149,46,11,14,78.6,2,8,25.0,0,1,0.0,0,0.0,0.0,0.0,1,2,0,0,2,Matches
Elias Baum,de GER,"DF,MF",17.0,0.3,13,17,76.5,193,76,7,9,77.8,6,8,75.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
