Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Kevin Trapp,de GER,GK,33.0,32,32,2880,32.0,48,1.5,137,87,71.5,10,13,9,7,21.9,11,9,2,0,18.2,Matches
Jens Grahl,de GER,GK,34.0,2,2,180,2.0,2,1.0,9,7,77.8,1,1,0,0,0.0,0,0,0,0,0.0,Matches
Squad Total,0,0,25.3,34,34,3060,34.0,50,1.47,146,94,71.9,11,14,9,7,20.6,11,9,2,0,18.2,0
Opponent Total,0,0,26.7,34,34,3060,34.0,51,1.5,141,93,65.2,9,14,11,6,17.6,3,2,0,1,0.0,0
