Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Willian Pacho,ec ECU,DF,21.0,33.0,2663,312,1324,1287,65,16,2663,14,12,85.7,2,14.3,1637,7792,3873,22,11,0,23,7,1762,4,Matches
Kevin Trapp,de GER,GK,33.0,32.0,1228,1013,1218,12,0,0,1228,0,0,0.0,0,0.0,704,3122,1991,0,0,0,0,0,657,0,Matches
Robin Koch,de GER,DF,27.0,30.4,2469,353,1222,1189,68,32,2469,4,2,50.0,2,50.0,1520,7109,4101,14,15,0,9,2,1745,3,Matches
Tuta,br BRA,DF,24.0,28.9,2224,192,947,1076,217,33,2224,29,11,37.9,14,48.3,1358,5827,2737,22,16,1,24,15,1501,46,Matches
Omar Marmoush,eg EGY,"FW,MF",24.0,25.6,940,5,60,403,503,155,938,112,39,34.8,64,57.1,647,4713,2153,88,52,40,99,58,700,165,Matches
Junior Dina Ebimbe,fr FRA,"MF,DF",22.0,21.7,1256,54,230,616,431,94,1256,90,42,46.7,44,48.9,687,3618,1760,57,32,25,59,30,831,157,Matches
Ellyes Skhiri,tn TUN,MF,28.0,24.1,1556,87,452,906,206,30,1556,17,12,70.6,5,29.4,773,3297,1338,10,18,1,28,25,1002,28,Matches
Ansgar Knauff,de GER,"MF,DF",21.0,23.4,1039,20,180,453,424,101,1039,64,25,39.1,33,51.6,540,3559,1891,77,34,38,44,26,611,164,Matches
Mario Götze,de GER,MF,31.0,23.0,1537,27,297,812,449,42,1537,39,18,46.2,19,48.7,938,3559,1465,22,34,2,34,26,1119,118,Matches
Fares Chaïbi,dz ALG,"MF,FW",20.0,21.2,1127,20,112,481,549,71,1127,20,7,35.0,13,65.0,536,2859,1441,53,39,12,42,16,710,143,Matches
Hugo Larsson,se SWE,MF,19.0,21.0,1175,52,339,641,206,16,1175,19,7,36.8,11,57.9,654,2937,1185,26,19,4,25,7,770,42,Matches
Aurélio Buta,pt POR,"DF,MF",26.0,19.4,1300,54,334,620,355,47,1300,32,11,34.4,19,59.4,644,3001,1452,51,29,17,22,20,772,104,Matches
Philipp Max,de GER,DF,29.0,15.0,1006,25,249,543,225,20,1006,11,6,54.5,5,45.5,523,2613,1344,25,15,2,11,3,634,56,Matches
Niels Nkounkou,fr FRA,"DF,MF",22.0,14.5,1108,49,328,537,270,26,1108,81,46,56.8,34,42.0,588,3658,2088,55,34,13,22,10,607,62,Matches
Hugo Ekitike,fr FRA,FW,21.0,8.0,311,2,20,137,159,56,311,39,18,46.2,19,48.7,190,1040,500,16,9,9,26,13,225,60,Matches
Sasa Kalajdzic,at AUT,FW,26.0,3.6,108,8,15,72,22,5,108,3,1,33.3,2,66.7,51,233,77,1,3,0,4,2,82,9,Matches
Donny van de Beek,nl NED,"MF,FW",26.0,4.0,173,2,30,94,50,12,173,6,3,50.0,3,50.0,95,445,112,2,2,0,6,3,113,12,Matches
Hrvoje Smolčić,hr CRO,DF,22.0,3.9,369,56,212,152,6,2,369,2,2,100.0,0,0.0,213,1062,557,0,1,0,1,2,259,0,Matches
Jessic Ngankam,de GER,FW,23.0,3.1,84,1,4,41,40,11,83,8,3,37.5,5,62.5,59,232,54,2,2,1,8,8,63,17,Matches
Makoto Hasebe,jp JPN,"DF,MF",39.0,2.4,209,11,73,125,12,0,209,0,0,0.0,0,0.0,141,726,432,0,1,0,1,1,159,3,Matches
Jens Grahl,de GER,GK,34.0,2.0,100,89,100,0,0,0,100,0,0,0.0,0,0.0,59,309,146,0,0,0,0,0,49,0,Matches
Randal Kolo Muani,fr FRA,FW,24.0,1.7,56,1,1,30,27,10,56,15,4,26.7,10,66.7,42,336,180,6,4,2,3,8,46,9,Matches
Kristijan Jakić,hr CRO,"MF,FW",26.0,2.2,132,8,25,82,25,3,132,2,0,0.0,2,100.0,70,360,89,3,4,1,1,3,85,9,Matches
Jean Mattéo Bahoya,fr FRA,"MF,FW",18.0,2.0,104,0,5,58,44,9,104,11,6,54.5,5,45.5,57,360,204,6,6,3,7,1,62,22,Matches
Paxten Aaronson,us USA,MF,19.0,1.1,72,0,6,39,28,5,72,7,2,28.6,4,57.1,43,193,50,2,0,1,5,4,46,7,Matches
Nnamdi Collins,de GER,DF,19.0,1.0,86,3,20,54,12,1,86,2,1,50.0,1,50.0,48,184,89,1,0,1,0,1,59,5,Matches
Jesper Lindstrøm,dk DEN,FW,23.0,0.9,45,0,3,18,24,4,45,4,1,25.0,3,75.0,34,221,82,2,4,0,5,2,40,9,Matches
Sebastian Rode,de GER,MF,32.0,0.7,65,1,6,43,18,1,65,0,0,0.0,0,0.0,31,139,85,3,2,0,2,0,40,4,Matches
Jens Petter Hauge,no NOR,"MF,FW",23.0,1.6,103,2,16,44,44,5,103,6,2,33.3,4,66.7,63,405,238,7,3,3,3,0,69,15,Matches
Nacho Ferri,es ESP,"FW,MF",18.0,0.8,45,2,5,21,19,6,45,1,0,0.0,1,100.0,23,93,19,0,0,0,6,2,32,8,Matches
Elias Baum,de GER,"DF,MF",17.0,0.3,26,2,7,18,1,0,26,2,0,0.0,2,100.0,13,52,21,0,0,0,2,1,15,2,Matches
Timothy Chandler,us USA,"MF,DF",33.0,0.2,30,0,1,7,22,2,30,0,0,0.0,0,0.0,17,58,20,1,1,0,0,1,24,10,Matches
Christopher Lenz,de GER,DF,28.0,0.1,13,2,4,8,1,0,13,0,0,0.0,0,0.0,5,22,18,0,1,0,1,1,6,0,Matches
Marko Mladenović,rs SRB,MF,18.0,0.1,3,0,1,1,1,0,3,0,0,0.0,0,0.0,1,1,0,0,0,0,0,0,3,1,Matches
Squad Total,0,0,25.3,34.0,22762,2453,7846,10620,4523,815,22759,640,281,43.9,326,50.9,13004,64135,31792,574,391,176,523,298,14898,1294,0
Opponent Total,0,0,26.7,34.0,21497,2276,7083,9819,4781,710,21486,600,255,42.5,293,48.8,11753,60099,29417,499,404,108,511,309,13647,1272,0
