D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-13,15:30,DFB-Pokal,Round of 64,Sun,Away,W,7,0,Loko Leipzig,0.0,0.0,67.0,11100,Makoto Hasebe,3-4-3,Michael Bacher,Match Report,0
2023-08-20,17:30,Bundesliga,Matchweek 1,Sun,Home,W,1,0,Darmstadt 98,1.5,0.5,61.0,54000,Sebastian Rode,3-4-3,Harm Osmers,Match Report,0
2023-08-24,20:00,Conf Lg,Play-off round,Thu,Away,D,1,1,bg Levski Sofia,0.0,0.0,0.0,35000,Kevin Trapp,3-4-3,Adam Ladebäck,Match Report,Leg 1 of 2
2023-08-27,15:30,Bundesliga,Matchweek 2,Sun,Away,D,1,1,Mainz 05,1.1,1.2,60.0,33305,Kevin Trapp,3-4-3,Bastian Dankert,Match Report,0
2023-08-31,20:30,Conf Lg,Play-off round,Thu,Home,W,2,0,bg Levski Sofia,0.0,0.0,0.0,46000,Kevin Trapp,3-4-3,Allard Lindhout,Match Report,Leg 2 of 2; Eint Frankfurt won
2023-09-03,15:30,Bundesliga,Matchweek 3,Sun,Home,D,1,1,Köln,1.1,0.9,65.0,54000,Kevin Trapp,3-4-3,Florian Badstübner,Match Report,0
2023-09-16,18:30,Bundesliga,Matchweek 4,Sat,Away,D,1,1,Bochum,0.6,2.0,51.0,26000,Kevin Trapp,3-4-3,Benjamin Brand,Match Report,0
2023-09-21,18:45,Conf Lg,Group stage,Thu,Home,W,2,1,sct Aberdeen,1.2,0.8,77.0,55500,Sebastian Rode,3-4-3,Chrysovalantis Theouli,Match Report,0
2023-09-24,17:30,Bundesliga,Matchweek 5,Sun,Home,D,0,0,Freiburg,0.6,0.5,57.0,55800,Kevin Trapp,3-4-3,Felix Zwayer,Match Report,0
2023-09-30,15:30,Bundesliga,Matchweek 6,Sat,Away,L,0,2,Wolfsburg,1.3,3.2,46.0,28323,Kevin Trapp,3-4-3,Frank Willenborg,Match Report,0
2023-10-05,22:00,Conf Lg,Group stage,Thu,Away,L,1,2,gr PAOK,1.5,0.5,56.0,21549,Kevin Trapp,4-1-2-1-2◆,Simone Sozza,Match Report,0
2023-10-08,19:30,Bundesliga,Matchweek 7,Sun,Home,W,2,0,Heidenheim,1.9,1.2,49.0,55800,Kevin Trapp,3-4-3,Daniel Schlager,Match Report,0
2023-10-21,15:30,Bundesliga,Matchweek 8,Sat,Away,W,3,1,Hoffenheim,2.4,1.4,46.0,30150,Robin Koch,3-4-3,Matthias Jöllenbeck,Match Report,0
2023-10-26,21:00,Conf Lg,Group stage,Thu,Home,W,6,0,fi HJK,3.5,0.5,59.0,55500,Robin Koch,3-4-3,Viktor Kopievskii,Match Report,0
2023-10-29,15:30,Bundesliga,Matchweek 9,Sun,Home,D,3,3,Dortmund,2.2,2.2,41.0,56500,Kevin Trapp,3-4-3,Robert Schröder,Match Report,0
2023-11-01,20:45,DFB-Pokal,Round of 32,Wed,Away,W,2,0,Viktoria Köln,0.0,0.0,56.0,8343,Makoto Hasebe,3-4-3,Max Burda,Match Report,0
2023-11-04,15:30,Bundesliga,Matchweek 10,Sat,Away,W,3,0,Union Berlin,1.6,0.7,50.0,22012,Kevin Trapp,3-4-3,Sven Jablonski,Match Report,0
2023-11-09,19:45,Conf Lg,Group stage,Thu,Away,W,1,0,fi HJK,2.0,0.8,56.0,10121,Kevin Trapp,4-2-3-1,Pierre Gaillouste,Match Report,0
2023-11-12,17:30,Bundesliga,Matchweek 11,Sun,Away,D,2,2,Werder Bremen,2.0,1.5,51.0,42100,Kevin Trapp,3-4-3,Benjamin Brand,Match Report,0
2023-11-25,18:30,Bundesliga,Matchweek 12,Sat,Home,L,1,2,Stuttgart,0.9,2.3,57.0,58000,Kevin Trapp,4-4-1-1,Felix Brych,Match Report,0
2023-11-30,21:00,Conf Lg,Group stage,Thu,Home,L,1,2,gr PAOK,1.7,1.8,63.0,58000,Kevin Trapp,3-4-3,Damian Sylwestrzak,Match Report,0
2023-12-03,19:30,Bundesliga,Matchweek 13,Sun,Away,L,1,2,Augsburg,1.0,1.4,64.0,26107,Kevin Trapp,5-4-1,Harm Osmers,Match Report,0
2023-12-06,18:00,DFB-Pokal,Round of 16,Wed,Away,L,0,2,Saarbrücken,0.0,0.0,61.0,15905,Kevin Trapp,4-1-4-1,Daniel Siebert,Match Report,0
2023-12-09,15:30,Bundesliga,Matchweek 14,Sat,Home,W,5,1,Bayern Munich,1.3,2.1,36.0,58000,Kevin Trapp,4-4-2,Felix Zwayer,Match Report,0
