Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Kevin Trapp,de GER,GK,33.0,32.0,48,9,0,4,0,48.3,0.28,0.3,0.01,102,361,28.3,949,137,28.9,29.8,212,41.0,36.2,452,16,3.5,30,0.94,15.2,Matches
Jens Grahl,de GER,GK,34.0,2.0,2,0,0,0,0,1.4,0.15,-0.6,-0.31,4,29,13.8,77,15,31.2,34.4,15,33.3,37.9,33,4,12.1,4,2.0,15.7,Matches
Squad Total,0,0,25.3,34.0,50,9,0,4,0,49.7,0.27,-0.3,-0.01,106,390,27.2,976,152,30.4,0.0,277,33.6,31.4,485,20,4.1,34,1.0,0.0,0
Opponent Total,0,0,26.7,34.0,51,2,0,1,3,45.4,0.32,-2.6,-0.08,207,489,42.3,1220,173,31.6,33.2,239,43.1,37.4,426,32,7.5,64,1.88,17.8,0
