Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Willian Pacho,ec ECU,DF,21.0,33.0,30,0.91,26,0,0,2,1,1,5,0.15,5,0,0,0,0,0,Matches
Kevin Trapp,de GER,GK,33.0,32.0,1,0.03,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Robin Koch,de GER,DF,27.0,30.4,18,0.59,15,0,0,3,0,0,3,0.1,3,0,0,0,0,0,Matches
Tuta,br BRA,DF,24.0,28.9,35,1.21,26,2,0,6,1,0,3,0.1,3,0,0,0,0,0,Matches
Omar Marmoush,eg EGY,"FW,MF",24.0,25.6,75,2.93,40,5,10,6,12,2,12,0.47,5,1,2,2,2,0,Matches
Junior Dina Ebimbe,fr FRA,"MF,DF",22.0,21.7,54,2.48,38,0,8,5,2,1,6,0.28,6,0,0,0,0,0,Matches
Ellyes Skhiri,tn TUN,MF,28.0,24.1,41,1.7,35,0,1,3,2,0,2,0.08,2,0,0,0,0,0,Matches
Ansgar Knauff,de GER,"MF,DF",21.0,23.4,61,2.6,51,0,6,2,0,2,6,0.26,5,0,0,0,0,1,Matches
Mario Götze,de GER,MF,31.0,23.0,76,3.31,61,9,1,2,3,0,6,0.26,5,0,0,1,0,0,Matches
Fares Chaïbi,dz ALG,"MF,FW",20.0,21.2,81,3.81,45,29,0,6,1,0,10,0.47,8,0,0,2,0,0,Matches
Hugo Larsson,se SWE,MF,19.0,21.0,25,1.19,23,0,0,2,0,0,5,0.24,4,0,0,1,0,0,Matches
Aurélio Buta,pt POR,"DF,MF",26.0,19.4,34,1.75,29,1,1,2,1,0,4,0.21,3,0,0,1,0,0,Matches
Philipp Max,de GER,DF,29.0,15.0,34,2.27,24,6,2,2,0,0,4,0.27,3,0,0,1,0,0,Matches
Niels Nkounkou,fr FRA,"DF,MF",22.0,14.5,45,3.09,28,6,8,1,0,2,4,0.27,3,1,0,0,0,0,Matches
Hugo Ekitike,fr FRA,FW,21.0,8.0,28,3.52,13,0,6,3,5,1,4,0.5,2,0,1,0,1,0,Matches
Sasa Kalajdzic,at AUT,FW,26.0,3.6,8,2.22,6,0,0,1,1,0,2,0.55,1,0,0,1,0,0,Matches
Donny van de Beek,nl NED,"MF,FW",26.0,4.0,7,1.76,6,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Hrvoje Smolčić,hr CRO,DF,22.0,3.9,2,0.52,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jessic Ngankam,de GER,FW,23.0,3.1,4,1.29,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Makoto Hasebe,jp JPN,"DF,MF",39.0,2.4,3,1.24,1,1,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Jens Grahl,de GER,GK,34.0,2.0,1,0.5,1,0,0,0,0,0,1,0.5,1,0,0,0,0,0,Matches
Randal Kolo Muani,fr FRA,FW,24.0,1.7,1,0.59,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Kristijan Jakić,hr CRO,"MF,FW",26.0,2.2,2,0.9,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jean Mattéo Bahoya,fr FRA,"MF,FW",18.0,2.0,6,3.03,5,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Paxten Aaronson,us USA,MF,19.0,1.1,1,0.89,1,0,0,0,0,0,1,0.89,1,0,0,0,0,0,Matches
Nnamdi Collins,de GER,DF,19.0,1.0,1,1.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jesper Lindstrøm,dk DEN,FW,23.0,0.9,2,2.17,2,0,0,0,0,0,1,1.08,1,0,0,0,0,0,Matches
Sebastian Rode,de GER,MF,32.0,0.7,3,4.43,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jens Petter Hauge,no NOR,"MF,FW",23.0,1.6,3,1.84,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Nacho Ferri,es ESP,"FW,MF",18.0,0.8,2,2.43,1,0,0,1,0,0,1,1.22,1,0,0,0,0,0,Matches
Elias Baum,de GER,"DF,MF",17.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Timothy Chandler,us USA,"MF,DF",33.0,0.2,3,14.21,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Christopher Lenz,de GER,DF,28.0,0.1,1,8.18,1,0,0,0,0,0,1,8.18,1,0,0,0,0,0,Matches
Marko Mladenović,rs SRB,MF,18.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,0,0,25.3,34.0,688,20.24,493,63,44,48,31,9,81,2.38,63,2,3,9,3,1,0
Opponent Total,0,0,26.7,34.0,722,21.24,521,67,35,36,45,18,81,2.38,53,5,4,8,10,1,0
