Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Matías Dituro,ar ARG,GK,37-044,21.0,24,1,0,3,0,25.8,0.36,1.8,0.09,141,299,47.2,837,77,31.7,33.2,80,42.5,38.7,223,23,10.3,22,1.05,14.6,Matches
San Román,es ESP,GK,26-343,14.0,13,0,0,0,0,12.3,0.27,-0.7,-0.05,50,154,32.5,354,47,34.2,31.9,83,39.8,38.9,188,10,5.3,8,0.57,12.3,Matches
Édgar Badía,es ESP,GK,32-130,7.0,9,1,1,2,0,8.7,0.24,-0.3,-0.05,23,74,31.1,222,31,25.2,29.2,44,40.9,35.4,71,3,4.2,17,2.43,19.2,Matches
Squad Total,0,0,28.8,42.0,46,2,1,5,0,46.7,0.3,0.7,0.02,214,527,40.6,1350,155,32.7,0.0,270,31.9,31.6,482,36,7.5,47,1.12,0.0,0
Opponent Total,0,0,27.6,42.0,43,6,0,4,2,46.1,0.25,5.1,0.12,262,681,38.5,951,176,44.9,38.3,435,58.4,45.7,818,40,4.9,35,0.83,13.2,0
