Player,Nation,Pos,Age,MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches
Nicolás Ezequiel Fernández,ar ARG,"MF,FW",24-162,40,39,3252.0,36.1,4.0,1.0,5.0,4.0,0.0,0.0,14.0,0.0,4.3,4.3,5.5,9.8,128.0,161.0,242.0,0.11,0.03,0.14,0.11,0.14,0.12,0.15,0.27,0.12,0.27,Matches
Pedro Bigas,es ESP,DF,33-280,38,38,3134.0,34.8,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,2.3,2.3,0.9,3.2,32.0,115.0,4.0,0.03,0.03,0.06,0.03,0.06,0.07,0.03,0.09,0.07,0.09,Matches
Tete Morente,es ESP,"MF,DF",27-200,39,37,3241.0,36.0,8.0,2.0,10.0,7.0,1.0,1.0,4.0,0.0,6.1,5.3,3.8,9.1,128.0,144.0,433.0,0.22,0.06,0.28,0.19,0.25,0.17,0.11,0.27,0.15,0.25,Matches
Carlos Clerc,es ESP,DF,32-121,34,34,3012.0,33.5,0.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,0.4,0.4,1.8,2.2,78.0,221.0,46.0,0.0,0.06,0.06,0.0,0.06,0.01,0.05,0.07,0.01,0.07,Matches
Mario Gaspar,es ESP,"DF,MF",33-210,32,32,2703.0,30.0,3.0,0.0,3.0,3.0,0.0,0.0,7.0,1.0,2.3,2.3,1.2,3.5,27.0,86.0,50.0,0.1,0.0,0.1,0.1,0.1,0.08,0.04,0.12,0.08,0.12,Matches
Nicolás Castro,ar ARG,MF,23-233,38,31,2572.0,28.6,5.0,5.0,10.0,4.0,1.0,1.0,5.0,1.0,6.1,5.3,4.4,9.7,62.0,176.0,95.0,0.17,0.17,0.35,0.14,0.31,0.21,0.15,0.37,0.19,0.34,Matches
Aleix Febas,es ESP,MF,28-140,39,26,2517.0,28.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,2.6,3.5,70.0,142.0,85.0,0.0,0.07,0.07,0.0,0.07,0.03,0.09,0.12,0.03,0.12,Matches
Mourad El Ghezouani,ma MAR,FW,26-025,37,26,2235.0,24.8,5.0,1.0,6.0,4.0,1.0,1.0,5.0,0.0,8.2,7.4,1.6,9.1,9.0,17.0,82.0,0.2,0.04,0.24,0.16,0.2,0.33,0.07,0.4,0.3,0.36,Matches
Josan,es ESP,DF,34-201,32,26,2163.0,24.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,1.6,1.6,4.4,5.9,94.0,134.0,100.0,0.0,0.08,0.08,0.0,0.08,0.07,0.18,0.25,0.07,0.25,Matches
Matías Dituro,ar ARG,GK,37-044,21,21,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
John Donald,es ESP,"MF,DF",23-296,20,19,1704.0,18.9,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,0.2,1.2,11.0,70.0,8.0,0.05,0.0,0.05,0.05,0.05,0.05,0.01,0.06,0.05,0.06,Matches
Sergio Carreira,es ESP,"DF,MF",23-252,20,16,1486.0,16.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.4,1.9,34.0,77.0,66.0,0.0,0.06,0.06,0.0,0.06,0.03,0.08,0.12,0.03,0.12,Matches
Óscar Plano,es ESP,"FW,MF",33-131,28,14,1356.0,15.1,7.0,0.0,7.0,6.0,1.0,1.0,0.0,0.0,5.3,4.5,0.9,5.4,27.0,83.0,74.0,0.46,0.0,0.46,0.4,0.4,0.35,0.06,0.41,0.3,0.36,Matches
San Román,es ESP,GK,26-343,14,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
