Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Nicolás Ezequiel Fernández,ar ARG,"MF,FW",24-162,36.1,4,83,32,38.6,2.3,0.89,0.05,0.13,21.6,3,0,0,4.3,4.3,0.05,-0.3,-0.3,Matches
Pedro Bigas,es ESP,DF,33-280,34.8,1,27,3,11.1,0.78,0.09,0.04,0.33,15.8,0,0,0,2.3,2.3,0.09,-1.3,-1.3,Matches
Tete Morente,es ESP,"MF,DF",27-200,36.0,8,102,28,27.5,2.83,0.78,0.07,0.25,19.4,0,1,1,6.1,5.3,0.05,1.9,1.7,Matches
Carlos Clerc,es ESP,DF,32-121,33.5,0,10,0,0.0,0.3,0.0,0.0,0.0,23.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Mario Gaspar,es ESP,"DF,MF",33-210,30.0,3,40,8,20.0,1.33,0.27,0.08,0.38,16.2,0,0,0,2.3,2.3,0.06,0.7,0.7,Matches
Nicolás Castro,ar ARG,MF,23-233,28.6,5,96,25,26.0,3.36,0.87,0.04,0.16,23.9,5,1,1,6.1,5.3,0.06,-1.1,-1.3,Matches
Aleix Febas,es ESP,MF,28-140,28.0,0,13,1,7.7,0.46,0.04,0.0,0.0,16.5,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
Mourad El Ghezouani,ma MAR,FW,26-025,24.8,5,54,15,27.8,2.17,0.6,0.07,0.27,12.0,0,1,1,8.2,7.4,0.14,-3.2,-3.4,Matches
Josan,es ESP,DF,34-201,24.0,0,16,2,12.5,0.67,0.08,0.0,0.0,19.9,0,0,0,1.6,1.6,0.1,-1.6,-1.6,Matches
Matías Dituro,ar ARG,GK,37-044,21.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
John Donald,es ESP,"MF,DF",23-296,18.9,1,10,2,20.0,0.53,0.11,0.1,0.5,12.6,0,0,0,1.0,1.0,0.1,0.0,0.0,Matches
Sergio Carreira,es ESP,"DF,MF",23-252,16.5,0,4,0,0.0,0.24,0.0,0.0,0.0,16.1,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches
Óscar Plano,es ESP,"FW,MF",33-131,15.1,7,38,10,26.3,2.52,0.66,0.16,0.6,15.8,0,1,1,5.3,4.5,0.12,1.7,1.5,Matches
San Román,es ESP,GK,26-343,14.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Fidel,es ESP,"MF,FW",34-238,10.4,1,16,2,12.5,1.54,0.19,0.0,0.0,16.1,0,1,1,2.0,1.2,0.08,-1.0,-1.2,Matches
Rodrigo Mendoza,es ESP,MF,19-098,11.3,1,32,4,12.5,2.84,0.35,0.03,0.25,17.8,0,0,0,2.6,2.6,0.08,-1.6,-1.6,Matches
José Salinas,es ESP,"DF,MF",23-265,11.0,0,5,1,20.0,0.46,0.09,0.0,0.0,21.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Édgar Badía,es ESP,GK,32-130,7.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Arnau Puigmal,es ESP,"MF,DF",23-163,6.6,0,12,4,33.3,1.82,0.61,0.0,0.0,16.2,2,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches
Borja Garcés,es ESP,FW,24-320,6.8,1,17,8,47.1,2.51,1.18,0.06,0.13,12.0,0,0,0,2.4,2.4,0.15,-1.4,-1.4,Matches
Sergio Bermejo,es ESP,"MF,FW",26-309,5.6,0,8,3,37.5,1.42,0.53,0.0,0.0,21.1,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Sergio León,es ESP,FW,35-167,5.4,2,22,6,27.3,4.06,1.11,0.09,0.33,14.6,0,0,0,2.1,2.1,0.09,-0.1,-0.1,Matches
Raúl Guti,es ESP,"MF,FW",27-174,4.4,0,8,3,37.5,1.84,0.69,0.0,0.0,20.7,0,0,0,0.9,0.9,0.12,-0.9,-0.9,Matches
Álex Martín,es ESP,"DF,MF",26-148,3.5,0,1,0,0.0,0.28,0.0,0.0,0.0,23.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Jhegson Méndez,ec ECU,MF,27-056,3.3,0,1,1,100.0,0.3,0.3,0.0,0.0,31.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
