Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Nicolás Ezequiel Fernández,ar ARG,"MF,FW",24-162,40,3252.0,81.0,86.0,36.1,39,83.0,19,1,21.0,0,1.45,37.0,39.0,-2.0,-0.06,0.12,42.8,33.1,9.7,0.27,-0.3,Matches
Pedro Bigas,es ESP,DF,33-280,38,3134.0,82.0,82.9,34.8,38,82.0,30,0,0.0,2,1.39,36.0,37.0,-1.0,-0.03,0.25,44.6,30.1,14.5,0.42,0.61,Matches
Tete Morente,es ESP,"MF,DF",27-200,39,3241.0,83.0,85.7,36.0,37,87.0,26,2,10.0,0,1.51,39.0,38.0,1.0,0.03,0.7,45.5,34.8,10.7,0.3,-0.09,Matches
Carlos Clerc,es ESP,DF,32-121,34,3012.0,89.0,79.7,33.5,34,89.0,32,0,0.0,2,1.56,36.0,31.0,5.0,0.15,1.09,43.8,30.1,13.7,0.41,0.48,Matches
Mario Gaspar,es ESP,"DF,MF",33-210,32,2703.0,84.0,71.5,30.0,32,84.0,22,0,0.0,5,1.44,29.0,28.0,1.0,0.03,0.37,36.5,26.0,10.5,0.35,0.14,Matches
Nicolás Castro,ar ARG,MF,23-233,38,2572.0,68.0,68.0,28.6,31,78.0,13,7,23.0,0,1.45,33.0,28.0,5.0,0.17,0.77,40.5,26.5,14.0,0.49,0.56,Matches
Aleix Febas,es ESP,MF,28-140,39,2517.0,65.0,66.6,28.0,26,84.0,12,13,26.0,3,1.38,25.0,26.0,-1.0,-0.04,0.11,31.6,26.6,4.9,0.18,-0.4,Matches
Mourad El Ghezouani,ma MAR,FW,26-025,37,2235.0,60.0,59.1,24.8,26,73.0,6,11,31.0,3,1.51,32.0,29.0,3.0,0.12,0.47,35.1,24.1,11.0,0.44,0.32,Matches
Josan,es ESP,DF,34-201,32,2163.0,68.0,57.2,24.0,26,79.0,13,6,17.0,2,1.53,31.0,27.0,4.0,0.17,0.56,33.3,21.7,11.5,0.48,0.4,Matches
Matías Dituro,ar ARG,GK,37-044,21,1890.0,90.0,50.0,21.0,21,90.0,21,0,0.0,0,1.38,22.0,24.0,-2.0,-0.1,-0.05,27.0,19.9,7.1,0.34,0.05,Matches
John Donald,es ESP,"MF,DF",23-296,20,1704.0,85.0,45.1,18.9,19,88.0,17,1,23.0,1,1.5,20.0,18.0,2.0,0.11,0.32,24.5,15.8,8.6,0.46,0.27,Matches
Sergio Carreira,es ESP,"DF,MF",23-252,20,1486.0,74.0,39.3,16.5,16,84.0,14,4,34.0,16,1.25,13.0,20.0,-7.0,-0.42,-0.58,20.9,16.0,4.9,0.29,-0.03,Matches
Óscar Plano,es ESP,"FW,MF",33-131,28,1356.0,48.0,35.9,15.1,14,75.0,1,14,22.0,0,1.25,17.0,18.0,-1.0,-0.07,0.01,15.5,13.7,1.8,0.12,-0.3,Matches
San Román,es ESP,GK,26-343,14,1260.0,90.0,33.3,14.0,14,90.0,14,0,0.0,28,1.57,16.0,13.0,3.0,0.21,0.43,16.5,11.8,4.6,0.33,0.03,Matches
Fidel,es ESP,"MF,FW",34-238,17,935.0,55.0,24.7,10.4,12,72.0,1,5,15.0,1,1.33,10.0,14.0,-4.0,-0.39,-0.42,13.4,10.0,3.5,0.33,0.03,Matches
Rodrigo Mendoza,es ESP,MF,19-098,23,1015.0,44.0,26.9,11.3,10,75.0,4,13,20.0,14,1.35,15.0,9.0,6.0,0.53,0.82,16.9,8.2,8.7,0.77,0.63,Matches
José Salinas,es ESP,"DF,MF",23-265,21,986.0,47.0,26.1,11.0,10,75.0,5,11,22.0,19,1.33,8.0,15.0,-7.0,-0.64,-0.77,12.2,10.0,2.2,0.2,-0.14,Matches
Édgar Badía,es ESP,GK,32-130,7,630.0,90.0,16.7,7.0,7,90.0,7,0,0.0,14,1.14,5.0,9.0,-4.0,-0.57,-0.6,9.1,7.7,1.3,0.19,-0.14,Matches
Arnau Puigmal,es ESP,"MF,DF",23-163,13,592.0,46.0,15.7,6.6,7,74.0,0,6,12.0,1,0.92,10.0,10.0,0.0,0.0,0.08,9.4,7.1,2.3,0.35,0.05,Matches
Borja Garcés,es ESP,FW,24-320,25,609.0,24.0,16.1,6.8,5,37.0,0,20,21.0,2,1.76,6.0,6.0,0.0,0.0,0.09,8.5,6.5,2.0,0.29,-0.02,Matches
Sergio Bermejo,es ESP,"MF,FW",26-309,12,508.0,42.0,13.4,5.6,5,63.0,0,7,28.0,4,1.25,5.0,11.0,-6.0,-1.06,-1.15,8.3,7.4,0.9,0.16,-0.17,Matches
Sergio León,es ESP,FW,35-167,12,488.0,41.0,12.9,5.4,5,66.0,1,7,23.0,1,1.42,4.0,7.0,-3.0,-0.55,-0.55,5.8,5.7,0.1,0.02,-0.34,Matches
Raúl Guti,es ESP,"MF,FW",27-174,11,392.0,36.0,10.4,4.4,4,64.0,0,7,19.0,9,1.27,3.0,6.0,-3.0,-0.69,-0.69,4.5,4.1,0.4,0.09,-0.25,Matches
Álex Martín,es ESP,"DF,MF",26-148,5,316.0,63.0,8.4,3.5,4,70.0,2,1,35.0,10,0.8,2.0,6.0,-4.0,-1.14,-1.17,3.8,4.2,-0.4,-0.12,-0.47,Matches
Jhegson Méndez,ec ECU,MF,27-056,4,299.0,75.0,7.9,3.3,4,75.0,1,0,0.0,12,0.25,2.0,7.0,-5.0,-1.51,-1.56,3.3,2.8,0.5,0.15,-0.17,Matches
Diego González,es ESP,DF,29-145,10,410.0,41.0,10.8,4.6,3,80.0,2,7,24.0,27,1.4,3.0,7.0,-4.0,-0.88,-0.9,4.1,8.2,-4.1,-0.91,-1.37,Matches
Nieto,es ESP,"FW,DF",26-084,11,359.0,33.0,9.5,4.0,3,57.0,0,8,23.0,8,1.18,2.0,3.0,-1.0,-0.25,-0.2,4.5,2.4,2.1,0.52,0.23,Matches
Lautaro Blanco,ar ARG,"DF,MF",25-123,10,329.0,33.0,8.7,3.7,3,68.0,0,7,18.0,11,1.3,3.0,2.0,1.0,0.27,0.38,3.0,2.6,0.5,0.12,-0.2,Matches
Cristian Salvador,es ESP,"MF,DF",29-214,19,447.0,24.0,11.8,5.0,2,55.0,0,17,20.0,20,1.47,3.0,7.0,-4.0,-0.81,-0.83,5.0,7.9,-2.9,-0.58,-1.0,Matches
Lucas Boyé,ar ARG,FW,28-114,3,213.0,71.0,5.6,2.4,2,90.0,2,1,33.0,0,1.0,1.0,3.0,-2.0,-0.85,-0.82,3.0,1.5,1.5,0.62,0.32,Matches
Rafael Nuñez,do DOM,"MF,DF",22-148,6,188.0,31.0,5.0,2.1,2,71.0,1,4,12.0,4,0.67,2.0,4.0,-2.0,-0.96,-0.93,1.5,2.7,-1.2,-0.57,-0.93,Matches
Adam Boayar,es ESP,"FW,DF",18-252,8,229.0,29.0,6.1,2.5,1,90.0,1,7,20.0,3,0.75,3.0,4.0,-1.0,-0.39,-0.34,3.1,3.2,-0.1,-0.03,-0.37,Matches
Pere Milla,es ESP,FW,31-272,1,10.0,10.0,0.3,0.1,0,0.0,0,1,10.0,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.43,0.12,Matches
Javi Pamies,es ESP,"DF,MF",21-096,2,7.0,4.0,0.2,0.1,0,0.0,0,2,4.0,15,3.0,0.0,0.0,0.0,0.0,0.07,0.0,0.2,-0.2,-2.5,-2.81,Matches
David López,es ESP,"DF,MF",21-139,2,4.0,2.0,0.1,0.0,0,0.0,0,2,2.0,15,2.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,-0.31,Matches
Mario Navarro,0,MF,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nordin,dz ALG,FW,19-128,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,28.8,42,3780.0,90.0,100.0,42.0,462,81.0,267,192,21.0,261,1.4,43.0,46.0,-3.0,-0.07,0.0,52.5,39.5,13.1,0.31,0.0,0
Opponent Total,0,0,27.6,42,3780.0,90.0,100.0,42.0,462,81.0,269,193,20.0,249,1.33,46.0,43.0,3.0,0.07,0.0,39.5,52.5,-13.1,-0.31,0.0,0
