Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Barcia,es ESP,DF,23-173,37.0,1826,1748,74,56,1,11,2,2,0,0,0,0,1507,4,8,Matches
Gabri Martínez,es ESP,"FW,MF",21-172,36.4,758,739,15,2,5,3,96,13,0,0,0,0,468,4,40,Matches
Ramón,es ESP,GK,24-194,35.0,1051,663,388,92,0,2,0,0,0,0,0,0,690,0,0,Matches
Pablo Ramon,es ESP,DF,22-357,33.1,1730,1611,111,89,2,19,16,15,2,0,0,0,1385,8,15,Matches
Ilyas Chaira,ma MAR,"FW,MF",23-140,31.9,906,820,78,1,3,4,70,77,0,0,0,0,629,8,29,Matches
Carlos Martín,es ESP,"FW,MF",22-060,31.8,801,746,46,6,9,6,31,8,5,4,1,0,549,9,26,Matches
Jonathan Gomez,us USA,DF,20-294,33.3,1601,1252,340,34,1,9,88,295,10,2,4,0,1201,9,42,Matches
Alberto Reina,es ESP,MF,26-286,33.2,1504,1385,112,69,3,17,64,3,29,14,10,0,1168,7,19,Matches
Alvaro Sanz,es ESP,MF,23-128,27.8,1248,1080,168,68,4,14,95,2,70,34,23,0,1005,0,17,Matches
Tachi,es ESP,"MF,DF",26-285,22.8,872,831,35,30,1,8,3,2,0,0,0,0,608,6,13,Matches
Rubén,es ESP,DF,23-138,17.7,749,586,159,4,0,2,75,155,0,0,0,0,511,4,19,Matches
Juan María,es ESP,"DF,MF",23-137,17.2,819,581,233,24,2,15,78,186,23,14,8,0,559,5,17,Matches
Javi Martón,es ESP,FW,25-046,13.5,186,179,6,0,1,1,4,0,0,0,0,0,120,1,4,Matches
Pablo Tomeo,es ESP,"MF,DF",24-150,15.7,482,472,8,6,0,3,2,2,0,0,0,0,330,2,13,Matches
Barbu,es ESP,DF,23-027,14.5,610,579,31,29,0,11,1,0,0,0,0,0,488,0,3,Matches
Mathis Lachuer,fr FRA,MF,23-295,12.8,528,476,50,25,0,3,37,2,21,12,6,0,415,2,6,Matches
Antonino La Gumina,it ITA,FW,28-107,10.2,101,89,10,0,0,0,2,1,0,0,0,0,66,2,4,Matches
Luis López,es ESP,GK,23-044,7.0,181,101,80,15,0,0,0,0,0,0,0,0,124,0,0,Matches
Diego Moreno,es ESP,DF,23-000,6.0,300,239,60,4,0,2,19,56,0,0,0,0,226,1,5,Matches
Miguel Baeza,es ESP,"MF,FW",24-086,3.6,143,131,10,6,0,0,7,0,2,2,0,0,106,2,1,Matches
Alan Godoy,es ESP,FW,21-048,4.0,64,57,6,0,1,0,1,1,0,0,0,0,42,1,3,Matches
Houboulang Mendes,gw GNB,DF,26-048,2.9,109,76,32,4,0,1,8,28,0,0,0,0,81,1,2,Matches
Ivan Durdov,hr CRO,FW,23-340,4.3,63,60,3,1,1,0,1,0,0,0,0,0,35,0,3,Matches
Nikita Iosifov,ru RUS,"FW,MF",23-071,1.9,48,41,7,2,0,0,10,1,4,2,1,0,26,0,3,Matches
Lauti,uy URU,"FW,MF",23-133,3.5,63,61,2,0,0,0,2,1,0,0,0,0,42,0,4,Matches
David Vicente,es ESP,"MF,DF",25-059,1.7,65,50,14,0,0,0,6,14,0,0,0,0,46,1,3,Matches
Ibrahima Kebe,ml MLI,MF,23-324,1.3,73,70,3,2,0,1,0,1,0,0,0,0,63,0,1,Matches
Daniel Luna,co COL,"MF,FW",21-045,1.3,48,44,3,0,0,0,5,0,3,0,2,0,35,1,1,Matches
Diogo Verdasca,pt POR,DF,27-239,0.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ekhiotz Orobio,es ESP,FW,22-047,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Diego Rosales,es ESP,DF,21-053,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,23.6,42.0,16930,14768,2084,569,34,132,723,865,169,84,55,0,12525,78,301,0
Opponent Total,0,0,27.8,42.0,21134,18990,2094,508,40,138,901,947,224,91,64,0,16599,50,402,0
