Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Barcia,es ESP,DF,23-173,37.0,2,14,5,35.7,0.38,0.14,0.07,0.2,11.5,0,1,1,2.0,1.2,0.08,0.0,-0.2,Matches
Gabri Martínez,es ESP,"FW,MF",21-172,36.4,9,77,29,37.7,2.11,0.8,0.12,0.31,16.5,0,0,0,9.9,9.9,0.13,-0.9,-0.9,Matches
Ramón,es ESP,GK,24-194,35.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Pablo Ramon,es ESP,DF,22-357,33.1,0,22,2,9.1,0.66,0.06,0.0,0.0,24.1,0,0,0,0.9,0.9,0.04,-0.9,-0.9,Matches
Ilyas Chaira,ma MAR,"FW,MF",23-140,31.9,5,61,20,32.8,1.91,0.63,0.08,0.25,22.1,3,0,0,2.8,2.8,0.05,2.2,2.2,Matches
Carlos Martín,es ESP,"FW,MF",22-060,31.8,15,73,28,38.4,2.29,0.88,0.14,0.36,19.6,3,5,6,12.4,7.8,0.11,2.6,2.2,Matches
Jonathan Gomez,us USA,DF,20-294,33.3,1,14,1,7.1,0.42,0.03,0.07,1.0,21.1,0,0,0,0.8,0.8,0.05,0.2,0.2,Matches
Alberto Reina,es ESP,MF,26-286,33.2,1,16,5,31.3,0.48,0.15,0.06,0.2,18.5,0,0,0,1.7,1.7,0.1,-0.7,-0.7,Matches
Alvaro Sanz,es ESP,MF,23-128,27.8,1,10,2,20.0,0.36,0.07,0.1,0.5,18.9,1,0,1,2.5,1.7,0.17,-1.5,-0.7,Matches
Tachi,es ESP,"MF,DF",26-285,22.8,0,13,2,15.4,0.57,0.09,0.0,0.0,18.2,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
