Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Barcia,es ESP,DF,23-173,40,3330.0,83.0,88.1,37.0,39,85.0,30,1,2.0,1,1.13,40.0,49.0,-9.0,-0.24,-0.44,40.6,41.8,-1.3,-0.03,-0.38,Matches
Gabri Martínez,es ESP,"FW,MF",21-172,41,3278.0,80.0,86.7,36.4,37,87.0,27,4,16.0,0,1.2,40.0,47.0,-7.0,-0.19,-0.01,40.0,39.6,0.5,0.01,0.02,Matches
Ramón,es ESP,GK,24-194,35,3150.0,90.0,83.3,35.0,35,90.0,35,0,0.0,7,1.2,39.0,44.0,-5.0,-0.14,0.29,39.6,38.8,0.8,0.02,0.08,Matches
Pablo Ramon,es ESP,DF,22-357,35,2980.0,85.0,78.8,33.1,33,88.0,31,2,34.0,0,1.14,32.0,44.0,-12.0,-0.36,-0.81,35.4,36.2,-0.8,-0.02,-0.17,Matches
Ilyas Chaira,ma MAR,"FW,MF",23-140,38,2871.0,76.0,76.0,31.9,33,82.0,17,5,32.0,3,1.13,30.0,37.0,-7.0,-0.22,-0.12,32.9,34.7,-1.8,-0.06,-0.27,Matches
Carlos Martín,es ESP,"FW,MF",22-060,40,2866.0,72.0,75.8,31.8,33,83.0,17,7,16.0,0,1.18,37.0,41.0,-4.0,-0.13,0.27,36.8,34.0,2.8,0.09,0.32,Matches
Jonathan Gomez,us USA,DF,20-294,38,2994.0,79.0,79.2,33.3,32,89.0,27,6,22.0,3,1.18,36.0,40.0,-4.0,-0.12,0.34,37.3,36.4,0.9,0.03,0.08,Matches
Alberto Reina,es ESP,MF,26-286,40,2987.0,75.0,79.0,33.2,32,87.0,22,8,26.0,1,1.2,37.0,46.0,-9.0,-0.27,-0.38,37.2,36.8,0.4,0.01,0.01,Matches
Alvaro Sanz,es ESP,MF,23-128,41,2501.0,61.0,66.2,27.8,28,81.0,7,13,19.0,1,1.12,34.0,36.0,-2.0,-0.07,0.35,33.1,30.3,2.8,0.1,0.26,Matches
Tachi,es ESP,"MF,DF",26-285,30,2051.0,68.0,54.3,22.8,25,78.0,9,5,21.0,4,1.27,21.0,23.0,-2.0,-0.09,0.22,24.2,22.2,2.0,0.09,0.17,Matches
Rubén,es ESP,DF,23-138,21,1595.0,76.0,42.2,17.7,19,82.0,13,2,17.0,1,1.29,20.0,15.0,5.0,0.28,0.82,21.1,19.2,1.9,0.11,0.17,Matches
Juan María,es ESP,"DF,MF",23-137,30,1552.0,52.0,41.1,17.2,18,81.0,10,12,7.0,10,1.4,26.0,23.0,3.0,0.17,0.62,21.4,15.9,5.5,0.32,0.52,Matches
Javi Martón,es ESP,FW,25-046,20,1218.0,61.0,32.2,13.5,16,70.0,2,4,24.0,4,1.43,21.0,13.0,8.0,0.59,1.15,18.3,14.6,3.7,0.28,0.39,Matches
