Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Barcia,es ESP,DF,23-173,37.0,2205,380,1447,717,53,28,2204,6,5,83.3,1,16.7,1222,6953,4211,18,11,0,14,2,1395,2,Matches
Gabri Martínez,es ESP,"FW,MF",21-172,36.4,1264,32,229,411,669,155,1264,139,49,35.3,77,55.4,808,7821,3797,150,98,77,124,76,847,262,Matches
Ramón,es ESP,GK,24-194,35.0,1120,977,1113,7,0,0,1120,2,2,100.0,0,0.0,545,3158,1843,0,0,0,2,0,384,0,Matches
Pablo Ramon,es ESP,DF,22-357,33.1,2101,209,1014,955,156,24,2101,44,27,61.4,11,25.0,1173,8000,5439,70,41,3,31,12,1275,14,Matches
Ilyas Chaira,ma MAR,"FW,MF",23-140,31.9,1427,47,276,599,589,62,1427,131,55,42.0,68,51.9,731,5106,2566,91,46,21,92,33,798,187,Matches
Carlos Martín,es ESP,"FW,MF",22-060,31.8,1207,23,153,552,520,104,1201,74,31,41.9,36,48.6,587,2897,1120,39,31,15,85,42,773,166,Matches
Jonathan Gomez,us USA,DF,20-294,33.3,1926,98,715,778,455,33,1926,51,21,41.2,22,43.1,891,5651,3398,82,42,12,46,22,1019,101,Matches
Alberto Reina,es ESP,MF,26-286,33.2,1828,69,456,1071,325,29,1828,41,25,61.0,14,34.1,902,5123,2783,43,26,2,27,20,1083,48,Matches
Alvaro Sanz,es ESP,MF,23-128,27.8,1449,34,282,843,342,12,1448,22,15,68.2,6,27.3,673,3672,1743,35,23,2,29,19,868,56,Matches
Tachi,es ESP,"MF,DF",26-285,22.8,1108,84,420,567,130,31,1108,5,1,20.0,4,80.0,407,1419,708,5,5,2,19,6,599,12,Matches
Rubén,es ESP,DF,23-138,17.7,955,53,308,351,313,29,955,43,19,44.2,20,46.5,414,2966,1729,56,29,6,30,12,494,111,Matches
Juan María,es ESP,"DF,MF",23-137,17.2,1038,56,350,410,295,14,1038,46,23,50.0,20,43.5,398,2125,993,18,30,1,28,14,468,62,Matches
Javi Martón,es ESP,FW,25-046,13.5,347,15,44,149,156,45,347,34,9,26.5,20,58.8,178,746,242,8,9,6,45,17,252,54,Matches
Pablo Tomeo,es ESP,"MF,DF",24-150,15.7,638,55,286,308,49,10,638,5,2,40.0,3,60.0,264,1090,476,6,2,0,4,8,321,6,Matches
Barbu,es ESP,DF,23-027,14.5,746,116,438,294,21,8,746,5,5,100.0,0,0.0,419,2263,1264,9,7,1,4,2,453,1,Matches
Mathis Lachuer,fr FRA,MF,23-295,12.8,668,26,181,370,125,5,668,24,9,37.5,8,33.3,280,1633,872,12,5,1,19,7,372,6,Matches
Antonino La Gumina,it ITA,FW,28-107,10.2,194,6,17,72,106,35,193,6,0,0.0,4,66.7,99,451,137,6,5,0,31,9,131,26,Matches
Luis López,es ESP,GK,23-044,7.0,197,174,195,1,1,1,197,0,0,0.0,0,0.0,80,491,259,0,0,0,0,0,54,0,Matches
Diego Moreno,es ESP,DF,23-000,6.0,349,20,104,161,86,5,349,10,4,40.0,5,50.0,171,938,557,17,9,0,6,2,198,34,Matches
Miguel Baeza,es ESP,"MF,FW",24-086,3.6,170,3,25,105,40,5,170,3,0,0.0,3,100.0,69,347,149,3,3,0,2,2,117,10,Matches
Alan Godoy,es ESP,FW,21-048,4.0,129,8,17,52,61,18,129,14,2,14.3,10,71.4,66,318,130,3,6,0,14,3,78,22,Matches
Houboulang Mendes,gw GNB,DF,26-048,2.9,133,3,47,43,43,1,133,2,1,50.0,1,50.0,59,381,196,6,6,0,5,1,71,19,Matches
Ivan Durdov,hr CRO,FW,23-340,4.3,109,6,15,45,51,23,109,2,2,100.0,0,0.0,54,170,71,1,1,0,14,4,75,15,Matches
Nikita Iosifov,ru RUS,"FW,MF",23-071,1.9,70,1,15,22,34,2,70,4,0,0.0,4,100.0,40,393,151,7,2,3,7,2,41,10,Matches
Lauti,uy URU,"FW,MF",23-133,3.5,117,3,12,42,65,14,117,19,11,57.9,7,36.8,77,449,216,6,4,1,17,8,91,16,Matches
David Vicente,es ESP,"MF,DF",25-059,1.7,84,5,29,28,28,2,84,1,0,0.0,1,100.0,34,210,65,3,3,1,3,3,43,10,Matches
Ibrahima Kebe,ml MLI,MF,23-324,1.3,85,4,27,47,11,0,85,2,2,100.0,0,0.0,50,254,68,1,1,0,2,5,57,1,Matches
Daniel Luna,co COL,"MF,FW",21-045,1.3,76,0,14,30,33,2,76,7,1,14.3,5,71.4,39,260,144,3,4,0,3,2,43,7,Matches
Diogo Verdasca,pt POR,DF,27-239,0.3,7,5,7,0,0,0,7,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,Matches
Ekhiotz Orobio,es ESP,FW,22-047,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,Matches
Diego Rosales,es ESP,DF,21-053,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,23.6,42.0,21747,2512,8236,9030,4757,697,21738,742,321,43.3,350,47.2,10730,65285,35327,698,449,154,703,333,12400,1258,0
Opponent Total,0,0,27.8,42.0,25742,2400,7972,11664,6334,806,25738,706,306,43.3,355,50.3,13917,70908,35307,621,557,125,683,300,16443,1633,0
