Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Ramón,es ESP,GK,24-194,35,35,3150,35.0,44,1.26,135,91,69.6,10,12,13,10,28.6,3,3,0,0,0.0,Matches
Luis López,es ESP,GK,23-044,7,7,630,7.0,11,1.57,29,18,62.1,2,1,4,2,28.6,0,0,0,0,0.0,Matches
Squad Total,0,0,23.6,42,42,3780,42.0,55,1.31,164,109,68.3,12,13,17,12,28.6,3,3,0,0,0.0,0
Opponent Total,0,0,27.8,42,42,3780,42.0,47,1.12,145,98,72.4,17,13,12,16,38.1,9,7,1,1,12.5,0
