Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Barcia,es ESP,DF,23-173,37.0,5,0,0,28,14,0,2,44,33,0,0,0,141,85,53,61.6,Matches
Gabri Martínez,es ESP,"FW,MF",21-172,36.4,8,0,0,35,60,28,96,16,20,1,1,0,168,10,29,25.6,Matches
Ramón,es ESP,GK,24-194,35.0,2,0,0,0,6,0,0,1,0,0,0,0,41,6,1,85.7,Matches
Pablo Ramon,es ESP,DF,22-357,33.1,9,0,0,22,49,0,16,48,31,1,0,0,213,55,46,54.5,Matches
Ilyas Chaira,ma MAR,"FW,MF",23-140,31.9,7,0,0,47,36,5,70,17,47,0,0,0,178,42,48,46.7,Matches
Carlos Martín,es ESP,"FW,MF",22-060,31.8,3,0,0,29,48,2,31,19,19,1,0,0,114,28,50,35.9,Matches
Jonathan Gomez,us USA,DF,20-294,33.3,6,0,0,22,44,1,88,35,33,0,1,0,162,32,37,46.4,Matches
Alberto Reina,es ESP,MF,26-286,33.2,9,0,0,55,35,2,64,43,47,0,0,0,175,25,39,39.1,Matches
Alvaro Sanz,es ESP,MF,23-128,27.8,2,0,0,16,28,1,95,22,29,0,0,0,148,14,16,46.7,Matches
Tachi,es ESP,"MF,DF",26-285,22.8,12,0,0,55,42,5,3,35,33,0,0,0,100,64,52,55.2,Matches
Rubén,es ESP,DF,23-138,17.7,2,0,0,4,17,0,75,21,20,0,0,0,79,29,12,70.7,Matches
Juan María,es ESP,"DF,MF",23-137,17.2,5,0,0,25,8,5,78,20,17,0,0,0,87,30,21,58.8,Matches
Javi Martón,es ESP,FW,25-046,13.5,5,0,0,9,35,6,4,2,7,2,0,0,22,22,45,32.8,Matches
Pablo Tomeo,es ESP,"MF,DF",24-150,15.7,7,0,0,20,7,1,2,23,22,0,0,0,65,34,39,46.6,Matches
Barbu,es ESP,DF,23-027,14.5,5,0,0,25,17,1,1,15,3,0,0,0,64,23,29,44.2,Matches
Mathis Lachuer,fr FRA,MF,23-295,12.8,6,1,1,21,23,0,37,10,17,0,0,0,60,10,23,30.3,Matches
Antonino La Gumina,it ITA,FW,28-107,10.2,3,0,0,9,11,10,2,1,1,1,0,0,9,17,42,28.8,Matches
Luis López,es ESP,GK,23-044,7.0,1,0,0,0,1,0,0,0,0,0,0,0,15,2,1,66.7,Matches
Diego Moreno,es ESP,DF,23-000,6.0,1,0,0,1,4,1,19,2,2,0,0,0,34,5,5,50.0,Matches
Miguel Baeza,es ESP,"MF,FW",24-086,3.6,0,0,0,3,2,0,7,6,3,0,0,0,15,3,3,50.0,Matches
Alan Godoy,es ESP,FW,21-048,4.0,3,0,0,8,6,0,1,0,1,0,0,0,12,8,14,36.4,Matches
Houboulang Mendes,gw GNB,DF,26-048,2.9,3,0,0,7,2,1,8,2,4,0,1,0,6,1,5,16.7,Matches
Ivan Durdov,hr CRO,FW,23-340,4.3,1,0,0,4,8,8,1,1,1,1,0,0,13,8,15,34.8,Matches
Nikita Iosifov,ru RUS,"FW,MF",23-071,1.9,0,0,0,0,1,0,10,1,1,0,0,0,12,0,0,0.0,Matches
Lauti,uy URU,"FW,MF",23-133,3.5,2,0,0,3,3,0,2,0,2,0,0,0,7,7,24,22.6,Matches
David Vicente,es ESP,"MF,DF",25-059,1.7,0,0,0,1,3,1,6,1,1,0,0,0,4,1,0,100.0,Matches
Ibrahima Kebe,ml MLI,MF,23-324,1.3,0,0,0,3,1,0,0,1,4,0,0,0,11,3,3,50.0,Matches
Daniel Luna,co COL,"MF,FW",21-045,1.3,0,0,0,1,4,0,5,0,4,0,0,0,5,1,3,25.0,Matches
Diogo Verdasca,pt POR,DF,27-239,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100.0,Matches
Ekhiotz Orobio,es ESP,FW,22-047,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Diego Rosales,es ESP,DF,21-053,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Squad Total,0,0,23.6,42.0,108,1,1,453,515,78,723,386,402,7,3,0,1960,567,655,46.4,0
Opponent Total,0,0,27.8,42.0,92,4,1,549,428,50,901,340,409,1,9,1,1950,655,567,53.6,0
