Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Barcia,es ESP,DF,23-173,37.0,13,0.35,12,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Gabri Martínez,es ESP,"FW,MF",21-172,36.4,76,2.09,42,1,16,8,9,0,12,0.33,7,0,3,0,2,0,Matches
Ramón,es ESP,GK,24-194,35.0,1,0.03,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Pablo Ramon,es ESP,DF,22-357,33.1,50,1.51,40,2,2,1,4,1,7,0.21,4,0,0,1,1,1,Matches
Ilyas Chaira,ma MAR,"FW,MF",23-140,31.9,64,2.01,41,0,9,6,7,1,7,0.22,5,0,0,1,1,0,Matches
Carlos Martín,es ESP,"FW,MF",22-060,31.8,69,2.17,49,1,8,5,4,2,10,0.31,6,0,0,3,1,0,Matches
Jonathan Gomez,us USA,DF,20-294,33.3,56,1.68,38,11,1,4,1,1,7,0.21,6,1,0,0,0,0,Matches
Alberto Reina,es ESP,MF,26-286,33.2,83,2.5,59,14,4,2,1,3,7,0.21,7,0,0,0,0,0,Matches
Alvaro Sanz,es ESP,MF,23-128,27.8,82,2.95,52,16,5,2,3,4,7,0.25,7,0,0,0,0,0,Matches
Tachi,es ESP,"MF,DF",26-285,22.8,32,1.4,25,1,0,3,0,3,2,0.09,1,0,0,0,0,1,Matches
Rubén,es ESP,DF,23-138,17.7,44,2.48,31,5,5,2,1,0,1,0.06,1,0,0,0,0,0,Matches
Juan María,es ESP,"DF,MF",23-137,17.2,44,2.55,26,11,5,2,0,0,4,0.23,1,1,1,1,0,0,Matches
Javi Martón,es ESP,FW,25-046,13.5,17,1.26,8,0,1,2,6,0,2,0.15,0,0,0,0,2,0,Matches
Pablo Tomeo,es ESP,"MF,DF",24-150,15.7,8,0.51,7,0,0,0,0,1,1,0.06,1,0,0,0,0,0,Matches
Barbu,es ESP,DF,23-027,14.5,9,0.62,8,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Mathis Lachuer,fr FRA,MF,23-295,12.8,23,1.8,13,6,1,0,2,1,2,0.16,0,2,0,0,0,0,Matches
Antonino La Gumina,it ITA,FW,28-107,10.2,12,1.17,6,1,0,3,2,0,2,0.2,1,0,0,0,1,0,Matches
Luis López,es ESP,GK,23-044,7.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Diego Moreno,es ESP,DF,23-000,6.0,15,2.5,12,3,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Miguel Baeza,es ESP,"MF,FW",24-086,3.6,6,1.68,5,1,0,0,0,0,1,0.28,1,0,0,0,0,0,Matches
Alan Godoy,es ESP,FW,21-048,4.0,9,2.23,8,0,0,0,1,0,3,0.74,3,0,0,0,0,0,Matches
Houboulang Mendes,gw GNB,DF,26-048,2.9,3,1.04,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ivan Durdov,hr CRO,FW,23-340,4.3,7,1.62,5,0,0,1,1,0,1,0.23,0,0,0,0,1,0,Matches
Nikita Iosifov,ru RUS,"FW,MF",23-071,1.9,2,1.03,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Lauti,uy URU,"FW,MF",23-133,3.5,5,1.44,2,0,0,0,2,1,0,0.0,0,0,0,0,0,0,Matches
David Vicente,es ESP,"MF,DF",25-059,1.7,2,1.21,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ibrahima Kebe,ml MLI,MF,23-324,1.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Daniel Luna,co COL,"MF,FW",21-045,1.3,6,4.78,4,1,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Diogo Verdasca,pt POR,DF,27-239,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ekhiotz Orobio,es ESP,FW,22-047,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Diego Rosales,es ESP,DF,21-053,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,0,0,23.6,42.0,738,17.57,501,74,58,43,44,18,76,1.81,51,4,4,6,9,2,0
Opponent Total,0,0,27.8,42.0,996,23.71,729,87,62,52,46,20,98,2.33,68,5,11,5,9,0,0
