D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-13,15:30,DFB-Pokal,Round of 64,Sun,Away,L,0,2,Unterhaching,0.0,0.0,63,12500,Ermedin Demirović,4-4-2,Timo Gerach,Match Report,0.0
2023-08-19,15:30,Bundesliga,Matchweek 1,Sat,Home,D,4,4,Gladbach,2.3,1.7,56,30660,Ermedin Demirović,4-2-2-2,Daniel Schlager,Match Report,0.0
2023-08-27,17:30,Bundesliga,Matchweek 2,Sun,Away,L,1,3,Bayern Munich,0.7,2.8,39,75000,Ermedin Demirović,4-2-2-2,Daniel Siebert,Match Report,0.0
2023-09-02,15:30,Bundesliga,Matchweek 3,Sat,Home,D,2,2,Bochum,1.9,1.6,38,27424,Ermedin Demirović,4-2-2-2,Martin Petersen,Match Report,0.0
2023-09-16,15:30,Bundesliga,Matchweek 4,Sat,Away,L,0,3,RB Leipzig,1.7,1.1,46,44746,Ermedin Demirović,3-4-3,Sascha Stegemann,Match Report,0.0
2023-09-23,15:30,Bundesliga,Matchweek 5,Sat,Home,W,2,1,Mainz 05,0.8,0.6,41,27310,Ermedin Demirović,3-4-3,Marco Fritz,Match Report,0.0
2023-10-01,17:30,Bundesliga,Matchweek 6,Sun,Away,L,0,2,Freiburg,0.8,1.0,47,33134,Ermedin Demirović,3-4-3,Harm Osmers,Match Report,0.0
2023-10-07,15:30,Bundesliga,Matchweek 7,Sat,Home,L,1,2,Darmstadt 98,0.9,1.8,48,29200,Ermedin Demirović,3-4-3,Deniz Aytekin,Match Report,0.0
2023-10-22,17:30,Bundesliga,Matchweek 8,Sun,Away,W,5,2,Heidenheim,2.5,1.5,41,15000,Ermedin Demirović,4-2-2-2,Tobias Stieler,Match Report,0.0
2023-10-28,15:30,Bundesliga,Matchweek 9,Sat,Home,W,3,2,Wolfsburg,1.4,1.4,40,28000,Ermedin Demirović,4-2-3-1,Daniel Schlager,Match Report,0.0
2023-11-04,15:30,Bundesliga,Matchweek 10,Sat,Away,D,1,1,Köln,2.6,2.0,41,49300,Ermedin Demirović,4-2-3-1,Christian Dingert,Match Report,0.0
2023-11-11,15:30,Bundesliga,Matchweek 11,Sat,Home,D,1,1,Hoffenheim,1.0,0.8,34,28260,Ermedin Demirović,4-2-3-1,Felix Brych,Match Report,0.0
2023-11-25,15:30,Bundesliga,Matchweek 12,Sat,Away,D,1,1,Union Berlin,1.7,2.1,39,22012,Ermedin Demirović,4-2-3-1,Florian Badstübner,Match Report,0.0
2023-12-03,19:30,Bundesliga,Matchweek 13,Sun,Home,W,2,1,Eint Frankfurt,1.4,1.0,36,26107,Ermedin Demirović,4-2-3-1,Harm Osmers,Match Report,0.0
2023-12-09,15:30,Bundesliga,Matchweek 14,Sat,Away,L,0,2,Werder Bremen,0.7,1.5,52,41000,Ermedin Demirović,4-2-3-1,Sascha Stegemann,Match Report,0.0
2023-12-16,15:30,Bundesliga,Matchweek 15,Sat,Home,D,1,1,Dortmund,1.8,2.6,37,30660,Ermedin Demirović,4-2-3-1,Matthias Jöllenbeck,Match Report,0.0
2023-12-20,20:30,Bundesliga,Matchweek 16,Wed,Away,L,0,3,Stuttgart,0.2,2.6,34,53600,Ermedin Demirović,4-4-2,Daniel Siebert,Match Report,0.0
2024-01-13,15:30,Bundesliga,Matchweek 17,Sat,Home,L,0,1,Leverkusen,0.4,2.0,24,30055,Ermedin Demirović,4-1-2-1-2◆,Sven Jablonski,Match Report,0.0
2024-01-21,17:30,Bundesliga,Matchweek 18,Sun,Away,W,2,1,Gladbach,1.3,1.7,45,44867,Ermedin Demirović,4-3-1-2,Martin Petersen,Match Report,0.0
2024-01-27,15:30,Bundesliga,Matchweek 19,Sat,Home,L,2,3,Bayern Munich,2.6,2.3,42,30660,Ermedin Demirović,4-3-1-2,Christian Dingert,Match Report,0.0
2024-02-03,15:30,Bundesliga,Matchweek 20,Sat,Away,D,1,1,Bochum,1.6,0.9,51,24500,Ermedin Demirović,4-1-2-1-2◆,Patrick Ittrich,Match Report,0.0
2024-02-10,15:30,Bundesliga,Matchweek 21,Sat,Home,D,2,2,RB Leipzig,0.7,1.3,42,28510,Ermedin Demirović,4-3-1-2,Benjamin Brand,Match Report,0.0
2024-02-17,15:30,Bundesliga,Matchweek 22,Sat,Away,L,0,1,Mainz 05,1.0,2.1,54,24800,Jeffrey Gouweleeuw,4-1-2-1-2◆,Tobias Reichel,Match Report,0.0
2024-02-25,19:30,Bundesliga,Matchweek 23,Sun,Home,W,2,1,Freiburg,1.6,1.6,63,28894,Ermedin Demirović,4-1-2-1-2◆,Bastian Dankert,Match Report,0.0
2024-03-02,15:30,Bundesliga,Matchweek 24,Sat,Away,W,6,0,Darmstadt 98,2.9,0.8,54,17810,Ermedin Demirović,4-3-1-2,Felix Zwayer,Match Report,0.0
2024-03-09,15:30,Bundesliga,Matchweek 25,Sat,Home,W,1,0,Heidenheim,0.5,0.4,58,30660,Ermedin Demirović,4-1-2-1-2◆,Frank Willenborg,Match Report,0.0
2024-03-16,15:30,Bundesliga,Matchweek 26,Sat,Away,W,3,1,Wolfsburg,0.7,1.3,50,21735,Ermedin Demirović,4-1-2-1-2◆,Timo Gerach,Match Report,0.0
2024-03-31,15:30,Bundesliga,Matchweek 27,Sun,Home,D,1,1,Köln,2.2,1.3,57,37660,Elvis Rexhbeçaj,4-1-2-1-2◆,Sören Storks,Match Report,0.0
2024-04-07,15:30,Bundesliga,Matchweek 28,Sun,Away,L,1,3,Hoffenheim,1.2,1.8,46,28881,Ermedin Demirović,5-3-2,Florian Exner,Match Report,0.0
2024-04-12,20:30,Bundesliga,Matchweek 29,Fri,Home,W,2,0,Union Berlin,1.6,1.6,47,29731,Ermedin Demirović,4-1-2-1-2◆,Tobias Stieler,Match Report,0.0
2024-04-19,20:30,Bundesliga,Matchweek 30,Fri,Away,L,1,3,Eint Frankfurt,0.5,1.8,37,57600,Ermedin Demirović,4-1-2-1-2◆,Martin Petersen,Match Report,0.0
2024-04-27,15:30,Bundesliga,Matchweek 31,Sat,Home,L,0,3,Werder Bremen,0.6,2.0,54,30660,Ermedin Demirović,4-1-2-1-2◆,Tobias Welz,Match Report,0.0
2024-05-04,15:30,Bundesliga,Matchweek 32,Sat,Away,L,1,5,Dortmund,2.5,4.0,39,81365,Ermedin Demirović,3-4-1-2,Robert Schröder,Match Report,0.0
