Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Ohis Felix Uduokhai,de GER,DF,25.0,32.5,37,21,18,14,5,16,25,64.0,9,45,35,10,46,83,178,2,Matches
Ermedin Demirović,ba BIH,"FW,MF",25.0,31.9,24,14,5,16,3,12,40,30.0,28,28,2,26,11,35,26,0,Matches
Finn Dahmen,de GER,GK,25.0,31.0,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,17,5,Matches
Phillip Tietz,de GER,FW,26.0,26.5,23,14,7,13,3,6,15,40.0,9,17,3,14,6,29,35,0,Matches
Jeffrey Gouweleeuw,nl NED,DF,32.0,28.8,35,23,13,17,5,16,25,64.0,9,44,24,20,35,70,108,0,Matches
Ruben Vargas,ch SUI,"MF,FW",24.0,21.8,23,10,6,10,7,10,25,40.0,15,19,4,15,7,30,17,0,Matches
Elvis Rexhbeçaj,de GER,MF,25.0,22.1,30,19,14,13,3,18,36,50.0,18,32,7,25,20,50,20,0,Matches
Kevin Mbabu,ch SUI,DF,28.0,22.7,51,39,25,18,8,23,40,57.5,17,29,9,20,24,75,48,0,Matches
Mads Pedersen,dk DEN,DF,26.0,19.8,64,39,31,27,6,24,44,54.5,20,20,3,17,19,83,46,0,Matches
Iago,br BRA,DF,26.0,18.0,36,17,22,10,4,17,33,51.5,16,39,8,31,18,54,43,0,Matches
Fredrik Jensen,fi FIN,"MF,FW",25.0,14.9,23,11,9,8,6,14,28,50.0,14,30,1,29,12,35,21,0,Matches
Niklas Dorsch,de GER,MF,25.0,15.4,35,24,13,21,1,13,33,39.4,20,15,9,6,16,51,27,0,Matches
Arne Engels,be BEL,"MF,DF",19.0,15.6,33,18,15,14,4,12,29,41.4,17,23,1,22,15,48,21,0,Matches
Kristijan Jakić,hr CRO,MF,26.0,11.7,28,14,14,10,4,15,33,45.5,18,13,1,12,20,48,15,0,Matches
Arne Maier,de GER,MF,24.0,11.1,14,9,5,8,1,5,14,35.7,9,19,2,17,6,20,11,0,Matches
Maximilian Bauer,de GER,DF,23.0,9.0,19,12,13,4,2,9,17,52.9,8,14,8,6,11,30,30,1,Matches
Tim Breithaupt,de GER,MF,21.0,7.0,20,11,11,9,0,13,21,61.9,8,15,3,12,8,28,10,0,Matches
Robert Gumny,pl POL,DF,25.0,5.3,6,5,1,3,2,1,5,20.0,4,13,5,8,7,13,15,0,Matches
Sven Michel,de GER,"FW,MF",33.0,6.5,7,5,2,1,4,2,7,28.6,5,1,0,1,0,7,4,0,Matches
Patric Pfeiffer,de GER,DF,23.0,5.7,11,7,6,4,1,5,6,83.3,1,10,6,4,11,22,21,0,Matches
Dion Drena Beljo,hr CRO,"FW,MF",21.0,6.5,0,0,0,0,0,0,2,0.0,2,8,1,7,1,1,4,0,Matches
Tomáš Koubek,cz CZE,GK,30.0,3.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,Matches
Mergim Berisha,de GER,FW,25.0,1.4,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,3,0,Matches
Mert Kömür,de GER,"MF,DF",18.0,1.3,3,3,3,0,0,3,5,60.0,2,0,0,0,0,3,1,0,Matches
Pep Biel,es ESP,"MF,FW",26.0,3.2,4,3,0,2,2,1,3,33.3,2,2,1,1,2,6,2,0,Matches
Irvin Cardona,fr FRA,"MF,DF",25.0,0.6,1,1,0,0,1,1,3,33.3,2,1,0,1,0,1,1,0,Matches
Masaya Okugawa,jp JPN,"FW,DF",27.0,0.4,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,Matches
Nathanael Mbuku,fr FRA,FW,21.0,0.1,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,Matches
Mahmut Kücüksahin,0,MF,19.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,26.0,34.0,528,319,234,222,72,237,492,48.2,255,439,133,306,295,823,727,9,0
Opponent Total,0,0,26.6,34.0,491,293,245,196,50,255,490,52.0,235,393,120,273,249,740,803,16,0
