Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Ohis Felix Uduokhai,de GER,DF,25.0,32.5,2,13,3,23.1,0.4,0.09,0.15,0.67,9.2,0,0,0,1.4,1.4,0.11,0.6,0.6,Matches
Ermedin Demirović,ba BIH,"FW,MF",25.0,31.9,15,77,32,41.6,2.41,1.0,0.16,0.38,14.0,0,3,4,13.5,10.3,0.13,1.5,1.7,Matches
Finn Dahmen,de GER,GK,25.0,31.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Phillip Tietz,de GER,FW,26.0,26.5,8,52,18,34.6,1.96,0.68,0.15,0.44,15.1,1,0,0,8.2,8.2,0.16,-0.2,-0.2,Matches
Jeffrey Gouweleeuw,nl NED,DF,32.0,28.8,1,23,3,13.0,0.8,0.1,0.04,0.33,15.9,0,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches
Ruben Vargas,ch SUI,"MF,FW",24.0,21.8,4,49,17,34.7,2.25,0.78,0.08,0.24,17.4,3,0,0,3.9,3.9,0.08,0.1,0.1,Matches
Elvis Rexhbeçaj,de GER,MF,25.0,22.1,2,28,3,10.7,1.27,0.14,0.04,0.33,24.3,0,1,1,1.7,1.0,0.03,0.3,0.0,Matches
Kevin Mbabu,ch SUI,DF,28.0,22.7,0,4,1,25.0,0.18,0.04,0.0,0.0,17.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Mads Pedersen,dk DEN,DF,26.0,19.8,1,13,1,7.7,0.66,0.05,0.08,1.0,19.0,0,0,0,0.8,0.8,0.06,0.2,0.2,Matches
Iago,br BRA,DF,26.0,18.0,1,18,7,38.9,1.0,0.39,0.06,0.14,16.5,0,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches
Fredrik Jensen,fi FIN,"MF,FW",25.0,14.9,2,14,5,35.7,0.94,0.34,0.14,0.4,18.9,0,0,0,0.9,0.9,0.06,1.1,1.1,Matches
Niklas Dorsch,de GER,MF,25.0,15.4,0,14,0,0.0,0.91,0.0,0.0,0.0,25.1,2,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
Arne Engels,be BEL,"MF,DF",19.0,15.6,3,20,7,35.0,1.28,0.45,0.15,0.43,19.9,2,0,0,1.8,1.8,0.09,1.2,1.2,Matches
Kristijan Jakić,hr CRO,MF,26.0,11.7,2,13,5,38.5,1.11,0.43,0.15,0.4,23.9,0,0,0,0.8,0.8,0.06,1.2,1.2,Matches
