Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Matz Sels,be BEL,GK,31.0,19,19,1710,19.0,24,1.26,62,40,62.9,6,7,6,3,15.8,1,1,0,0,0.0,Matches
Alaa Bellaarouch,ma MAR,GK,21.0,15,15,1350,15.0,26,1.73,63,37,63.5,4,2,9,2,13.3,4,3,1,0,25.0,Matches
Squad Total,0,0,24.1,34,34,3060,34.0,50,1.47,125,77,63.2,10,9,15,5,14.7,5,4,1,0,20.0,0
Opponent Total,0,0,26.0,34,34,3060,34.0,38,1.12,122,86,71.3,15,9,10,9,26.5,4,3,0,1,0.0,0
