Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Lucas Perrin,fr FRA,DF,24.0,30.3,1608,1839,87.4,33227,12865,435,471,92.4,957,1014,94.4,196,319,61.4,1,0.8,1.1,0.2,6,113,11,2,115,Matches
Frederic Guilbert,fr FRA,"DF,MF",28.0,27.7,1108,1467,75.5,20135,6597,450,520,86.5,522,650,80.3,112,244,45.9,0,1.6,1.4,-1.6,23,87,17,11,116,Matches
Habib Diarra,sn SEN,"MF,FW",19.0,25.6,735,874,84.1,14234,2751,275,326,84.4,350,394,88.8,100,129,77.5,1,1.3,1.8,-0.3,21,73,23,1,107,Matches
Dilane Bakwa,fr FRA,"FW,MF",20.0,24.2,587,862,68.1,10108,3121,282,345,81.7,214,299,71.6,64,153,41.8,6,6.2,4.6,-0.2,49,50,36,10,92,Matches
Thomas Delaine,fr FRA,"DF,MF",31.0,22.7,638,882,72.3,10860,3569,284,336,84.5,288,388,74.2,53,110,48.2,1,3.6,3.0,-2.6,26,30,23,12,52,Matches
Marvin Senaya,tg TOG,"DF,MF",22.0,23.8,871,1120,77.8,15097,5149,369,431,85.6,416,518,80.3,67,127,52.8,1,2.8,1.9,-1.8,21,63,21,18,74,Matches
Emanuel Emegha,nl NED,FW,20.0,23.1,215,294,73.1,2721,378,124,168,73.8,69,90,76.7,1,5,20.0,1,0.4,0.4,0.6,9,11,2,0,11,Matches
Abakar Sylla,ci CIV,DF,20.0,19.9,1111,1266,87.8,19769,6698,436,473,92.2,567,618,91.7,81,139,58.3,0,0.5,0.2,-0.5,5,52,4,0,72,Matches
Matz Sels,be BEL,GK,31.0,19.0,452,619,73.0,12321,8610,90,90,100.0,213,216,98.6,144,307,46.9,0,0.5,0.1,-0.5,1,11,1,0,0,Matches
Ismaël Doukouré,fr FRA,"MF,DF",20.0,18.4,660,771,85.6,12844,3733,237,276,85.9,341,367,92.9,75,108,69.4,0,0.2,0.4,-0.2,9,62,5,0,80,Matches
Ibrahima Sissoko,ml MLI,MF,25.0,18.2,614,752,81.6,11019,3046,242,286,84.6,298,355,83.9,59,87,67.8,1,1.7,1.9,-0.7,12,67,7,1,88,Matches
Junior Mwanga,fr FRA,"MF,FW",20.0,16.1,416,521,79.8,7563,1911,167,205,81.5,191,225,84.9,47,62,75.8,1,0.8,0.8,0.2,13,48,9,0,56,Matches
Alaa Bellaarouch,ma MAR,GK,21.0,15.0,352,504,69.8,9261,5681,63,63,100.0,189,196,96.4,97,238,40.8,0,0.0,0.0,0.0,1,11,1,0,0,Matches
Kévin Gameiro,fr FRA,"FW,MF",36.0,15.0,373,461,80.9,5374,1194,214,247,86.6,112,141,79.4,25,31,80.6,2,2.7,3.0,-0.7,24,28,10,1,44,Matches
Gerzino Nyamsi,fr FRA,DF,26.0,12.1,555,632,87.8,11520,4040,136,156,87.2,345,362,95.3,66,101,65.3,0,0.2,0.1,-0.2,4,19,0,0,25,Matches
Ângelo Borges,br BRA,"FW,MF",18.0,12.2,300,426,70.4,4918,1875,139,180,77.2,129,171,75.4,22,49,44.9,3,3.3,3.0,-0.3,26,32,25,9,59,Matches
Andrey Santos,br BRA,MF,19.0,9.2,444,511,86.9,7717,2017,186,209,89.0,216,235,91.9,32,43,74.4,0,1.0,0.8,-1.0,6,49,3,0,48,Matches
Jessy Deminguet,fr FRA,"MF,FW",25.0,7.7,221,258,85.7,3891,1010,105,112,93.8,85,96,88.5,25,41,61.0,0,0.4,0.6,-0.4,2,31,3,0,24,Matches
Saidou Sow,gn GUI,DF,21.0,8.0,301,353,85.3,5779,1946,98,108,90.7,175,186,94.1,23,50,46.0,1,0.5,0.4,0.5,2,24,3,0,24,Matches
Dion Moise Sahi,ci CIV,"MF,FW",21.0,7.0,137,175,78.3,2178,421,66,83,79.5,55,67,82.1,9,13,69.2,1,1.3,1.4,-0.3,5,10,8,1,21,Matches
Lebo Mothiba,za RSA,FW,27.0,6.9,86,118,72.9,1087,191,53,64,82.8,23,31,74.2,2,2,100.0,0,0.2,0.5,-0.2,5,6,2,1,9,Matches
Jean-Ricner Bellegarde,fr FRA,"MF,FW",25.0,3.0,67,96,69.8,1138,298,30,38,78.9,32,43,74.4,5,10,50.0,2,1.5,1.1,0.5,3,10,1,0,11,Matches
Jérémy Sebas,mq MTQ,"FW,MF",20.0,4.4,52,74,70.3,743,138,28,39,71.8,18,28,64.3,2,2,100.0,0,0.0,0.1,0.0,1,3,1,0,6,Matches
Rabby Nzingoula,cg CGO,"MF,FW",17.0,1.5,27,43,62.8,417,105,10,16,62.5,14,19,73.7,1,3,33.3,1,0.1,0.0,0.9,2,3,1,0,8,Matches
Aboubacar Ali,fr FRA,"MF,FW",17.0,1.4,22,34,64.7,287,51,14,19,73.7,7,12,58.3,0,0,0.0,1,0.1,0.1,0.9,1,4,1,0,3,Matches
Sanjin Prcić,ba BIH,MF,29.0,1.0,44,47,93.6,941,265,15,16,93.8,20,21,95.2,7,7,100.0,0,0.2,0.0,-0.2,3,5,0,0,5,Matches
Eduard Sobol,ua UKR,DF,28.0,0.3,8,13,61.5,128,55,3,3,100.0,5,7,71.4,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Mohamed Bechikh,fr FRA,"FW,MF",18.0,0.2,5,5,100.0,83,0,2,2,100.0,3,3,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Patrick Ouotro,ci CIV,FW,17.0,0.1,1,2,50.0,18,4,0,1,0.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Steven Baseya,fr FRA,DF,18.0,0.1,11,12,91.7,203,78,3,3,100.0,8,8,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,0,0,24.1,34.0,12021,15031,80.0,225581,77797,4556,5286,86.2,5863,6761,86.7,1315,2383,55.2,24,31.6,28.7,-7.6,280,903,218,67,1152,0
Opponent Total,0,0,26.0,34.0,15611,18849,82.8,279831,95574,6387,7264,87.9,7211,8106,89.0,1510,2480,60.9,32,33.4,31.7,-1.4,303,1108,272,73,1536,0
