Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Lucas Perrin,fr FRA,DF,24.0,30.3,1839,1693,143,84,4,9,5,14,0,0,0,0,1608,3,8,Matches
Frederic Guilbert,fr FRA,"DF,MF",28.0,27.7,1467,1242,224,48,1,7,85,161,15,8,4,1,1108,1,25,Matches
Habib Diarra,sn SEN,"MF,FW",19.0,25.6,874,850,23,8,3,4,22,4,3,2,0,0,735,1,13,Matches
Dilane Bakwa,fr FRA,"FW,MF",20.0,24.2,862,705,154,49,9,5,155,33,72,43,22,1,587,3,28,Matches
Thomas Delaine,fr FRA,"DF,MF",31.0,22.7,882,699,179,24,2,1,104,146,9,0,8,0,638,4,25,Matches
Marvin Senaya,tg TOG,"DF,MF",22.0,23.8,1120,903,216,31,1,3,79,184,1,0,1,0,871,1,23,Matches
Emanuel Emegha,nl NED,FW,20.0,23.1,294,278,16,1,0,0,1,1,0,0,0,0,215,0,10,Matches
Abakar Sylla,ci CIV,DF,20.0,19.9,1266,1186,79,30,0,7,3,17,0,0,0,0,1111,1,5,Matches
Matz Sels,be BEL,GK,31.0,19.0,619,452,166,53,0,0,0,0,0,0,0,0,452,1,0,Matches
Ismaël Doukouré,fr FRA,"MF,DF",20.0,18.4,771,729,40,23,4,7,0,8,0,0,0,0,660,2,9,Matches
Ibrahima Sissoko,ml MLI,MF,25.0,18.2,752,737,13,12,2,2,2,1,0,0,0,0,614,2,4,Matches
Junior Mwanga,fr FRA,"MF,FW",20.0,16.1,521,487,32,12,5,4,4,1,0,0,0,0,416,2,17,Matches
Alaa Bellaarouch,ma MAR,GK,21.0,15.0,504,404,97,36,0,1,0,0,0,0,0,0,352,3,1,Matches
Kévin Gameiro,fr FRA,"FW,MF",36.0,15.0,461,448,12,1,4,1,10,0,0,0,0,0,373,1,14,Matches
Gerzino Nyamsi,fr FRA,DF,26.0,12.1,632,595,37,29,0,6,1,0,0,0,0,0,555,0,6,Matches
Ângelo Borges,br BRA,"FW,MF",18.0,12.2,426,410,15,3,4,1,42,4,5,3,1,0,300,1,13,Matches
Andrey Santos,br BRA,MF,19.0,9.2,511,488,22,10,2,1,3,0,0,0,0,0,444,1,8,Matches
Jessy Deminguet,fr FRA,"MF,FW",25.0,7.7,258,231,25,13,1,3,9,5,7,2,1,0,221,2,1,Matches
Saidou Sow,gn GUI,DF,21.0,8.0,353,338,15,14,2,2,0,1,0,0,0,0,301,0,3,Matches
Dion Moise Sahi,ci CIV,"MF,FW",21.0,7.0,175,165,9,0,0,0,5,3,0,0,0,0,137,1,2,Matches
Lebo Mothiba,za RSA,FW,27.0,6.9,118,115,1,0,0,0,1,0,0,0,0,0,86,2,3,Matches
Jean-Ricner Bellegarde,fr FRA,"MF,FW",25.0,3.0,96,88,6,1,0,0,8,0,5,3,2,0,67,2,1,Matches
Jérémy Sebas,mq MTQ,"FW,MF",20.0,4.4,74,72,2,0,0,0,4,1,0,0,0,0,52,0,2,Matches
Rabby Nzingoula,cg CGO,"MF,FW",17.0,1.5,43,43,0,0,0,0,3,0,0,0,0,0,27,0,1,Matches
Aboubacar Ali,fr FRA,"MF,FW",17.0,1.4,34,34,0,0,0,0,6,0,0,0,0,0,22,0,1,Matches
Sanjin Prcić,ba BIH,MF,29.0,1.0,47,42,4,4,0,1,0,0,0,0,0,0,44,1,0,Matches
Eduard Sobol,ua UKR,DF,28.0,0.3,13,11,2,0,0,0,2,2,0,0,0,0,8,0,1,Matches
Mohamed Bechikh,fr FRA,"FW,MF",18.0,0.2,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
Patrick Ouotro,ci CIV,FW,17.0,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Steven Baseya,fr FRA,DF,18.0,0.1,12,11,1,1,0,0,0,0,0,0,0,0,11,0,0,Matches
Squad Total,0,0,24.1,34.0,15031,13463,1533,487,44,65,554,586,117,61,39,2,12021,35,224,0
Opponent Total,0,0,26.0,34.0,18849,17180,1594,477,57,97,576,648,169,57,84,0,15611,75,329,0
