Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Lucas Perrin,fr FRA,DF,24.0,30.3,47,30,33,14,0,28,46,60.9,18,45,32,13,28,75,113,0,Matches
Frederic Guilbert,fr FRA,"DF,MF",28.0,27.7,87,50,49,30,8,47,72,65.3,25,39,10,29,71,158,99,1,Matches
Habib Diarra,sn SEN,"MF,FW",19.0,25.6,30,23,8,20,2,9,33,27.3,24,23,4,19,17,47,15,0,Matches
Dilane Bakwa,fr FRA,"FW,MF",20.0,24.2,30,22,12,13,5,11,40,27.5,29,26,1,25,20,50,11,0,Matches
Thomas Delaine,fr FRA,"DF,MF",31.0,22.7,38,19,29,8,1,20,42,47.6,22,18,2,16,17,55,51,0,Matches
Marvin Senaya,tg TOG,"DF,MF",22.0,23.8,72,53,38,25,9,42,68,61.8,26,40,13,27,41,113,68,0,Matches
Emanuel Emegha,nl NED,FW,20.0,23.1,8,5,2,4,2,4,9,44.4,5,13,3,10,2,10,25,0,Matches
Abakar Sylla,ci CIV,DF,20.0,19.9,54,23,30,19,5,29,40,72.5,11,40,11,29,26,80,70,2,Matches
Matz Sels,be BEL,GK,31.0,19.0,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,13,1,Matches
Ismaël Doukouré,fr FRA,"MF,DF",20.0,18.4,23,16,7,14,2,13,21,61.9,8,19,7,12,19,42,29,2,Matches
Ibrahima Sissoko,ml MLI,MF,25.0,18.2,47,33,13,25,9,23,30,76.7,7,21,8,13,19,66,30,0,Matches
Junior Mwanga,fr FRA,"MF,FW",20.0,16.1,40,20,23,12,5,12,24,50.0,12,20,5,15,18,58,19,0,Matches
Alaa Bellaarouch,ma MAR,GK,21.0,15.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,11,2,Matches
Kévin Gameiro,fr FRA,"FW,MF",36.0,15.0,10,10,5,3,2,2,17,11.8,15,9,0,9,3,13,7,0,Matches
Gerzino Nyamsi,fr FRA,DF,26.0,12.1,18,14,13,5,0,12,18,66.7,6,19,11,8,10,28,43,0,Matches
Ângelo Borges,br BRA,"FW,MF",18.0,12.2,24,11,9,7,8,11,31,35.5,20,18,0,18,9,33,2,0,Matches
Andrey Santos,br BRA,MF,19.0,9.2,29,18,15,13,1,17,26,65.4,9,8,0,8,10,39,11,1,Matches
Jessy Deminguet,fr FRA,"MF,FW",25.0,7.7,14,9,6,8,0,6,18,33.3,12,8,0,8,9,23,5,1,Matches
Saidou Sow,gn GUI,DF,21.0,8.0,20,12,17,3,0,9,13,69.2,4,7,4,3,12,32,36,3,Matches
Dion Moise Sahi,ci CIV,"MF,FW",21.0,7.0,5,5,1,2,2,0,3,0.0,3,11,1,10,1,6,7,0,Matches
Lebo Mothiba,za RSA,FW,27.0,6.9,5,2,1,4,0,3,4,75.0,1,6,1,5,0,5,11,0,Matches
Jean-Ricner Bellegarde,fr FRA,"MF,FW",25.0,3.0,5,3,3,2,0,3,6,50.0,3,4,0,4,4,9,0,0,Matches
Jérémy Sebas,mq MTQ,"FW,MF",20.0,4.4,7,1,2,3,2,3,5,60.0,2,3,1,2,1,8,1,0,Matches
Rabby Nzingoula,cg CGO,"MF,FW",17.0,1.5,3,3,0,3,0,3,4,75.0,1,4,0,4,5,8,0,0,Matches
Aboubacar Ali,fr FRA,"MF,FW",17.0,1.4,2,0,0,2,0,0,0,0.0,0,1,0,1,1,3,2,0,Matches
Sanjin Prcić,ba BIH,MF,29.0,1.0,0,0,0,0,0,0,1,0.0,1,2,1,1,3,3,1,0,Matches
Eduard Sobol,ua UKR,DF,28.0,0.3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,Matches
Mohamed Bechikh,fr FRA,"FW,MF",18.0,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Patrick Ouotro,ci CIV,FW,17.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Steven Baseya,fr FRA,DF,18.0,0.1,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,1,0,Matches
Squad Total,0,0,24.1,34.0,620,383,317,240,63,308,572,53.8,264,406,115,291,347,967,682,13,0
Opponent Total,0,0,26.0,34.0,590,368,262,238,90,277,595,46.6,318,283,90,193,287,877,643,11,0
