Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Churripi,es ESP,GK,30-049,41.0,1578,1156,1563,14,1,1,1578,2,2,100.0,0,0.0,856,5657,3767,0,0,0,6,0,637,0,Matches
Aitor Córdoba,es ESP,DF,29-031,40.2,2085,258,1094,949,54,23,2085,12,11,91.7,1,8.3,1123,5153,2865,18,6,0,12,3,1230,6,Matches
Curro,es ESP,"FW,MF",28-170,39.3,2026,15,183,1068,799,119,2019,67,23,34.3,32,47.8,1092,5329,2430,77,53,12,104,53,1426,242,Matches
Jose Matos,es ESP,DF,29-046,34.9,2158,113,630,876,671,43,2158,70,30,42.9,32,45.7,940,4351,2384,69,49,15,57,22,1102,192,Matches
Unai Elgezabal,es ESP,"DF,MF",31-057,30.7,1760,196,802,856,112,36,1760,4,4,100.0,0,0.0,877,3516,1594,4,5,1,11,5,1029,12,Matches
Fernando Niño,es ESP,FW,23-241,29.3,929,19,74,398,469,115,929,44,19,43.2,22,50.0,438,2213,727,26,21,9,75,34,633,131,Matches
Miguel Atienza,es ESP,MF,25-025,28.3,1435,97,389,922,131,12,1435,15,10,66.7,4,26.7,569,2139,952,9,10,0,25,13,742,15,Matches
Dani Ojeda,es ESP,"MF,FW",29-201,23.0,1045,16,121,476,465,103,1045,38,22,57.9,16,42.1,625,3857,1978,67,40,27,43,20,787,136,Matches
Alejandro Sancris,es ESP,"MF,FW",27-155,23.8,1047,17,143,342,573,62,1047,71,31,43.7,35,49.3,575,4029,2070,83,43,26,55,26,646,194,Matches
Mumo,es ESP,MF,29-069,18.7,1256,49,216,808,243,7,1256,11,1,9.1,9,81.8,614,2771,1405,19,19,1,21,7,838,29,Matches
Grego Sierra,es ESP,DF,31-108,21.9,1216,161,624,556,44,20,1216,12,6,50.0,4,33.3,643,3774,2157,10,7,0,8,1,749,2,Matches
Borja González,es ESP,DF,28-217,18.7,1121,69,335,508,287,20,1121,20,12,60.0,6,30.0,510,2591,1253,24,20,7,22,4,586,75,Matches
Kévin Appin,mq MTQ,"MF,FW",26-153,16.1,793,37,160,465,192,22,793,37,22,59.5,13,35.1,400,2401,1142,32,33,7,41,22,476,42,Matches
Anderson Arroyo,co COL,DF,24-268,14.9,921,70,302,498,132,7,921,19,15,78.9,3,15.8,431,2395,992,13,15,1,18,5,483,19,Matches
Eduardo Espiau,es ESP,FW,29-185,16.8,540,8,51,236,259,59,540,26,9,34.6,17,65.4,267,1194,548,16,15,10,57,32,407,85,Matches
Ander Martin,es ESP,"MF,DF",23-218,15.7,813,21,143,375,307,25,813,25,9,36.0,14,56.0,438,2189,1175,30,33,4,41,13,553,91,Matches
Raúl Navarro,es ESP,DF,30-135,12.3,595,35,188,280,131,5,595,8,3,37.5,5,62.5,230,1319,644,18,10,2,16,8,277,28,Matches
Joni Montiel,es ESP,MF,25-292,10.6,592,6,93,290,213,16,591,34,12,35.3,17,50.0,306,1744,928,25,21,8,18,15,375,38,Matches
Álex Bermejo,es ESP,"MF,FW",25-193,14.0,607,8,91,228,297,55,607,59,22,37.3,33,55.9,378,2335,1167,35,24,12,41,18,414,95,Matches
Esteban Saveljich,me MNE,DF,33-032,6.3,258,36,147,100,12,7,258,1,1,100.0,0,0.0,136,763,314,0,0,0,1,3,150,0,Matches
Andy,es ESP,"MF,DF",34-143,2.0,149,18,62,58,31,2,149,1,1,100.0,0,0.0,61,216,98,0,2,0,1,0,80,1,Matches
Loic Badiashile,fr FRA,GK,26-137,1.0,43,38,43,0,0,0,43,0,0,0.0,0,0.0,22,121,69,0,0,0,0,0,16,0,Matches
David Goldar,es ESP,DF,29-280,1.0,54,6,28,24,3,3,54,0,0,0.0,0,0.0,26,153,103,1,0,0,2,0,26,0,Matches
Javi López,es ESP,MF,23-047,0.6,32,2,13,9,11,2,32,3,1,33.3,1,33.3,25,113,14,1,0,0,4,0,21,7,Matches
Lucas Ricoy,es ESP,"DF,MF",21-155,0.3,14,0,0,5,9,7,14,0,0,0.0,0,0.0,5,7,1,0,0,0,2,0,11,2,Matches
Saúl del Cerro,es ESP,"MF,FW",20-032,0.2,14,1,5,6,3,0,14,0,0,0.0,0,0.0,6,10,3,0,0,0,0,0,6,0,Matches
José Menor,0,FW,0,0.1,2,0,0,1,1,0,2,0,0,0.0,0,0.0,2,10,0,0,0,0,0,1,2,1,Matches
Squad Total,0,0,28.2,42.0,23083,2452,7500,10348,5450,771,23075,579,266,45.9,264,45.6,11595,60350,30780,577,426,142,681,305,13702,1443,0
Opponent Total,0,0,27.6,42.0,25231,2551,8251,11426,5810,760,25222,701,330,47.1,321,45.8,13973,77579,42366,864,592,157,631,322,15972,1672,0
